fichier_gpx,route_url,road_km,street_km,state_road_km,cycleway_km,off-grid_(unknown)_km,access_road_km,asphalt_km,paved_km,cobblestones_km,unknown_km,path_km,unpaved_km,singletrack_km,compacted_gravel_km,_km,alpine_km
2017 Tour of Croatia Stage 5.gpx,https://www.komoot.com/tour/2969678235,82.3,0.554,49.6,0.0,7.7,0.0,132.0,0.803,0.0,7.93,0.529,0.0,0.0,0.0,0.0,0.0
2017 Tour of Croatia Stage 6.gpx,https://www.komoot.com/tour/2969679580,33.1,2.76,83.7,5.44,14.3,0.129,128.0,1.02,1.86,14.8,2.9,0.301,0.161,0.0,0.0,0.0
2017 Tour of Estonia Stage 1.gpx,https://www.komoot.com/tour/2969680538,206.0,0.347,4.56,0.206,0.0,0.0,206.0,0.0,0.0,0.0,0.0,4.59,0.0,0.0,0.0,0.0
2017 Tour of Fuzhou Stage 1.gpx,https://www.komoot.com/tour/2969682665,14.3,2.7,0.68,0.275,85.8,0.0,14.9,2.18,0.0,91.4,7.72,0.107,0.0,0.0,0.0,0.0
2017 Tour of Fuzhou Stage 2.gpx,https://www.komoot.com/tour/2969683262,7.72,0.0,0.0,0.0,102.0,0.0,7.72,0.816,0.0,104.0,2.7,0.0,0.0,0.0,0.0,0.0
2017 Tour of Fuzhou Stage 3.gpx,https://www.komoot.com/tour/2969683685,4.56,2.31,0.744,0.134,110.0,0.0,2.08,5.09,0.0,111.0,0.461,0.301,0.0,0.0,0.0,0.0
2017 Tour of Fuzhou Stage 4.gpx,https://www.komoot.com/tour/2969684127,2.01,0.74,1.06,0.0,128.0,0.0,2.17,1.01,0.0,128.0,0.0,0.101,0.101,0.0,0.0,0.0
2017 Tour of Fuzhou Stage 5.gpx,https://www.komoot.com/tour/2969684616,0.74,0.0,2.79,0.0,123.0,0.0,3.53,0.0,0.0,125.0,1.96,1.81,1.81,0.0,0.0,0.0
2017 Tour of Guangxi Stage 1.gpx,https://www.komoot.com/tour/2969685056,6.43,2.39,5.18,0.0,95.4,0.0,10.5,3.18,0.0,95.8,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Guangxi Stage 2.gpx,https://www.komoot.com/tour/2969685612,3.54,3.33,3.72,0.0,146.0,0.0,6.74,4.09,0.0,147.0,0.418,0.106,0.0,0.0,0.0,0.0
2017 Tour of Guangxi Stage 3.gpx,https://www.komoot.com/tour/2969686136,7.91,5.33,0.154,0.79,110.0,0.141,7.22,7.99,0.0,115.0,5.49,0.424,0.96,0.0,0.0,0.0
2017 Tour of Guangxi Stage 4.gpx,https://www.komoot.com/tour/2969686571,2.04,1.31,4.91,0.0,143.0,0.0,6.06,1.85,0.0,144.0,0.393,0.0,0.0,0.0,0.0,0.0
2017 Tour of Guangxi Stage 5.gpx,https://www.komoot.com/tour/2969687277,4.12,3.02,2.14,0.244,192.0,0.0,2.64,5.65,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Guangxi Stage 6.gpx,https://www.komoot.com/tour/2969688049,3.07,4.4,3.24,1.26,162.0,0.0,5.03,3.68,0.0,166.0,1.38,0.957,0.19,0.0,0.0,0.0
2017 Tour of Hainan Stage 1.gpx,https://www.komoot.com/tour/2969688511,3.31,1.53,2.91,0.0,82.5,0.0,3.51,3.86,0.0,83.3,0.349,0.0,0.0,0.0,0.0,0.0
2017 Tour of Hainan Stage 2.gpx,https://www.komoot.com/tour/2969688910,3.93,2.45,2.39,1.26,219.0,0.0,4.47,5.62,0.0,220.0,1.37,0.0,0.0,0.0,0.0,0.0
2017 Tour of Hainan Stage 3.gpx,https://www.komoot.com/tour/2969689410,2.1,0.238,0.19,0.0,152.0,0.0,2.29,0.238,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Hainan Stage 4.gpx,https://www.komoot.com/tour/2969690012,0.949,2.06,1.98,0.0,188.0,0.0,2.59,2.21,0.0,188.0,0.0,0.197,0.0,0.0,0.0,0.0
2017 Tour of Hainan Stage 5.gpx,https://www.komoot.com/tour/2969690482,1.75,0.215,3.61,0.0,163.0,0.0,5.12,0.534,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Hainan Stage 6.gpx,https://www.komoot.com/tour/2969691104,2.0,2.06,6.34,0.0,211.0,0.0,7.45,2.64,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Hainan Stage 7.gpx,https://www.komoot.com/tour/2969691607,3.48,0.386,0.68,0.0,164.0,0.0,2.93,1.44,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Hainan Stage 8.gpx,https://www.komoot.com/tour/2969692217,1.91,2.09,1.7,0.0,192.0,0.0,2.42,3.24,0.0,193.0,0.631,0.0,0.0,0.0,0.0,0.0
2017 Tour of Hainan Stage 9.gpx,https://www.komoot.com/tour/2969692645,8.61,2.89,2.91,0.0,140.0,0.0,5.17,8.67,0.0,141.0,0.81,0.476,0.0,0.0,0.0,0.0
2017 Tour of Norway Stage 1.gpx,https://www.komoot.com/tour/2969693437,66.5,0.869,95.4,5.85,1.85,0.0,167.0,1.11,0.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Norway Stage 2.gpx,https://www.komoot.com/tour/2969694107,96.5,2.17,90.4,4.67,1.66,0.0,190.0,3.72,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Norway Stage 3.gpx,https://www.komoot.com/tour/2969694904,82.1,6.3,95.0,11.6,0.601,0.137,191.0,1.41,0.288,1.17,0.181,0.0,0.0,2.17,0.0,0.0
2017 Tour of Norway Stage 4.gpx,https://www.komoot.com/tour/2969696031,18.4,0.844,172.0,3.07,0.673,0.0,192.0,2.18,0.0,0.772,0.187,0.0,0.0,0.0,0.0,0.0
2017 Tour of Norway Stage 5.gpx,https://www.komoot.com/tour/2969696821,65.7,3.11,52.4,22.6,8.17,0.0,139.0,3.85,1.03,8.54,0.459,0.0,0.0,0.0,0.0,0.0
2017 Tour of Oman Stage 1.gpx,https://www.komoot.com/tour/2969697418,34.0,0.147,139.0,0.0,4.28,0.0,168.0,4.49,0.0,4.24,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Oman Stage 2.gpx,https://www.komoot.com/tour/2969698004,67.2,0.523,66.7,0.0,13.4,0.0,114.0,19.5,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Oman Stage 3.gpx,https://www.komoot.com/tour/2969698730,4.69,0.162,156.0,0.0,0.856,0.0,161.0,0.0,0.0,0.856,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Oman Stage 4.gpx,https://www.komoot.com/tour/2969699456,29.5,5.09,82.8,0.0,2.78,0.0,114.0,1.45,0.0,4.28,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Oman Stage 5.gpx,https://www.komoot.com/tour/2969699888,105.0,0.0,50.1,0.619,3.03,0.0,155.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Oman Stage 6.gpx,https://www.komoot.com/tour/2969700452,45.5,0.479,54.6,0.0,33.1,0.2,88.1,12.7,0.0,33.1,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Qinghai Lake Stage 1.gpx,https://www.komoot.com/tour/2969700863,3.92,3.6,17.2,0.0,113.0,0.0,19.4,5.05,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Qinghai Lake Stage 10.gpx,https://www.komoot.com/tour/2969701524,6.82,4.03,8.48,0.0,135.0,0.0,12.9,5.52,0.0,137.0,0.866,0.797,0.191,0.0,0.0,0.0
2017 Tour of Qinghai Lake Stage 12.gpx,https://www.komoot.com/tour/2969703123,0.673,4.78,13.0,0.0,87.2,0.0,13.7,4.79,0.0,87.2,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Qinghai Lake Stage 13.gpx,https://www.komoot.com/tour/2969703860,10.1,3.37,42.9,0.0,60.8,0.0,47.8,5.9,0.0,69.3,5.83,0.0,0.0,0.0,0.0,0.0
2017 Tour of Qinghai Lake Stage 2.gpx,https://www.komoot.com/tour/2969704630,2.82,6.48,8.39,0.0,106.0,1.28,11.2,3.34,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Qinghai Lake Stage 3.gpx,https://www.komoot.com/tour/2969705252,4.59,2.96,12.7,0.0,126.0,0.0,16.5,3.41,0.0,127.0,0.889,0.0,0.0,0.0,0.0,0.0
2017 Tour of Qinghai Lake Stage 4.gpx,https://www.komoot.com/tour/2969705783,1.56,0.948,4.13,23.3,134.0,0.0,28.9,0.576,0.0,135.0,0.573,0.121,0.0,0.0,0.0,0.0
2017 Tour of Qinghai Lake Stage 5.gpx,https://www.komoot.com/tour/2969706307,0.0,0.0,30.0,30.3,125.0,0.0,60.3,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Qinghai Lake Stage 6.gpx,https://www.komoot.com/tour/2969706948,7.55,3.14,0.443,0.0,57.6,0.0,3.51,4.48,0.0,60.7,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Qinghai Lake Stage 7.gpx,https://www.komoot.com/tour/2969707435,3.21,1.24,2.48,0.0,164.0,0.0,4.8,0.881,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Qinghai Lake Stage 8.gpx,https://www.komoot.com/tour/2969708044,12.3,0.367,14.3,0.0,203.0,0.0,26.5,0.228,0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Qinghai Lake Stage 9.gpx,https://www.komoot.com/tour/2969708765,5.48,5.5,31.5,0.0,184.0,0.0,34.2,7.95,0.0,184.0,0.674,0.674,0.0,0.0,0.0,0.0
2017 Tour of Slovaquie Prologue.gpx,https://www.komoot.com/tour/2969709560,0.846,2.16,0.0,0.0,0.471,0.0,1.41,1.84,0.123,0.608,0.443,0.0,0.0,0.0,0.0,0.0
2017 Tour of Slovaquie Stage 1.gpx,https://www.komoot.com/tour/2969710428,132.0,4.08,60.1,0.345,14.6,0.0,194.0,2.28,0.179,15.2,1.65,1.48,0.0,0.0,0.0,0.0
2017 Tour of Slovaquie Stage 3.gpx,https://www.komoot.com/tour/2969711470,209.0,3.64,8.68,0.0,0.0,0.0,219.0,2.36,0.233,0.0,0.495,0.588,0.327,0.0,0.0,0.0
2017 Tour of Slovaquie Stage 4.gpx,https://www.komoot.com/tour/2969712330,110.0,21.1,11.3,3.77,0.0,0.0,145.0,0.796,5.48,0.543,5.17,0.0,0.0,0.0,0.0,0.0
2017 Tour of Slovenia Stage 1.gpx,https://www.komoot.com/tour/2969713024,128.0,5.88,23.6,4.16,0.36,0.0,156.0,5.95,0.168,0.632,0.412,0.23,0.0,0.0,0.0,0.0
2017 Tour of Slovenia Stage 2.gpx,https://www.komoot.com/tour/2969714129,119.0,4.82,13.9,23.6,0.378,0.215,162.0,8.86,0.0,0.829,5.05,0.0,0.0,0.0,0.0,0.0
2017 Tour of Slovenia Stage 3.gpx,https://www.komoot.com/tour/2969714930,133.0,14.9,12.2,5.42,0.791,0.0,143.0,26.0,0.215,1.53,1.12,0.353,0.303,0.0,0.0,0.0
2017 Tour of Slovenia Stage 4.gpx,https://www.komoot.com/tour/2969715947,86.0,5.22,59.0,11.4,0.709,0.0,152.0,9.28,1.6,0.847,1.56,0.0,0.0,0.0,0.0,0.0
2017 Tour of Thailand Stage 1.gpx,https://www.komoot.com/tour/2969716682,72.1,1.8,121.0,0.0,0.0,0.0,193.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Thailand Stage 3.gpx,https://www.komoot.com/tour/2969718393,2.58,0.104,107.0,0.0,0.607,0.331,0.496,110.0,0.0,0.607,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Thailand Stage 4.gpx,https://www.komoot.com/tour/2969718798,30.8,0.0,89.5,0.0,0.0,0.0,45.7,74.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of Thailand Stage 5.gpx,https://www.komoot.com/tour/2969719262,81.1,0.198,112.0,0.0,0.625,0.0,155.0,37.6,0.0,0.625,0.11,0.213,0.0,0.0,0.0,0.0
2017 Tour of Thailand Stage 6.gpx,https://www.komoot.com/tour/2969719877,17.5,0.494,92.8,18.0,7.06,0.0,48.6,80.0,0.0,7.12,0.0,0.318,0.0,0.0,0.0,0.0
2017 Tour of the Alps Stage 1.gpx,https://www.komoot.com/tour/2969720531,113.0,0.454,26.1,2.69,0.0,0.0,142.0,1.28,0.0,0.0,0.301,0.0,0.693,0.205,0.0,0.0
2017 Tour of the Alps Stage 2.gpx,https://www.komoot.com/tour/2969721249,28.1,0.941,104.0,1.61,5.71,0.0,133.0,1.23,0.0,6.0,0.799,0.566,0.0,0.0,0.0,0.0
2017 Tour of the Alps Stage 3.gpx,https://www.komoot.com/tour/2969721883,89.7,0.719,36.8,0.219,8.1,0.0,126.0,0.773,0.0,8.35,0.297,0.183,0.183,0.276,0.0,0.0
2017 Tour of the Alps Stage 4.gpx,https://www.komoot.com/tour/2969722565,87.9,0.158,73.8,3.07,0.525,0.0,164.0,0.583,0.166,0.627,0.0,0.0,0.0,0.0,0.0,0.0
2017 Tour of the Alps Stage 5.gpx,https://www.komoot.com/tour/2969723550,120.0,0.664,67.8,2.41,4.45,0.0,190.0,1.06,1.5,4.53,1.65,0.744,0.708,0.0,0.0,0.0
2017 Tre Valli Varesine.gpx,https://www.komoot.com/tour/2969724505,110.0,28.2,38.8,15.0,2.51,0.0,187.0,4.73,0.172,2.53,0.0,0.138,0.0,0.0,0.0,0.0
2017 Tro Bro Leon.gpx,https://www.komoot.com/tour/2969725164,162.0,3.94,12.3,5.19,0.994,0.0,146.0,40.6,0.994,1.45,19.0,15.6,2.21,0.992,0.0,0.0
2017 Trofeo Andratx-Mirador des Colomer.gpx,https://www.komoot.com/tour/2969725897,142.0,3.65,4.53,8.33,0.0,0.0,157.0,1.04,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0
2017 Trofeo Laigueglia.gpx,https://www.komoot.com/tour/2969726704,112.0,6.24,64.3,7.75,2.41,0.0,174.0,15.7,0.256,1.87,0.0,0.0,0.0,0.0,0.0,0.0
2017 Trofeo Matteotti.gpx,https://www.komoot.com/tour/2969727698,160.0,0.135,0.0,32.9,0.0,0.0,193.0,0.0,0.368,0.316,0.809,0.0,0.0,0.0,0.0,0.0
2017 Trofeo Palma.gpx,https://www.komoot.com/tour/2969728431,71.4,1.85,79.7,7.94,1.01,0.0,152.0,8.59,0.0,1.14,0.461,0.0,0.0,0.297,0.0,0.0
2017 Trofeo Porreres-Felanitx-Ses Salines-Campos.gpx,https://www.komoot.com/tour/2969728975,123.0,4.1,18.6,15.0,0.0,0.0,151.0,9.69,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Trofeo Serra de Tramuntana.gpx,https://www.komoot.com/tour/2969729559,149.0,0.347,2.31,2.67,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 UCI Road World Championships - ITT.gpx,https://www.komoot.com/tour/2969730310,8.49,2.47,15.1,9.88,0.0,0.0,32.2,2.21,2.57,0.192,1.27,0.0,0.0,0.0,0.0,0.0
2017 UCI Road World Championships - TTT.gpx,https://www.komoot.com/tour/2969731035,9.78,0.0,24.9,5.2,2.42,0.0,37.4,1.83,0.957,2.53,0.436,0.0,0.0,0.0,0.0,0.0
2017 UEC European Championships - ITT.gpx,https://www.komoot.com/tour/2969732736,15.7,0.485,0.532,7.26,0.0,0.0,31.3,0.0,0.0,0.22,0.222,0.222,0.0,0.0,0.0,0.0
2017 UEC European Championships.gpx,https://www.komoot.com/tour/2969733593,48.2,7.05,4.26,33.1,4.79,0.0,140.0,14.2,0.896,4.79,2.06,1.19,0.0,0.0,0.0,0.0
2017 USA Road National Championships - ITT.gpx,https://www.komoot.com/tour/2969734227,5.09,4.14,8.33,7.9,3.72,0.0,21.3,4.97,0.0,5.71,2.85,0.0,0.0,0.0,0.0,0.0
2017 USA Road National Championships.gpx,https://www.komoot.com/tour/2969735044,37.3,46.6,0.0,41.0,54.2,0.0,72.7,53.6,0.0,54.4,0.149,0.0,1.31,0.0,0.0,0.0
2017 VOO-Tour de Wallonie Stage 1.gpx,https://www.komoot.com/tour/2969735695,135.0,5.4,46.4,2.73,0.199,0.0,181.0,7.9,0.941,0.199,0.0,0.0,0.0,0.0,0.0,0.0
2017 VOO-Tour de Wallonie Stage 2.gpx,https://www.komoot.com/tour/2969736393,131.0,2.25,48.5,7.44,0.0,0.0,185.0,3.52,0.0,0.138,0.271,0.0,0.0,0.0,0.0,0.0
2017 VOO-Tour de Wallonie Stage 3.gpx,https://www.komoot.com/tour/2969736968,117.0,4.48,56.1,6.41,0.977,0.0,172.0,11.8,0.367,1.07,0.0,0.0,0.0,0.0,0.0,0.0
2017 VOO-Tour de Wallonie Stage 4.gpx,https://www.komoot.com/tour/2969737747,66.0,2.53,64.7,42.3,1.12,0.217,157.0,19.5,0.599,1.23,0.233,0.0,0.0,0.0,0.0,0.0
2017 VOO-Tour de Wallonie Stage 5.gpx,https://www.komoot.com/tour/2969738293,89.7,7.06,65.3,30.4,0.488,0.0,177.0,14.3,1.48,0.488,0.0,0.0,0.0,0.0,0.0,0.0
2017 Velothon Wales.gpx,https://www.komoot.com/tour/2969739006,92.8,0.515,79.0,1.6,0.904,0.0,169.0,5.55,0.0,0.981,0.377,0.0,0.0,0.0,0.0,0.0
2017 Volta Ciclista a Catalunya Stage 1.gpx,https://www.komoot.com/tour/2969739849,148.0,9.2,23.4,0.252,0.3,0.0,172.0,9.15,0.0,0.466,1.01,0.0,0.0,0.0,0.0,0.0
2017 Volta Ciclista a Catalunya Stage 2.gpx,https://www.komoot.com/tour/2969740447,41.2,0.123,0.0,0.0,0.0,0.0,38.7,2.71,0.0,0.173,0.173,0.0,0.0,0.0,0.0,0.0
2017 Volta Ciclista a Catalunya Stage 3.gpx,https://www.komoot.com/tour/2969741405,121.0,8.61,44.7,0.105,12.8,0.0,175.0,1.47,0.0,12.8,1.48,0.831,0.47,0.287,0.0,0.0
2017 Volta Ciclista a Catalunya Stage 4.gpx,https://www.komoot.com/tour/2969742047,74.5,2.44,115.0,0.236,2.99,0.0,190.0,1.75,0.0,2.74,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta Ciclista a Catalunya Stage 5.gpx,https://www.komoot.com/tour/2969742913,124.0,2.08,54.8,1.02,0.0,0.0,178.0,4.03,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0
2017 Volta Ciclista a Catalunya Stage 6.gpx,https://www.komoot.com/tour/2969743595,133.0,1.23,51.8,0.365,3.31,0.0,185.0,1.58,0.0,3.58,0.894,0.785,0.0,0.0,0.0,0.0
2017 Volta Limburg Classic.gpx,https://www.komoot.com/tour/2969745486,140.0,6.75,0.0,43.0,0.0,0.0,180.0,16.7,2.91,0.0,0.142,0.0,0.0,0.0,0.0,0.0
2017 Volta a Portugal em Bicicleta Santander Totta Prologue.gpx,https://www.komoot.com/tour/2969745998,0.0,0.512,4.8,0.0,0.0,0.0,5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta a Portugal em Bicicleta Santander Totta Stage 1.gpx,https://www.komoot.com/tour/2969746598,18.9,2.81,179.0,0.751,0.934,0.0,199.0,0.633,2.36,1.02,0.6,0.0,0.0,0.0,0.0,0.0
2017 Volta a Portugal em Bicicleta Santander Totta Stage 10.gpx,https://www.komoot.com/tour/2969747113,9.37,0.582,10.3,0.0,0.0,0.0,19.6,0.582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta a Portugal em Bicicleta Santander Totta Stage 2.gpx,https://www.komoot.com/tour/2969747607,42.3,1.02,170.0,0.0,0.642,0.106,212.0,1.88,0.328,0.642,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta a Portugal em Bicicleta Santander Totta Stage 3.gpx,https://www.komoot.com/tour/2969748284,23.9,3.2,134.0,0.0,1.52,0.0,156.0,4.18,0.87,1.52,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta a Portugal em Bicicleta Santander Totta Stage 4.gpx,https://www.komoot.com/tour/2969748845,47.3,0.0,104.0,0.0,0.975,0.0,151.0,0.0,0.382,0.4,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta a Portugal em Bicicleta Santander Totta Stage 5.gpx,https://www.komoot.com/tour/2969749425,38.0,0.0,142.0,0.0,0.236,0.0,177.0,0.0,3.15,0.236,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta a Portugal em Bicicleta Santander Totta Stage 6.gpx,https://www.komoot.com/tour/2969750008,85.2,3.6,91.6,0.0,0.544,0.0,167.0,11.3,2.21,0.544,0.895,0.895,0.0,0.0,0.0,0.0
2017 Volta a Portugal em Bicicleta Santander Totta Stage 7.gpx,https://www.komoot.com/tour/2969750958,30.3,1.36,130.0,0.0,0.186,0.0,155.0,2.4,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta a Portugal em Bicicleta Santander Totta Stage 8.gpx,https://www.komoot.com/tour/2969751601,69.5,2.17,85.5,0.0,1.83,0.117,153.0,3.28,0.731,1.94,0.727,0.727,0.0,0.0,0.0,0.0
2017 Volta a Portugal em Bicicleta Santander Totta Stage 9.gpx,https://www.komoot.com/tour/2969752149,67.6,0.815,113.0,1.32,1.76,0.0,155.0,27.8,0.381,1.76,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta a la Comunitat Valenciana Stage 1.gpx,https://www.komoot.com/tour/2969752654,31.6,2.58,3.68,0.0,0.0,0.0,37.2,0.721,0.163,0.0,0.282,0.0,0.0,0.0,0.0,0.0
2017 Volta a la Comunitat Valenciana Stage 2.gpx,https://www.komoot.com/tour/2969753443,167.0,1.89,10.8,0.418,0.707,0.0,178.0,1.64,0.487,1.16,0.543,0.0,0.0,0.0,0.0,0.0
2017 Volta a la Comunitat Valenciana Stage 3.gpx,https://www.komoot.com/tour/2969754140,99.0,3.77,56.1,0.413,2.34,0.0,155.0,4.3,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta a la Comunitat Valenciana Stage 4.gpx,https://www.komoot.com/tour/2969754765,169.0,0.0,8.19,0.0,0.0,0.0,173.0,2.2,0.0,0.0,2.2,0.0,0.0,4.58,0.0,0.0
2017 Volta a la Comunitat Valenciana Stage 5.gpx,https://www.komoot.com/tour/2969755762,68.6,2.66,30.9,12.7,11.3,0.0,108.0,6.52,3.24,11.2,4.06,1.14,0.0,0.0,0.0,0.0
2017 Volta ao Alentejo Stage 1.gpx,https://www.komoot.com/tour/2969756384,83.2,2.11,74.0,0.0,0.0,0.0,156.0,2.87,0.968,0.0,0.129,0.0,0.0,0.0,0.0,0.0
2017 Volta ao Alentejo Stage 2.gpx,https://www.komoot.com/tour/2969756940,75.8,3.95,126.0,0.0,0.905,0.0,199.0,5.67,1.26,0.905,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta ao Alentejo Stage 3.gpx,https://www.komoot.com/tour/2969757564,84.2,0.976,100.0,0.0,0.156,0.0,184.0,0.626,0.367,0.156,0.0,0.299,0.0,0.0,0.0,0.0
2017 Volta ao Alentejo Stage 4.gpx,https://www.komoot.com/tour/2969758246,28.2,1.41,149.0,0.286,8.29,0.0,158.0,20.7,0.0,7.86,2.19,2.17,0.0,0.0,0.0,0.0
2017 Volta ao Alentejo Stage 5.gpx,https://www.komoot.com/tour/2969758904,8.81,0.973,159.0,0.0,4.86,0.0,165.0,0.989,2.59,3.11,2.02,1.93,0.0,0.0,0.0,0.0
2017 Volta ao Algarve em Bicicleta Stage 1.gpx,https://www.komoot.com/tour/2969759518,40.3,0.157,136.0,0.0,1.08,0.0,163.0,13.3,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta ao Algarve em Bicicleta Stage 2.gpx,https://www.komoot.com/tour/2969760131,95.1,0.848,88.3,1.73,1.42,0.0,183.0,3.27,0.116,1.71,0.234,0.0,0.0,0.0,0.0,0.0
2017 Volta ao Algarve em Bicicleta Stage 3.gpx,https://www.komoot.com/tour/2969760759,9.81,3.08,0.0,4.18,0.0,0.0,16.5,0.0,1.12,0.0,0.0,0.278,0.731,0.0,0.0,0.0
2017 Volta ao Algarve em Bicicleta Stage 4.gpx,https://www.komoot.com/tour/2969761286,121.0,0.628,80.4,0.425,0.217,0.0,190.0,12.5,0.176,0.217,0.0,0.0,0.0,0.0,0.0,0.0
2017 Volta ao Algarve em Bicicleta Stage 5.gpx,https://www.komoot.com/tour/2969761741,127.0,0.0,50.7,1.19,1.47,0.0,178.0,0.258,0.11,1.25,0.155,0.288,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista Internacional a Costa Rica Stage 1.gpx,https://www.komoot.com/tour/2969762250,2.48,2.43,134.0,0.0,8.98,0.0,135.0,2.91,0.0,9.12,0.928,0.72,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista Internacional a Costa Rica Stage 10.gpx,https://www.komoot.com/tour/2969762777,5.31,0.69,125.0,0.0,2.24,0.114,131.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista Internacional a Costa Rica Stage 2.gpx,https://www.komoot.com/tour/2969763277,1.92,1.11,102.0,0.0,0.481,0.0,59.4,46.0,0.0,0.887,0.405,0.0,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista Internacional a Costa Rica Stage 3.gpx,https://www.komoot.com/tour/2969763744,65.1,1.5,116.0,0.0,0.665,0.0,181.0,1.27,0.0,0.665,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista Internacional a Costa Rica Stage 4.gpx,https://www.komoot.com/tour/2969764364,2.82,8.43,170.0,0.0,12.0,0.0,177.0,3.85,0.0,12.6,1.02,0.867,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista Internacional a Costa Rica Stage 5.gpx,https://www.komoot.com/tour/2969764750,17.7,2.1,0.0,0.0,0.189,0.0,16.2,3.55,0.0,0.189,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista Internacional a Costa Rica Stage 6.gpx,https://www.komoot.com/tour/2969765369,1.15,2.69,167.0,0.293,2.26,0.0,133.0,37.3,0.194,2.91,0.343,0.295,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista Internacional a Costa Rica Stage 7.gpx,https://www.komoot.com/tour/2969765805,18.9,0.142,97.6,0.0,0.541,0.0,103.0,4.9,0.0,0.541,0.0,8.89,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista Internacional a Costa Rica Stage 8.gpx,https://www.komoot.com/tour/2969766870,87.0,8.16,0.0,0.0,0.0,0.0,91.4,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista Internacional a Costa Rica Stage 9.gpx,https://www.komoot.com/tour/2969767920,1.18,0.704,123.0,0.0,2.23,0.131,125.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista a La Rioja.gpx,https://www.komoot.com/tour/2969769170,85.0,0.388,63.0,0.0,2.34,0.0,149.0,0.528,0.0,2.34,0.324,0.192,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista a la Comunidad de Madrid Stage 1.gpx,https://www.komoot.com/tour/2969770002,13.3,2.23,128.0,0.324,0.709,0.0,143.0,1.41,0.0,0.709,0.0,0.0,0.0,0.0,0.0,0.0
2017 Vuelta Ciclista a la Comunidad de Madrid Stage 2.gpx,https://www.komoot.com/tour/2969770674,63.8,0.0,84.7,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
