fichier_gpx,route_url,road_km,state_road_km,street_km,asphalt_km,unpaved_km,paved_km,off-grid_(unknown)_km,unknown_km,path_km,cobblestones_km,cycleway_km,singletrack_km,compacted_gravel_km,access_road_km
2023 Ringerike GP.gpx,https://www.komoot.com/tour/2985429760,103.0,56.9,7.43,159.0,0.148,10.1,1.52,2.93,3.1,1.35,1.72,0.0,0.0,0.0
2023 Ronde de l'Oise Stage 1.gpx,https://www.komoot.com/tour/2985431039,140.0,0.0,3.85,145.0,0.0,1.61,0.0,0.131,2.32,0.0,0.556,0.0,0.0,0.0
2023 Ronde de l'Oise Stage 2.gpx,https://www.komoot.com/tour/2985432096,164.0,19.5,1.24,175.0,0.0,9.83,0.0,0.0,0.0,0.177,0.223,0.0,0.0,0.0
2023 Ronde de l'Oise Stage 3.gpx,https://www.komoot.com/tour/2985433293,174.0,5.45,10.8,169.0,0.0,23.0,0.0,0.199,0.202,0.192,1.91,0.0,0.0,0.0
2023 Ronde de l'Oise Stage 4.gpx,https://www.komoot.com/tour/2985434613,156.0,0.0,2.29,160.0,0.0,0.24,0.0,0.0,0.344,0.214,2.14,0.0,0.0,0.0
2023 Ronde van Limburg.gpx,https://www.komoot.com/tour/2985436109,84.2,8.53,8.95,121.0,0.209,68.8,0.807,1.21,1.96,13.3,78.4,0.0,0.0,0.168
2023 Ronde van Overijssel.gpx,https://www.komoot.com/tour/2985437678,145.0,3.02,1.53,169.0,0.512,12.1,1.78,2.19,0.681,18.5,37.7,0.327,0.0,0.0
2023 Ronde van Vlaanderen - Tour des Flandres.gpx,https://www.komoot.com/tour/2985439380,96.8,14.1,30.0,161.0,0.746,87.8,3.92,4.73,0.766,19.8,104.0,0.0,0.0,0.0
2023 Ronde van de Achterhoek.gpx,https://www.komoot.com/tour/2985440960,106.0,9.65,6.23,138.0,5.22,26.2,3.55,4.37,19.5,13.9,42.0,0.0,13.4,0.0
2023 Rund um Koln.gpx,https://www.komoot.com/tour/2985442814,140.0,5.34,8.62,170.0,0.62,27.2,1.81,2.11,0.0,1.14,32.6,0.845,0.0,0.0
2023 Rutland-Melton CiCLE Classic.gpx,https://www.komoot.com/tour/2985443948,153.0,10.7,8.25,100.0,5.99,69.3,0.674,3.64,5.99,0.0,0.0,0.0,0.0,0.0
2023 SD Worx BW Classic.gpx,https://www.komoot.com/tour/2985445358,76.6,31.9,6.88,136.0,0.562,39.5,6.01,6.01,1.02,2.04,61.7,0.166,0.0,0.0
2023 SUPER 8 Classic.gpx,https://www.komoot.com/tour/2985446850,124.0,2.63,17.7,140.0,0.113,58.8,0.0,0.0,0.0,4.03,53.1,0.113,0.0,0.0
2023 Santos Tour Down Under Prologue.gpx,https://www.komoot.com/tour/2985448071,3.15,0.0,0.551,4.74,0.201,0.128,0.169,0.169,0.0,0.213,1.38,0.201,0.0,0.0
2023 Santos Tour Down Under Stage 1.gpx,https://www.komoot.com/tour/2985449399,74.0,15.3,3.28,103.0,0.53,3.36,5.12,5.13,0.544,0.0,13.7,0.0,0.0,0.0
2023 Santos Tour Down Under Stage 2.gpx,https://www.komoot.com/tour/2985450434,43.8,45.3,0.0,77.7,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Santos Tour Down Under Stage 3.gpx,https://www.komoot.com/tour/2985451407,40.7,50.5,0.0,77.7,0.0,15.7,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0
2023 Santos Tour Down Under Stage 4.gpx,https://www.komoot.com/tour/2985452398,105.0,19.6,5.66,128.0,1.65,3.5,0.872,0.872,0.0,0.0,3.11,0.0,0.0,0.0
2023 Santos Tour Down Under Stage 5.gpx,https://www.komoot.com/tour/2985453453,97.4,9.51,4.52,101.0,0.0,12.4,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0
2023 Saudi Tour Stage 1.gpx,https://www.komoot.com/tour/2985454377,131.0,50.6,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Saudi Tour Stage 2.gpx,https://www.komoot.com/tour/2985455389,111.0,71.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Saudi Tour Stage 3.gpx,https://www.komoot.com/tour/2985456422,149.0,10.8,0.0,159.0,0.0,0.654,1.53,1.28,0.0,0.0,0.0,0.0,0.0,0.0
2023 Saudi Tour Stage 4.gpx,https://www.komoot.com/tour/2985457430,38.7,105.0,18.9,144.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Saudi Tour Stage 5.gpx,https://www.komoot.com/tour/2985458689,50.9,82.0,7.69,133.0,0.0,0.0,0.45,0.48,0.0,0.0,0.0,0.0,7.03,0.0
2023 Scheldeprijs.gpx,https://www.komoot.com/tour/2985460411,40.0,7.14,5.74,98.8,1.12,81.1,16.8,17.1,0.751,8.26,79.7,5.74,0.0,0.0
2023 Settimana Internazionale Coppi e Bartali Stage 1.gpx,https://www.komoot.com/tour/2985461912,160.0,0.0,0.13,160.0,0.0,1.56,0.232,0.232,0.0,0.406,1.59,0.0,0.0,0.0
2023 Settimana Internazionale Coppi e Bartali Stage 2.gpx,https://www.komoot.com/tour/2985463317,169.0,0.17,2.74,144.0,0.0,27.8,1.09,1.09,0.0,0.0,0.0,0.0,0.0,0.0
2023 Settimana Internazionale Coppi e Bartali Stage 3.gpx,https://www.komoot.com/tour/2985464623,130.0,5.1,0.754,128.0,9.82,0.613,1.81,1.88,0.0,0.0,2.59,0.0,0.0,0.0
2023 Settimana Internazionale Coppi e Bartali Stage 4.gpx,https://www.komoot.com/tour/2985466227,135.0,0.0,21.5,113.0,0.188,46.8,0.0,0.121,0.313,0.0,2.82,0.0,0.0,0.0
2023 Settimana Internazionale Coppi e Bartali Stage 5.gpx,https://www.komoot.com/tour/2985467208,12.6,3.34,2.25,15.7,0.0,2.44,0.0,0.0,0.24,0.469,0.206,0.0,0.0,0.0
2023 Sibiu Cycling Tour Stage 1.gpx,https://www.komoot.com/tour/2985468247,174.0,22.0,0.44,199.0,0.0,0.189,0.191,0.0,0.0,0.109,2.69,0.0,0.0,0.0
2023 Sibiu Cycling Tour Stage 2.gpx,https://www.komoot.com/tour/2985469270,68.9,85.7,0.0,155.0,0.0,0.295,0.0,0.133,0.428,0.0,0.0,0.0,0.0,0.0
2023 Sibiu Cycling Tour Stage 3.gpx,https://www.komoot.com/tour/2985470337,59.7,138.0,3.17,200.0,0.0,0.817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Sibiu Cycling Tour Stage 4-1.gpx,https://www.komoot.com/tour/2985471282,72.5,19.9,0.189,96.6,0.0,0.0,0.181,0.181,0.114,0.447,4.36,0.0,0.0,0.0
2023 Skoda Tour de Luxembourg Stage 1.gpx,https://www.komoot.com/tour/2985472473,112.0,43.0,0.228,156.0,0.0,0.564,0.0,0.0,0.589,0.0,0.48,0.0,0.0,0.0
2023 Skoda Tour de Luxembourg Stage 2.gpx,https://www.komoot.com/tour/2985473806,141.0,34.7,2.4,184.0,0.0,0.0,0.0,0.0,1.94,0.121,3.24,0.0,0.0,0.0
2023 Skoda Tour de Luxembourg Stage 3.gpx,https://www.komoot.com/tour/2985475034,111.0,56.9,1.18,167.0,0.0,0.166,1.34,0.604,0.0,2.51,0.128,0.0,0.0,0.0
2023 Skoda Tour de Luxembourg Stage 4.gpx,https://www.komoot.com/tour/2985476176,18.1,1.25,0.255,23.9,0.0,0.0,0.0,0.0,2.35,0.0,1.93,0.0,0.0,0.0
2023 Skoda Tour de Luxembourg Stage 5.gpx,https://www.komoot.com/tour/2985477630,117.0,53.3,3.29,176.0,0.0,0.124,1.37,1.39,0.526,0.0,1.59,0.0,0.0,0.0
2023 Skoda Tour de Maurice Stage 1.gpx,https://www.komoot.com/tour/2985478677,79.6,45.4,1.7,124.0,0.0,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Skoda Tour de Maurice Stage 2.gpx,https://www.komoot.com/tour/2985479760,2.66,17.7,0.0,20.3,0.0,0.0,0.355,0.181,0.0,0.0,0.0,0.0,0.0,0.0
2023 Skoda Tour de Maurice Stage 3.gpx,https://www.komoot.com/tour/2985481334,61.8,54.2,0.0,116.0,0.0,0.438,0.0,0.0,0.152,0.0,0.0,0.0,0.0,0.0
2023 Skoda Tour de Maurice Stage 4.gpx,https://www.komoot.com/tour/2985482457,106.0,0.0,0.0,106.0,0.0,0.0,3.42,3.25,0.0,0.0,0.0,0.0,0.0,0.0
2023 Slovakian Road National Championship - ITT.gpx,https://www.komoot.com/tour/2985483232,44.1,0.0,1.07,44.2,0.0,0.0,0.0,0.949,0.0,0.0,0.0,0.0,0.0,0.0
2023 Slovakian Road National Championship.gpx,https://www.komoot.com/tour/2985484134,75.1,20.2,0.32,96.0,0.0,0.0,0.0,0.0,0.876,0.491,0.0,0.0,0.0,0.0
2023 Slovenian Road National Championship - ITT.gpx,https://www.komoot.com/tour/2985485335,15.6,0.0,0.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Slovenian Road National Championship.gpx,https://www.komoot.com/tour/2985486398,119.0,0.0,20.7,121.0,0.0,33.8,1.36,2.01,0.0,0.0,14.9,0.0,0.0,0.0
2023 Spanish Road National Championship - ITT.gpx,https://www.komoot.com/tour/2985487284,16.3,15.4,0.0,31.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Spanish Road National Championship.gpx,https://www.komoot.com/tour/2985488428,81.1,33.9,0.0,113.0,0.0,1.73,0.0,2.14,2.65,0.925,0.0,0.0,0.0,0.0
2023 Sparkassen Muensterland Giro.gpx,https://www.komoot.com/tour/2985490009,133.0,0.0,21.6,156.0,0.965,22.4,0.747,0.963,0.853,12.6,27.8,1.02,1.56,0.0
2023 Ster van Zwolle.gpx,https://www.komoot.com/tour/2985491410,111.0,2.01,2.14,137.0,1.32,23.0,3.62,4.39,1.38,15.1,43.6,1.23,0.376,0.0
2023 Strade Bianche.gpx,https://www.komoot.com/tour/2985492958,110.0,26.7,45.7,120.0,12.1,2.9,0.537,0.585,0.408,0.841,0.0,0.0,47.6,0.0
2023 Sundvolden GP.gpx,https://www.komoot.com/tour/2985496139,68.4,90.9,4.85,163.0,0.0,3.64,2.66,3.08,0.0,0.0,2.62,0.0,0.0,0.0
2023 Syedra Ancient City.gpx,https://www.komoot.com/tour/2985497879,65.8,82.9,0.771,147.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0
2023 The Princess Maha Chakri Sirindhorns Cup Tour of Thailand Stage 1.gpx,https://www.komoot.com/tour/2985498907,92.7,25.1,1.21,69.8,0.903,48.2,0.0,1.0,0.743,0.0,0.0,0.0,0.0,0.0
2023 The Princess Maha Chakri Sirindhorns Cup Tour of Thailand Stage 2.gpx,https://www.komoot.com/tour/2985499970,82.3,93.6,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0
2023 The Princess Maha Chakri Sirindhorns Cup Tour of Thailand Stage 3.gpx,https://www.komoot.com/tour/2985501043,152.0,35.3,3.94,166.0,0.0,24.5,4.83,5.61,0.0,0.0,0.0,0.0,0.0,0.0
2023 The Princess Maha Chakri Sirindhorns Cup Tour of Thailand Stage 4.gpx,https://www.komoot.com/tour/2985502496,108.0,95.1,0.0,197.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 The Princess Maha Chakri Sirindhorns Cup Tour of Thailand Stage 5.gpx,https://www.komoot.com/tour/2985503682,96.1,73.0,0.0,169.0,0.147,0.0,0.0,0.0,0.147,0.0,0.0,0.0,0.0,0.0
2023 The Princess Maha Chakri Sirindhorns Cup Tour of Thailand Stage 6.gpx,https://www.komoot.com/tour/2985504966,137.0,17.3,1.21,156.0,0.0,11.0,0.0,0.478,0.0,0.0,11.9,0.0,0.0,0.0
2023 Tirreno-Adriatico Stage 1.gpx,https://www.komoot.com/tour/2985506030,10.2,0.0,0.729,11.2,0.0,0.0,0.0,0.146,0.146,0.0,0.376,0.0,0.0,0.0
2023 Tirreno-Adriatico Stage 2.gpx,https://www.komoot.com/tour/2985507550,142.0,65.7,0.18,206.0,0.0,3.32,0.607,0.688,0.0,0.0,1.5,0.0,0.0,0.0
2023 Tirreno-Adriatico Stage 3.gpx,https://www.komoot.com/tour/2985509093,145.0,69.6,1.72,216.0,0.0,0.859,0.538,0.708,0.436,0.0,0.357,0.0,0.0,0.0
2023 Tirreno-Adriatico Stage 4.gpx,https://www.komoot.com/tour/2985510654,102.0,111.0,0.798,214.0,0.0,0.0,3.82,3.93,0.18,0.207,0.121,0.0,0.0,0.0
2023 Tirreno-Adriatico Stage 5.gpx,https://www.komoot.com/tour/2985511713,105.0,60.0,0.579,163.0,0.0,1.63,0.594,0.594,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tirreno-Adriatico Stage 6.gpx,https://www.komoot.com/tour/2985513125,145.0,29.3,16.8,178.0,0.0,10.4,2.03,2.25,0.0,3.04,0.575,0.0,0.0,0.0
2023 Tirreno-Adriatico Stage 7.gpx,https://www.komoot.com/tour/2985515008,118.0,30.4,0.836,149.0,0.0,1.28,3.86,4.07,0.718,0.0,1.07,0.0,0.0,0.0
2023 Tour Alsace Prologue.gpx,https://www.komoot.com/tour/2985516222,0.0,0.0,3.78,1.62,0.0,2.49,0.0,0.121,0.0,0.0,0.502,0.0,0.0,0.0
2023 Tour Alsace Stage 1.gpx,https://www.komoot.com/tour/2985518049,125.0,5.01,2.37,165.0,0.0,2.45,0.0,0.141,0.0,0.0,36.0,0.0,0.0,0.0
2023 Tour Alsace Stage 2.gpx,https://www.komoot.com/tour/2985519601,129.0,0.294,2.71,126.0,0.0,6.95,0.348,0.348,0.0,0.147,1.28,0.0,0.0,0.0
2023 Tour Alsace Stage 3.gpx,https://www.komoot.com/tour/2985520764,171.0,20.4,4.64,185.0,0.0,12.2,0.0,0.0,0.233,0.0,0.287,0.0,0.0,0.0
2023 Tour Alsace Stage 4.gpx,https://www.komoot.com/tour/2985522266,132.0,0.0,2.1,117.0,0.0,13.9,0.0,0.14,0.0,0.0,3.65,0.0,7.03,0.0
2023 Tour Cycliste International de la Guadeloupe Prologue.gpx,https://www.komoot.com/tour/2985523359,3.16,2.93,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour Cycliste International de la Guadeloupe Stage 1.gpx,https://www.komoot.com/tour/2985524674,55.0,81.7,2.65,139.0,2.48,1.04,24.0,25.5,0.988,0.0,2.03,1.92,0.0,0.153
2023 Tour Cycliste International de la Guadeloupe Stage 2.gpx,https://www.komoot.com/tour/2985525694,82.0,72.6,3.21,161.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,0.0,0.0,0.0
2023 Tour Cycliste International de la Guadeloupe Stage 3.gpx,https://www.komoot.com/tour/2985526863,26.7,106.0,2.81,141.0,4.86,5.51,8.97,8.18,4.8,0.0,11.5,0.231,0.0,0.0
2023 Tour Cycliste International de la Guadeloupe Stage 4.gpx,https://www.komoot.com/tour/2985529552,94.5,63.6,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,0.0,0.0,0.0
2023 Tour Cycliste International de la Guadeloupe Stage 5.gpx,https://www.komoot.com/tour/2985530754,110.0,40.7,0.899,151.0,1.18,0.323,8.18,9.08,0.78,0.0,0.0,0.449,0.0,0.135
2023 Tour Cycliste International de la Guadeloupe Stage 6.gpx,https://www.komoot.com/tour/2985532128,10.5,127.0,1.69,136.0,0.733,2.92,5.47,6.63,1.15,0.0,0.63,0.0,0.0,0.135
2023 Tour Cycliste International de la Guadeloupe Stage 7.gpx,https://www.komoot.com/tour/2985533303,79.1,57.8,11.7,131.0,2.57,16.3,14.3,15.7,2.42,0.0,0.0,0.0,0.0,0.0
2023 Tour Cycliste International de la Guadeloupe Stage 8.gpx,https://www.komoot.com/tour/2985534582,9.17,3.14,0.0,11.9,0.0,0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour Cycliste International de la Guadeloupe Stage 9.gpx,https://www.komoot.com/tour/2985537294,63.9,79.6,1.07,144.0,0.727,0.427,8.98,8.09,0.197,0.0,0.232,0.727,0.0,0.0
2023 Tour Poitou - Charentes en Nouvelle Aquitaine Stage 1.gpx,https://www.komoot.com/tour/2985538656,193.0,0.781,1.2,191.0,0.0,5.43,0.0,0.0,0.0,0.134,1.75,0.0,0.0,0.0
2023 Tour Poitou - Charentes en Nouvelle Aquitaine Stage 2.gpx,https://www.komoot.com/tour/2985539967,163.0,20.7,2.38,180.0,0.0,6.65,0.0,0.0,0.0,0.0,0.531,0.0,0.0,0.0
2023 Tour d'Algerie International de Cyclisme Prologue.gpx,https://www.komoot.com/tour/2985540908,0.0,4.17,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour d'Algerie International de Cyclisme Stage 1.gpx,https://www.komoot.com/tour/2985542507,62.5,57.2,0.421,120.0,0.0,0.316,0.3,0.476,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour d'Algerie International de Cyclisme Stage 2.gpx,https://www.komoot.com/tour/2985543939,0.184,176.0,0.0,176.0,0.0,0.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour d'Algerie International de Cyclisme Stage 3.gpx,https://www.komoot.com/tour/2985544873,0.36,112.0,0.158,112.0,0.0,0.158,1.3,0.692,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour d'Algerie International de Cyclisme Stage 4.gpx,https://www.komoot.com/tour/2985545825,2.28,140.0,0.0,141.0,0.0,1.21,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour d'Algerie International de Cyclisme Stage 5.gpx,https://www.komoot.com/tour/2985546873,1.78,127.0,0.149,129.0,0.0,0.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour d'Algerie International de Cyclisme Stage 6.gpx,https://www.komoot.com/tour/2985547826,0.0,81.9,0.0,81.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour d'Algerie International de Cyclisme Stage 7.gpx,https://www.komoot.com/tour/2985549081,0.269,146.0,0.0,146.0,0.0,0.327,0.926,0.926,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour d'Algerie International de Cyclisme Stage 8.gpx,https://www.komoot.com/tour/2985550242,0.669,88.6,0.0,89.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour d'Algerie International de Cyclisme Stage 9.gpx,https://www.komoot.com/tour/2985551231,0.127,120.0,0.206,120.0,0.0,0.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour d'Eure-et-Loir Stage 1.gpx,https://www.komoot.com/tour/2985552215,157.0,0.845,2.54,159.0,0.0,2.3,1.31,1.31,0.0,0.0,0.2,0.0,0.0,0.0
2023 Tour d'Eure-et-Loir Stage 2.gpx,https://www.komoot.com/tour/2985553608,181.0,9.6,0.0,186.0,0.0,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour d'Eure-et-Loir Stage 3.gpx,https://www.komoot.com/tour/2985555084,159.0,12.0,1.63,168.0,0.0,5.51,0.0,0.0,0.0,0.0,0.429,0.0,0.0,0.0
2023 Tour de Beauce Stage 1.gpx,https://www.komoot.com/tour/2985556275,64.2,34.3,0.0,142.0,0.0,1.06,0.0,0.0,0.0,0.0,44.1,0.0,0.0,0.0
2023 Tour de Beauce Stage 2.gpx,https://www.komoot.com/tour/2985557236,169.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour de Beauce Stage 3.gpx,https://www.komoot.com/tour/2985558053,158.0,2.48,6.16,154.0,0.661,14.6,0.318,0.363,0.0,0.0,1.76,0.0,0.0,0.0
2023 Tour de Beauce Stage 4.gpx,https://www.komoot.com/tour/2985560022,22.8,35.7,11.5,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour de Beauce Stage 5.gpx,https://www.komoot.com/tour/2985560877,3.84,0.296,91.4,65.1,0.0,58.2,0.0,0.0,0.0,0.0,27.7,0.0,0.0,0.0
2023 Tour de Catamarca Internacional Stage 1.gpx,https://www.komoot.com/tour/2985561975,132.0,6.31,0.0,59.1,0.0,126.0,0.0,0.0,0.0,0.0,46.7,0.0,0.0,0.0
2023 Tour de Catamarca Internacional Stage 2.gpx,https://www.komoot.com/tour/2985563338,6.74,112.0,0.511,1.02,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour de Catamarca Internacional Stage 3.gpx,https://www.komoot.com/tour/2985564348,30.5,69.8,0.0,41.0,0.0,59.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour de Catamarca Internacional Stage 4.gpx,https://www.komoot.com/tour/2985565575,90.4,2.5,0.0,84.2,0.0,37.5,0.0,0.0,0.0,0.0,28.8,0.0,0.0,0.0
2023 Tour de France Stage 1.gpx,https://www.komoot.com/tour/2985567158,154.0,15.6,6.05,173.0,0.0,8.92,0.177,0.837,2.02,0.396,4.9,0.0,0.0,0.0
2023 Tour de France Stage 10.gpx,https://www.komoot.com/tour/2985568283,141.0,23.6,0.781,167.0,0.0,0.252,0.383,0.3,0.0,0.0,1.37,0.0,0.0,0.0
2023 Tour de France Stage 11.gpx,https://www.komoot.com/tour/2985569393,116.0,56.6,0.598,177.0,0.0,2.0,0.492,0.229,0.0,0.0,6.21,0.0,0.0,0.0
2023 Tour de France Stage 12.gpx,https://www.komoot.com/tour/2985570320,164.0,2.98,0.498,168.0,0.0,1.72,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0
2023 Tour de France Stage 13.gpx,https://www.komoot.com/tour/2985571558,99.9,35.3,0.0,137.0,0.0,0.909,0.0,0.0,0.184,0.0,2.69,0.0,0.0,0.0
2023 Tour de France Stage 14.gpx,https://www.komoot.com/tour/2985573143,129.0,20.2,0.663,151.0,0.0,1.65,0.0,0.0,0.0,0.0,2.06,0.0,0.0,0.0
2023 Tour de France Stage 15.gpx,https://www.komoot.com/tour/2985574466,112.0,47.1,0.776,173.0,0.731,0.337,5.66,5.72,0.387,0.0,13.2,0.384,0.0,0.159
2023 Tour de France Stage 16.gpx,https://www.komoot.com/tour/2985575449,16.3,4.75,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0
2023 Tour de France Stage 17.gpx,https://www.komoot.com/tour/2985576754,123.0,34.6,3.02,165.0,0.0,0.96,0.655,0.746,0.0,0.0,5.12,0.0,0.0,0.0
2023 Tour de France Stage 18.gpx,https://www.komoot.com/tour/2985578178,53.6,105.0,0.533,182.0,0.0,2.55,0.452,0.527,0.385,0.122,25.3,0.0,0.0,0.0
2023 Tour de France Stage 19.gpx,https://www.komoot.com/tour/2985579747,143.0,28.2,0.982,173.0,0.0,0.599,0.0,0.182,0.652,0.0,0.895,0.0,0.0,0.16
2023 Tour de France Stage 2.gpx,https://www.komoot.com/tour/2985581764,186.0,9.3,12.0,204.0,0.0,5.11,0.54,0.563,0.909,0.101,0.638,0.0,0.0,0.0
2023 Tour de France Stage 20.gpx,https://www.komoot.com/tour/2985583232,98.9,29.5,4.44,125.0,0.571,7.07,0.0,0.191,0.571,0.0,0.0,0.0,0.146,0.0
2023 Tour de France Stage 21.gpx,https://www.komoot.com/tour/2985585859,32.0,30.3,1.2,74.0,0.0,3.09,1.12,1.16,0.812,37.9,48.2,2.03,0.0,0.509
2023 Tour de France Stage 3.gpx,https://www.komoot.com/tour/2985587838,58.4,115.0,14.8,187.0,4.24,2.28,0.0,0.39,0.118,0.871,7.08,0.0,0.0,0.0
2023 Tour de France Stage 4.gpx,https://www.komoot.com/tour/2985589183,129.0,48.6,0.657,178.0,0.0,1.22,2.27,2.94,0.374,0.0,0.755,0.0,0.0,0.0
2023 Tour de France Stage 5.gpx,https://www.komoot.com/tour/2985590460,155.0,6.88,0.362,163.0,0.0,0.111,0.175,0.175,0.277,0.0,0.729,0.0,0.277,0.0
2023 Tour de France Stage 6.gpx,https://www.komoot.com/tour/2985591515,98.4,46.2,0.41,145.0,0.0,0.0,0.199,0.208,0.117,0.0,0.0,0.0,0.0,0.0
2023 Tour de France Stage 7.gpx,https://www.komoot.com/tour/2985592902,135.0,30.4,0.271,166.0,0.0,3.8,0.646,0.72,0.335,0.0,3.31,0.0,0.0,0.0
2023 Tour de France Stage 8.gpx,https://www.komoot.com/tour/2985594066,167.0,31.6,0.5,199.0,0.0,1.09,0.0,0.1,0.0,0.0,1.04,0.0,0.0,0.0
2023 Tour de France Stage 9.gpx,https://www.komoot.com/tour/2985595168,118.0,56.5,2.69,179.0,0.0,0.156,3.53,3.53,0.0,0.0,1.67,0.0,0.0,0.0
2023 Tour de Hongrie Stage 1.gpx,https://www.komoot.com/tour/2985596542,95.7,59.1,1.51,164.0,0.0,1.58,2.01,2.2,1.34,0.216,8.21,0.0,0.0,0.269
2023 Tour de Hongrie Stage 2.gpx,https://www.komoot.com/tour/2985597874,115.0,56.8,1.05,174.0,0.0,0.111,0.0,0.372,0.48,1.05,1.44,0.0,0.0,0.176
2023 Tour de Hongrie Stage 3.gpx,https://www.komoot.com/tour/2985599540,77.9,91.0,6.22,177.0,0.0,0.438,0.0,0.0,1.29,1.29,2.61,0.0,0.0,0.0
2023 Tour de Hongrie Stage 4.gpx,https://www.komoot.com/tour/2985600931,144.0,57.8,0.0,205.0,0.0,0.284,0.0,0.0,0.0,0.0,3.72,0.0,0.0,0.0
2023 Tour de Kumano Stage 1.gpx,https://www.komoot.com/tour/2985602289,14.4,49.0,0.92,15.5,0.0,48.8,0.185,0.185,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour de Kumano Stage 2.gpx,https://www.komoot.com/tour/2985603588,102.0,0.837,3.09,68.7,0.0,33.9,0.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour de Kyushu Stage 1.gpx,https://www.komoot.com/tour/2985604905,46.1,95.9,0.0,141.0,0.0,0.732,2.13,2.13,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour de Kyushu Stage 2.gpx,https://www.komoot.com/tour/2985605993,45.7,60.1,2.05,90.2,0.0,15.6,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour de Kyushu Stage 3.gpx,https://www.komoot.com/tour/2985607251,66.4,48.1,1.45,107.0,0.0,7.05,14.2,15.7,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour de Okinawa.gpx,https://www.komoot.com/tour/2985608901,39.8,151.0,0.718,183.0,0.0,18.4,0.205,0.0,0.0,0.0,9.31,0.0,0.0,0.0
2023 Tour de Pologne Stage 1.gpx,https://www.komoot.com/tour/2985610348,167.0,0.0,2.57,172.0,0.0,1.66,4.59,5.5,0.712,1.58,5.59,0.0,0.0,0.0
2023 Tour de Pologne Stage 2.gpx,https://www.komoot.com/tour/2985611979,189.0,6.51,5.49,199.0,0.0,2.45,0.215,0.353,1.48,0.84,0.0,0.0,0.0,0.0
2023 Tour de Pologne Stage 3.gpx,https://www.komoot.com/tour/2985613274,147.0,12.7,1.78,145.0,0.0,14.3,0.288,0.288,0.487,2.38,0.234,0.0,0.0,0.0
2023 Tour de Pologne Stage 4.gpx,https://www.komoot.com/tour/2985614784,189.0,2.39,2.17,187.0,0.0,3.37,4.8,5.04,0.384,4.56,0.949,0.0,0.0,0.0
