fichier_gpx,route_url,road_km,state_road_km,off-grid_(unknown)_km,street_km,asphalt_km,unknown_km,cycleway_km,access_road_km,paved_km,cobblestones_km,path_km,unpaved_km,singletrack_km,compacted_gravel_km,ferry_km,alpine_km,alpine_path_km
2019 Slovenian Road National Championships.gpx,https://www.komoot.com/tour/2972164542,109.0,0.0,0.0,15.9,120.0,0.577,21.3,0.0,29.6,0.0,0.0,0.115,0.115,0.0,0.0,0.0,0.0
2019 South African Road National Championship - ITT.gpx,https://www.komoot.com/tour/2972165208,26.4,0.0,0.0,0.0,13.6,0.0,0.0,0.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 South African Road National Championship.gpx,https://www.komoot.com/tour/2972165990,73.8,32.0,0.0,31.7,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Southeast Asian Games - ITT.gpx,https://www.komoot.com/tour/2972166495,0.0,24.1,0.0,0.0,34.5,0.0,11.2,0.0,0.802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Southeast Asian Games - TTT.gpx,https://www.komoot.com/tour/2972167088,38.0,25.2,0.0,0.0,42.5,0.0,11.2,0.0,31.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Southeast Asian Games.gpx,https://www.komoot.com/tour/2972167753,0.0,91.9,0.0,0.0,102.0,0.0,22.3,0.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Spanish Road National Championships - ITT.gpx,https://www.komoot.com/tour/2972168343,13.8,25.6,0.0,0.873,32.2,0.0,0.0,0.0,8.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Spanish Road National Championships.gpx,https://www.komoot.com/tour/2972168937,45.8,61.8,0.651,1.76,102.0,0.651,0.0,0.0,7.0,0.0,0.102,0.0,0.0,0.0,0.0,0.0,0.0
2019 Sparkassen Muensterland Giro.gpx,https://www.komoot.com/tour/2972169923,142.0,1.59,1.37,12.4,143.0,1.68,29.0,0.0,37.0,11.3,0.694,0.205,0.146,0.0,0.0,0.0,0.0
2019 Strade Bianche.gpx,https://www.komoot.com/tour/2972170880,112.0,26.8,0.567,45.0,121.0,0.567,0.0,0.0,2.89,0.607,0.142,12.1,0.0,47.2,0.0,0.0,0.0
2019 Sundvolden GP.gpx,https://www.komoot.com/tour/2972171758,68.0,88.6,2.71,4.57,159.0,3.14,2.15,0.0,3.65,0.0,0.127,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tacx Pro Classic.gpx,https://www.komoot.com/tour/2972172456,108.0,0.267,4.97,5.89,147.0,5.97,31.8,0.0,42.7,7.08,0.369,0.411,0.643,0.0,0.0,0.0,0.0
2019 The 7 International Race Korona Kocich Gor.gpx,https://www.komoot.com/tour/2972173211,132.0,0.0,0.0,0.332,124.0,0.0,0.0,0.0,0.0,7.97,25.1,0.559,0.227,25.1,0.0,0.0,0.0
2019 The Larry Miller Tour of Utah Prologue.gpx,https://www.komoot.com/tour/2972173925,4.46,0.0,0.0,0.85,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 The Larry Miller Tour of Utah Stage 1.gpx,https://www.komoot.com/tour/2972175061,122.0,2.89,0.0,10.3,133.0,0.287,4.52,0.216,6.77,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0
2019 The Larry Miller Tour of Utah Stage 2.gpx,https://www.komoot.com/tour/2972176008,51.1,82.4,0.0,1.1,135.0,0.0,1.26,0.0,0.366,0.0,0.0,0.287,0.0,0.0,0.0,0.0,0.0
2019 The Larry Miller Tour of Utah Stage 3.gpx,https://www.komoot.com/tour/2972177407,87.9,2.49,0.0,0.908,138.0,0.0,47.1,0.0,0.701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 The Larry Miller Tour of Utah Stage 4.gpx,https://www.komoot.com/tour/2972178316,7.86,1.94,0.0,0.0,63.5,0.0,76.8,0.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 The Larry Miller Tour of Utah Stage 5.gpx,https://www.komoot.com/tour/2972178943,91.4,19.6,0.215,1.28,125.0,0.264,15.5,0.0,2.22,0.0,0.0,0.169,0.0,0.0,0.0,0.0,0.0
2019 The Larry Miller Tour of Utah Stage 6.gpx,https://www.komoot.com/tour/2972179638,76.7,7.59,31.0,5.37,93.2,31.0,5.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tirreno-Adriatico Stage 1.gpx,https://www.komoot.com/tour/2972180146,19.7,0.0,0.0,1.03,21.3,0.146,0.532,0.0,0.0,0.0,0.153,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tirreno-Adriatico Stage 2.gpx,https://www.komoot.com/tour/2972180827,114.0,78.1,1.16,1.32,187.0,1.3,0.0,0.0,5.79,0.0,0.535,1.37,0.0,0.0,0.0,0.0,0.0
2019 Tirreno-Adriatico Stage 3.gpx,https://www.komoot.com/tour/2972181768,148.0,75.0,1.42,1.59,224.0,1.36,0.204,0.13,0.871,0.0,0.503,0.0,0.0,0.742,0.0,0.0,0.0
2019 Tirreno-Adriatico Stage 4.gpx,https://www.komoot.com/tour/2972182703,163.0,41.1,14.4,1.68,196.0,13.9,0.0,0.0,8.97,0.217,0.246,0.63,0.435,0.0,0.0,0.0,0.0
2019 Tirreno-Adriatico Stage 5.gpx,https://www.komoot.com/tour/2972183532,123.0,39.2,14.2,4.77,163.0,14.4,0.0,0.0,1.04,2.66,0.418,0.154,0.0,0.0,0.0,0.0,0.0
2019 Tirreno-Adriatico Stage 6.gpx,https://www.komoot.com/tour/2972184319,153.0,39.9,2.53,1.16,188.0,2.53,0.0,0.0,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tirreno-Adriatico Stage 7.gpx,https://www.komoot.com/tour/2972184908,2.95,0.0,1.76,0.24,3.34,2.1,4.47,0.0,4.85,0.0,0.842,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tokyo 2020 Test Event.gpx,https://www.komoot.com/tour/2972185762,68.1,84.2,16.6,8.76,78.4,24.5,0.0,0.0,75.1,0.0,0.416,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour Cycliste International La Provence Prologue.gpx,https://www.komoot.com/tour/2972186466,7.83,0.0,0.0,1.01,8.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour Cycliste International La Provence Stage 1.gpx,https://www.komoot.com/tour/2972187358,169.0,19.3,0.0,2.69,189.0,0.274,0.763,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour Cycliste International La Provence Stage 2.gpx,https://www.komoot.com/tour/2972188293,68.1,56.7,32.1,22.6,122.0,55.3,0.214,1.2,4.68,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour Cycliste International La Provence Stage 3.gpx,https://www.komoot.com/tour/2972189018,155.0,2.86,0.0,1.25,162.0,0.0,2.91,0.0,0.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour Cycliste International de la Guadeloupe Prologue.gpx,https://www.komoot.com/tour/2972189538,0.0,1.24,0.0,0.0,1.24,0.0,0.0,0.0,0.259,0.0,0.264,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour Cycliste International de la Guadeloupe Stage 1.gpx,https://www.komoot.com/tour/2972190298,63.5,80.3,13.6,4.08,145.0,14.4,1.68,0.0,4.26,0.0,1.13,1.16,0.605,0.0,0.0,0.0,0.0
2019 Tour Cycliste International de la Guadeloupe Stage 2.gpx,https://www.komoot.com/tour/2972191099,30.8,80.0,25.9,5.63,122.0,27.6,13.9,0.0,7.62,0.0,4.08,4.22,1.14,0.0,0.0,0.0,0.0
2019 Tour Cycliste International de la Guadeloupe Stage 3.gpx,https://www.komoot.com/tour/2972191957,39.9,78.2,11.4,4.57,130.0,12.3,16.0,0.0,7.77,0.0,4.92,4.54,0.135,0.0,0.0,0.0,0.0
2019 Tour Cycliste International de la Guadeloupe Stage 4.gpx,https://www.komoot.com/tour/2972192710,44.3,89.3,19.6,1.36,134.0,20.9,0.941,0.135,1.19,0.0,1.17,1.59,0.855,0.0,0.0,0.0,0.0
2019 Tour Cycliste International de la Guadeloupe Stage 5.gpx,https://www.komoot.com/tour/2972193411,63.4,71.0,12.7,1.3,135.0,13.5,0.0,0.135,0.414,0.0,0.783,1.37,0.641,0.0,0.0,0.0,0.0
2019 Tour Cycliste International de la Guadeloupe Stage 6.gpx,https://www.komoot.com/tour/2972194091,41.4,71.2,10.9,1.14,112.0,11.6,0.866,0.0,2.31,0.0,0.729,0.731,0.734,0.0,0.0,0.0,0.0
2019 Tour Cycliste International de la Guadeloupe Stage 7.gpx,https://www.komoot.com/tour/2972194707,59.4,68.1,13.8,3.42,135.0,14.7,8.26,0.0,3.8,0.0,2.1,2.24,0.681,0.0,0.0,0.0,0.0
2019 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 1.gpx,https://www.komoot.com/tour/2972195315,184.0,3.54,0.0,1.86,188.0,0.0,3.7,0.0,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 2.gpx,https://www.komoot.com/tour/2972198113,166.0,1.4,0.0,0.269,163.0,0.0,1.08,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 3-1.gpx,https://www.komoot.com/tour/2972198777,110.0,0.181,0.0,1.21,110.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 4.gpx,https://www.komoot.com/tour/2972199416,155.0,0.103,1.1,9.36,157.0,1.1,2.47,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour d'Eure-et-Loir Stage 1.gpx,https://www.komoot.com/tour/2972200029,98.9,21.2,0.929,0.924,122.0,0.961,1.08,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour d'Eure-et-Loir Stage 2.gpx,https://www.komoot.com/tour/2972200636,158.0,24.7,0.0,1.48,183.0,0.0,0.282,0.0,0.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour d'Eure-et-Loir Stage 3.gpx,https://www.komoot.com/tour/2972201183,165.0,20.4,0.0,0.105,185.0,0.0,1.57,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour d'Indonesia Stage 1.gpx,https://www.komoot.com/tour/2972202312,1.77,173.0,2.62,1.56,174.0,3.15,1.42,0.0,3.31,0.0,0.589,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour d'Indonesia Stage 2.gpx,https://www.komoot.com/tour/2972203039,20.5,137.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour d'Indonesia Stage 3.gpx,https://www.komoot.com/tour/2972203736,2.53,193.0,0.0,0.133,196.0,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour d'Indonesia Stage 4.gpx,https://www.komoot.com/tour/2972204461,22.3,129.0,0.0,0.0,150.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour d'Indonesia Stage 5.gpx,https://www.komoot.com/tour/2972204969,47.4,95.6,0.223,0.0,141.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Beauce Stage 1.gpx,https://www.komoot.com/tour/2972205592,176.0,0.0,0.0,0.799,170.0,0.0,0.0,0.0,5.51,0.0,0.0,0.819,0.0,0.0,0.0,0.0,0.0
2019 Tour de Beauce Stage 2.gpx,https://www.komoot.com/tour/2972206287,159.0,2.48,0.0,5.44,154.0,0.0,1.76,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Beauce Stage 4.gpx,https://www.komoot.com/tour/2972207478,22.8,35.6,0.0,11.5,69.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Beauce Stage 5.gpx,https://www.komoot.com/tour/2972208188,3.84,0.296,0.0,98.4,65.3,0.372,21.0,0.372,58.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Belle Isle en Terre - Kreiz Breizh Elites Dames Stage 1.gpx,https://www.komoot.com/tour/2972208676,113.0,0.0,0.0,0.453,81.2,0.0,0.0,0.0,32.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de France Stage 1.gpx,https://www.komoot.com/tour/2972210067,101.0,11.1,0.0,7.51,122.0,0.514,68.7,0.319,63.3,7.8,3.91,0.0,0.164,2.07,0.0,0.0,0.0
2019 Tour de France Stage 10.gpx,https://www.komoot.com/tour/2972210911,132.0,77.2,0.703,4.41,213.0,0.587,2.97,0.0,3.2,0.417,0.757,0.0,0.0,0.317,0.0,0.0,0.0
2019 Tour de France Stage 11.gpx,https://www.komoot.com/tour/2972211818,130.0,28.9,0.0,0.493,164.0,0.184,4.95,0.0,0.21,0.0,0.297,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de France Stage 12.gpx,https://www.komoot.com/tour/2972212602,185.0,8.79,0.293,0.515,186.0,0.0,14.8,0.0,22.7,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de France Stage 13.gpx,https://www.komoot.com/tour/2972213250,18.6,4.22,0.185,1.96,26.4,0.33,1.74,0.0,0.352,0.124,0.513,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de France Stage 14.gpx,https://www.komoot.com/tour/2972213921,98.2,12.0,0.618,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de France Stage 15.gpx,https://www.komoot.com/tour/2972214640,138.0,41.5,0.0,0.0,185.0,0.0,5.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de France Stage 16.gpx,https://www.komoot.com/tour/2972215389,108.0,63.5,0.241,2.25,173.0,0.241,2.25,0.152,3.35,0.158,0.0,0.0,0.296,0.0,0.0,0.0,0.0
2019 Tour de France Stage 17.gpx,https://www.komoot.com/tour/2972216316,149.0,36.0,0.0,0.703,195.0,0.157,12.0,0.0,2.62,0.0,1.6,1.44,0.0,0.0,0.0,0.0,0.0
2019 Tour de France Stage 18.gpx,https://www.komoot.com/tour/2972217402,93.0,84.8,0.59,2.29,207.0,0.431,26.8,0.0,0.547,0.0,0.479,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de France Stage 19.gpx,https://www.komoot.com/tour/2972218077,57.0,17.3,0.0,1.16,88.1,0.173,13.2,0.0,0.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de France Stage 2.gpx,https://www.komoot.com/tour/2972218823,0.889,3.05,0.0,1.27,24.5,0.0,16.4,0.0,1.62,1.13,2.12,0.0,0.0,0.541,0.0,0.0,0.0
2019 Tour de France Stage 20.gpx,https://www.komoot.com/tour/2972219514,39.7,2.5,13.3,1.46,44.3,13.6,0.0,0.0,0.426,0.0,2.69,1.49,0.0,0.0,0.0,0.0,0.0
2019 Tour de France Stage 21.gpx,https://www.komoot.com/tour/2972221158,51.0,36.7,0.887,2.41,82.7,0.926,34.6,0.509,4.67,41.2,2.87,0.0,0.589,0.0,0.0,0.0,0.0
2019 Tour de France Stage 3.gpx,https://www.komoot.com/tour/2972221977,143.0,55.4,1.06,7.21,199.0,1.14,7.88,0.0,13.6,1.05,0.291,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de France Stage 4.gpx,https://www.komoot.com/tour/2972222793,170.0,31.8,1.77,2.31,207.0,1.79,6.87,0.0,3.89,0.0,0.214,0.163,0.0,0.0,0.0,0.0,0.0
2019 Tour de France Stage 5.gpx,https://www.komoot.com/tour/2972224032,128.0,29.6,0.545,2.68,171.0,0.2,13.3,0.0,1.28,0.768,0.224,0.0,0.0,1.04,0.0,0.0,0.0
2019 Tour de France Stage 6.gpx,https://www.komoot.com/tour/2972225050,148.0,6.2,0.0,2.07,153.0,0.0,3.27,0.0,6.44,0.347,0.915,0.0,0.0,0.808,0.0,0.0,0.0
2019 Tour de France Stage 7.gpx,https://www.komoot.com/tour/2972226253,184.0,42.6,0.0,1.36,220.0,0.0,2.1,0.0,9.77,0.28,0.116,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de France Stage 8.gpx,https://www.komoot.com/tour/2972227052,179.0,8.19,0.0,2.63,190.0,0.0,10.3,0.0,9.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de France Stage 9.gpx,https://www.komoot.com/tour/2972227999,112.0,56.0,0.415,0.906,166.0,1.08,0.413,0.306,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Hokkaido Stage 1.gpx,https://www.komoot.com/tour/2972228731,145.0,39.5,0.0,0.0,169.0,0.0,0.0,0.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Hokkaido Stage 2.gpx,https://www.komoot.com/tour/2972229462,30.8,142.0,1.89,0.0,166.0,1.89,0.0,0.0,6.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Hokkaido Stage 3.gpx,https://www.komoot.com/tour/2972230169,41.2,138.0,1.76,0.516,158.0,2.03,0.0,0.247,22.4,0.0,0.675,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Hongrie Prologue.gpx,https://www.komoot.com/tour/2972230790,0.0,0.0,0.0,2.14,3.4,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Hongrie Stage 1.gpx,https://www.komoot.com/tour/2972231429,88.7,91.2,0.0,4.93,186.0,0.544,8.67,0.0,5.87,1.49,0.0,0.0,0.231,0.0,0.0,0.0,0.0
2019 Tour de Hongrie Stage 2.gpx,https://www.komoot.com/tour/2972232267,96.4,97.1,0.394,7.21,201.0,0.407,0.693,0.0,0.302,0.0,0.0,0.236,0.156,0.0,0.0,0.0,0.0
2019 Tour de Iskandar Stage 1.gpx,https://www.komoot.com/tour/2972232988,22.5,97.3,0.0,0.246,115.0,0.105,0.0,0.0,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Iskandar Stage 2.gpx,https://www.komoot.com/tour/2972233647,33.8,132.0,0.702,1.16,153.0,1.86,0.0,0.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Iskandar Stage 3.gpx,https://www.komoot.com/tour/2972234465,27.5,74.2,1.43,0.949,101.0,1.51,0.0,0.0,0.276,0.0,0.0,0.318,0.0,0.0,0.0,0.0,0.0
2019 Tour de Korea Stage 1.gpx,https://www.komoot.com/tour/2972235212,33.8,0.0,3.62,23.2,33.8,15.1,0.0,0.0,15.6,0.0,3.88,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Korea Stage 2.gpx,https://www.komoot.com/tour/2972235916,88.1,62.7,1.12,1.1,156.0,1.12,6.96,0.0,3.65,0.0,0.259,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Korea Stage 3.gpx,https://www.komoot.com/tour/2972236614,97.2,54.2,2.58,9.94,159.0,5.48,15.7,0.275,15.8,0.0,0.765,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Korea Stage 4.gpx,https://www.komoot.com/tour/2972237305,20.8,98.8,0.0,3.9,123.0,0.151,4.99,0.0,5.63,0.0,0.387,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Korea Stage 5.gpx,https://www.komoot.com/tour/2972238143,9.66,19.5,11.6,2.95,50.4,12.3,22.4,0.0,3.28,0.0,0.236,0.12,0.12,0.0,0.0,0.0,0.0
2019 Tour de Kumano Prologue.gpx,https://www.komoot.com/tour/2972238799,0.0,0.0,0.0,0.0,0.0,0.317,0.133,0.0,0.133,0.0,0.317,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Kumano Stage 1.gpx,https://www.komoot.com/tour/2972239319,8.13,78.0,4.56,9.32,80.3,4.13,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Kumano Stage 2.gpx,https://www.komoot.com/tour/2972239916,13.6,94.4,0.0,0.0,51.8,0.0,0.0,0.0,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Kumano Stage 3.gpx,https://www.komoot.com/tour/2972240597,102.0,0.837,0.0,3.09,68.7,3.09,0.0,0.0,33.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Limpopo Stage 1.gpx,https://www.komoot.com/tour/2972241072,85.9,90.6,5.75,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Le Tour de Filipinas Stage 3.gpx,https://www.komoot.com/tour/2972313591,0.893,182.0,0.0,0.95,164.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Limpopo Stage 2.gpx,https://www.komoot.com/tour/2972315790,0.0,88.8,6.0,0.0,88.8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Limpopo Stage 3.gpx,https://www.komoot.com/tour/2972316498,75.4,25.4,0.0,0.0,91.4,0.0,0.0,0.0,9.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Limpopo Stage 4.gpx,https://www.komoot.com/tour/2972317281,20.2,88.7,6.46,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Normandie Stage 1.gpx,https://www.komoot.com/tour/2972318152,154.0,1.53,0.165,0.873,153.0,0.263,2.68,0.0,6.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Normandie Stage 2.gpx,https://www.komoot.com/tour/2972318836,165.0,1.69,0.916,1.3,168.0,0.916,0.0,0.0,0.203,0.0,0.938,0.938,0.0,0.0,0.0,0.0,0.0
2019 Tour de Normandie Stage 3.gpx,https://www.komoot.com/tour/2972319680,118.0,27.7,0.0,1.52,142.0,0.0,0.0,0.0,5.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Normandie Stage 4.gpx,https://www.komoot.com/tour/2972320415,152.0,13.1,0.0,0.174,164.0,0.0,7.78,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Normandie Stage 5.gpx,https://www.komoot.com/tour/2972321179,166.0,4.0,0.0,3.12,160.0,0.0,0.0,0.0,12.8,0.0,0.202,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Normandie Stage 6.gpx,https://www.komoot.com/tour/2972321967,99.5,53.3,0.0,0.0,159.0,0.0,5.26,0.0,0.0,0.0,0.537,0.447,0.495,0.0,0.0,0.0,0.0
2019 Tour de Normandie Stage 7.gpx,https://www.komoot.com/tour/2972322839,134.0,7.67,0.187,0.127,147.0,0.127,5.63,0.42,0.0,0.304,0.399,0.12,0.0,0.131,0.0,0.0,0.0
2019 Tour de Okinawa.gpx,https://www.komoot.com/tour/2972323642,41.8,155.0,0.219,0.787,194.0,0.331,10.5,0.112,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Pologne Stage 1.gpx,https://www.komoot.com/tour/2972324536,104.0,22.6,0.0,3.35,132.0,0.148,3.48,0.0,0.707,0.646,0.165,0.222,0.111,0.0,0.0,0.0,0.0
2019 Tour de Pologne Stage 2.gpx,https://www.komoot.com/tour/2972326376,106.0,10.8,1.13,13.3,140.0,1.7,14.6,0.0,5.31,4.92,5.5,0.422,0.117,0.0,0.0,0.0,0.0
2019 Tour de Pologne Stage 3.gpx,https://www.komoot.com/tour/2972328104,117.0,4.16,6.87,5.95,129.0,6.92,7.5,0.0,5.61,3.76,6.08,0.368,0.191,1.28,0.0,0.0,0.0
2019 Tour de Pologne Stage 5.gpx,https://www.komoot.com/tour/2972329535,146.0,8.18,0.0,0.0,154.0,0.435,0.0,0.0,0.0,0.143,0.613,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Pologne Stage 6.gpx,https://www.komoot.com/tour/2972330204,113.0,0.0,0.0,46.8,154.0,0.0,0.0,0.0,6.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Pologne Stage 7.gpx,https://www.komoot.com/tour/2972330942,128.0,6.27,1.4,12.5,144.0,1.51,2.96,0.0,7.38,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Ribas.gpx,https://www.komoot.com/tour/2972331519,106.0,28.9,0.0,10.2,137.0,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Romandie Prologue.gpx,https://www.komoot.com/tour/2972332097,0.746,0.229,0.228,0.958,3.01,0.0,1.55,0.0,0.39,0.244,0.156,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Romandie Stage 1.gpx,https://www.komoot.com/tour/2972332984,102.0,30.4,0.0,2.31,160.0,0.396,32.8,0.0,7.97,0.0,1.29,0.376,0.0,0.0,0.0,0.0,0.0
2019 Tour de Romandie Stage 2.gpx,https://www.komoot.com/tour/2972333921,124.0,12.0,0.0,1.69,173.0,0.143,35.4,0.0,1.72,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Romandie Stage 3.gpx,https://www.komoot.com/tour/2972334661,143.0,4.97,0.0,5.65,152.0,0.239,6.01,0.0,8.67,0.0,0.553,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Romandie Stage 4.gpx,https://www.komoot.com/tour/2972335429,78.1,16.1,0.0,1.22,106.0,0.0,12.2,0.0,1.39,0.0,0.179,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Romandie Stage 5.gpx,https://www.komoot.com/tour/2972335984,4.82,3.7,0.0,0.761,11.1,0.0,7.65,0.0,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Serbie Stage 1.gpx,https://www.komoot.com/tour/2972336690,63.9,0.0,0.0,20.9,84.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Serbie Stage 2.gpx,https://www.komoot.com/tour/2972339683,19.7,119.0,1.58,1.35,139.0,1.63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Siak Stage 1.gpx,https://www.komoot.com/tour/2972340581,69.0,1.06,0.104,2.23,70.1,0.104,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Siak Stage 2.gpx,https://www.komoot.com/tour/2972341207,82.4,1.86,0.242,0.0,80.2,0.242,0.0,0.0,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Siak Stage 4.gpx,https://www.komoot.com/tour/2972341830,100.0,0.0,0.0,0.502,100.0,0.0,0.0,0.0,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
