fichier_gpx,route_url,road_km,state_road_km,off-grid_(unknown)_km,street_km,asphalt_km,unknown_km,cycleway_km,access_road_km,paved_km,cobblestones_km,path_km,unpaved_km,singletrack_km,compacted_gravel_km,ferry_km,alpine_km,alpine_path_km
2019 Memorial Rik Van Steenbergen - Kempen Classic.gpx,https://www.komoot.com/tour/2972060515,65.1,0.284,0.0,30.6,93.2,0.141,70.9,0.0,90.6,15.1,0.623,0.589,0.376,0.0,0.0,0.0,0.0
2019 Memorial Romana Sieminskiego.gpx,https://www.komoot.com/tour/2972061047,124.0,0.0,0.0,50.2,119.0,0.0,0.0,0.0,56.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Midden-Brabant Poort Omloop.gpx,https://www.komoot.com/tour/2972063666,166.0,0.0,0.0,4.57,132.0,21.7,25.6,0.0,63.3,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Milano - Sanremo.gpx,https://www.komoot.com/tour/2972064942,54.1,222.0,1.25,3.3,284.0,1.31,9.53,0.201,5.05,1.04,1.17,0.358,0.0,0.0,0.0,0.0,0.0
2019 Milano - Torino.gpx,https://www.komoot.com/tour/2972065651,59.9,118.0,0.0,0.0,177.0,0.0,0.959,0.0,0.238,0.141,0.0,1.32,0.0,0.0,0.0,0.0,0.0
2019 Minsk 2019 European Games Road Race - ITT.gpx,https://www.komoot.com/tour/2972066572,0.583,20.6,0.0,2.25,25.3,0.138,2.11,0.0,0.108,3.65,3.55,0.0,0.0,0.0,0.0,0.0,0.0
2019 Minsk Cup.gpx,https://www.komoot.com/tour/2972068814,85.7,78.3,0.924,0.745,167.0,1.41,3.94,0.127,2.04,5.54,6.53,0.0,0.0,0.0,0.0,0.0,0.0
2019 Mont Ventoux Denivele Challenge.gpx,https://www.komoot.com/tour/2972069847,165.0,1.14,0.0,0.383,176.0,0.12,10.1,0.0,0.371,0.0,0.638,0.625,0.0,0.0,0.0,0.0,0.0
2019 New Zealand Cycle Classic Stage 1.gpx,https://www.komoot.com/tour/2972070386,117.0,0.0,0.0,15.1,7.27,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 New Zealand Cycle Classic Stage 2.gpx,https://www.komoot.com/tour/2972070873,129.0,0.0,0.0,0.0,20.7,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 New Zealand Cycle Classic Stage 3.gpx,https://www.komoot.com/tour/2972071456,151.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 New Zealand Cycle Classic Stage 4.gpx,https://www.komoot.com/tour/2972072010,141.0,1.11,0.461,0.0,24.1,0.461,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 New Zealand Cycle Classic Stage 5.gpx,https://www.komoot.com/tour/2972072620,122.0,0.0,0.0,21.6,71.9,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 New Zealand Road National Championships - ITT.gpx,https://www.komoot.com/tour/2972073073,38.2,0.0,0.0,0.0,16.3,0.0,1.97,0.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 New Zealand Road National Championships.gpx,https://www.komoot.com/tour/2972073746,70.6,17.4,0.0,3.09,65.1,0.0,9.79,0.0,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Norwegian Road National Championship.gpx,https://www.komoot.com/tour/2972074686,120.0,24.3,0.0,0.0,122.0,0.0,0.19,0.0,22.1,0.108,0.236,0.0,0.0,0.0,0.0,0.0,0.0
2019 OCC Oceanian Championships ITT.gpx,https://www.komoot.com/tour/2972075115,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 OCC Oceanian Championships.gpx,https://www.komoot.com/tour/2972075582,45.3,61.8,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 OVO Energy Tour of Britain Stage 1.gpx,https://www.komoot.com/tour/2972076132,107.0,89.7,0.25,0.359,199.0,0.394,3.51,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 OVO Energy Tour of Britain Stage 2.gpx,https://www.komoot.com/tour/2972076662,110.0,54.4,0.0,0.0,153.0,0.0,1.04,0.0,12.0,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 OVO Energy Tour of Britain Stage 3.gpx,https://www.komoot.com/tour/2972077442,104.0,74.4,0.0,0.733,178.0,0.0,3.16,0.0,4.94,0.234,0.673,0.174,0.0,0.226,0.0,0.0,0.0
2019 OVO Energy Tour of Britain Stage 4.gpx,https://www.komoot.com/tour/2972078203,130.0,40.6,0.408,0.497,159.0,0.602,1.18,0.0,13.8,0.0,0.261,0.0,0.0,0.0,0.0,0.0,0.0
2019 OVO Energy Tour of Britain Stage 5.gpx,https://www.komoot.com/tour/2972079154,89.1,64.0,0.195,9.07,168.0,0.273,12.6,0.0,6.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 OVO Energy Tour of Britain Stage 6.gpx,https://www.komoot.com/tour/2972079684,14.3,0.0,0.0,0.0,9.95,0.0,0.0,0.0,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 OVO Energy Tour of Britain Stage 7.gpx,https://www.komoot.com/tour/2972080552,153.0,30.0,1.27,0.36,162.0,1.27,1.47,0.0,22.8,0.309,0.517,0.0,0.0,0.0,0.0,0.0,0.0
2019 OVO Energy Tour of Britain Stage 8.gpx,https://www.komoot.com/tour/2972081473,73.0,73.4,0.0,3.93,155.0,0.252,15.3,0.0,10.9,0.0,0.226,0.0,0.0,0.0,0.0,0.0,0.0
2019 Oberoesterreichrundfahrt Prologue.gpx,https://www.komoot.com/tour/2972082003,0.0,0.0,0.586,0.0,0.0,0.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Oberoesterreichrundfahrt Stage 1.gpx,https://www.komoot.com/tour/2972082658,182.0,1.48,0.0,2.55,178.0,0.0,0.673,0.0,8.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Oberoesterreichrundfahrt Stage 2.gpx,https://www.komoot.com/tour/2972083362,112.0,32.4,0.0,1.55,137.0,0.124,0.146,0.0,8.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Oberoesterreichrundfahrt Stage 3.gpx,https://www.komoot.com/tour/2972084099,97.0,42.9,1.17,5.11,135.0,1.26,1.67,0.0,12.3,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Odessa Grand Prix.gpx,https://www.komoot.com/tour/2972085387,64.3,37.1,0.0,0.0,76.0,0.0,0.0,0.0,0.0,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Oita Urban Classic.gpx,https://www.komoot.com/tour/2972086802,118.0,0.0,3.12,28.7,118.0,30.4,0.0,0.0,0.0,0.0,0.0,1.09,1.09,0.0,0.0,0.0,0.0
2019 Omloop Het Nieuwsblad Elite.gpx,https://www.komoot.com/tour/2972087661,65.7,2.52,0.0,47.2,103.0,0.273,78.2,0.186,79.8,20.0,0.0,0.282,0.291,0.0,0.0,0.0,0.0
2019 Omloop Mandel-Leie-Schelde Meulebeke.gpx,https://www.komoot.com/tour/2972088594,56.0,0.0,0.0,27.2,120.0,2.87,103.0,0.0,69.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Omloop van het Houtland Lichtervelde.gpx,https://www.komoot.com/tour/2972089757,103.0,0.576,0.0,21.6,75.9,0.862,41.3,0.0,104.0,5.58,0.187,0.187,0.0,0.139,0.0,0.0,0.0
2019 Osterreich Rundfahrt Prologue.gpx,https://www.komoot.com/tour/2972091097,0.534,0.399,0.0,0.657,2.42,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Osterreich Rundfahrt Stage 1.gpx,https://www.komoot.com/tour/2972092261,82.9,44.2,0.0,0.537,115.0,0.113,13.9,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Osterreich Rundfahrt Stage 2.gpx,https://www.komoot.com/tour/2972093047,136.0,33.7,1.98,1.28,175.0,2.02,4.71,0.0,2.39,0.223,1.21,0.509,0.104,0.0,0.0,0.0,0.0
2019 Osterreich Rundfahrt Stage 3.gpx,https://www.komoot.com/tour/2972093808,161.0,13.6,0.244,2.94,171.0,0.733,2.91,0.0,10.5,0.264,0.394,0.0,1.4,0.0,0.0,0.0,0.0
2019 Osterreich Rundfahrt Stage 4.gpx,https://www.komoot.com/tour/2972094705,37.8,62.1,0.0,0.672,101.0,0.0,0.39,0.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Osterreich Rundfahrt Stage 5.gpx,https://www.komoot.com/tour/2972095560,33.4,122.0,5.01,1.11,158.0,5.69,0.281,0.102,0.748,0.0,3.35,2.2,0.948,0.0,0.0,0.0,0.0
2019 Osterreich Rundfahrt Stage 6.gpx,https://www.komoot.com/tour/2972096278,39.9,75.1,0.293,2.54,118.0,0.351,0.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 PRUride PH Stage 1.gpx,https://www.komoot.com/tour/2972096928,14.0,106.0,8.71,0.173,104.0,3.62,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 PRUride PH Stage 2.gpx,https://www.komoot.com/tour/2972097562,27.5,140.0,0.431,0.704,122.0,0.795,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 PRUride PH Stage 3.gpx,https://www.komoot.com/tour/2972098283,35.3,65.5,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 PWZ Zuidenveld Tour.gpx,https://www.komoot.com/tour/2972098970,105.0,0.0,3.33,2.65,104.0,3.98,41.3,0.0,57.8,22.7,9.25,4.26,1.69,1.49,0.0,0.0,0.0
2019 Paris - Bourges.gpx,https://www.komoot.com/tour/2972099693,172.0,15.8,0.287,0.0,187.0,0.303,4.48,0.0,5.31,0.0,1.14,1.09,0.0,0.0,0.0,0.0,0.0
2019 Paris - Tours.gpx,https://www.komoot.com/tour/2972100808,181.0,6.91,0.714,12.8,186.0,0.714,5.85,0.0,19.8,0.12,9.27,7.86,0.0,2.33,0.0,0.0,0.0
2019 Paris - Troyes.gpx,https://www.komoot.com/tour/2972101438,169.0,7.83,0.0,0.673,180.0,0.0,2.42,0.0,0.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Paris-Camembert.gpx,https://www.komoot.com/tour/2972102057,154.0,22.0,0.0,3.11,141.0,0.0,0.0,0.0,38.1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2019 Paris-Chauny (classique).gpx,https://www.komoot.com/tour/2972102772,178.0,11.6,0.0,7.51,191.0,0.13,3.51,0.0,9.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Paris-Nice Stage 1.gpx,https://www.komoot.com/tour/2972103466,98.6,29.1,0.0,0.126,137.0,0.0,9.72,0.0,1.32,0.0,0.873,0.435,0.255,0.161,0.0,0.0,0.0
2019 Paris-Nice Stage 2.gpx,https://www.komoot.com/tour/2972104075,105.0,55.3,0.0,1.49,162.0,0.0,1.13,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Paris-Nice Stage 3.gpx,https://www.komoot.com/tour/2972104858,187.0,6.37,0.0,3.49,188.0,0.154,2.05,0.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Paris-Nice Stage 4.gpx,https://www.komoot.com/tour/2972105501,198.0,8.24,0.232,0.302,207.0,0.232,4.14,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Paris-Nice Stage 5.gpx,https://www.komoot.com/tour/2972106000,24.3,1.12,0.0,0.0,21.0,0.0,0.0,0.0,4.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Paris-Nice Stage 6.gpx,https://www.komoot.com/tour/2972106593,149.0,24.7,2.73,0.489,174.0,2.53,0.0,0.0,0.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Paris-Nice Stage 7.gpx,https://www.komoot.com/tour/2972107226,173.0,3.58,0.45,0.0,181.0,0.264,5.41,0.0,0.119,0.0,0.905,0.38,0.0,1.38,0.0,0.0,0.0
2019 Paris-Nice Stage 8.gpx,https://www.komoot.com/tour/2972107925,79.6,22.0,0.28,0.88,109.0,0.617,7.24,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Paris-Roubaix.gpx,https://www.komoot.com/tour/2972108691,166.0,46.1,1.05,15.0,202.0,1.35,18.0,0.0,2.12,49.5,10.1,0.839,1.25,1.56,0.0,0.0,0.0
2019 Polish National Road Championships.gpx,https://www.komoot.com/tour/2972109417,193.0,0.0,0.0,6.37,199.0,3.13,0.0,0.146,2.15,0.0,4.98,0.0,0.0,0.0,0.0,0.0,0.0
2019 PostNord Danmark Rundt - Tour of Denmark Stage 1.gpx,https://www.komoot.com/tour/2972110096,119.0,4.02,0.0,0.247,152.0,0.247,39.6,0.0,16.4,0.0,0.0,0.726,0.162,0.0,0.0,0.0,0.0
2019 PostNord Danmark Rundt - Tour of Denmark Stage 2.gpx,https://www.komoot.com/tour/2972110721,12.4,0.0,0.0,0.407,16.5,0.314,2.75,0.0,0.0,0.0,0.179,0.186,0.0,0.0,0.0,0.0,0.0
2019 PostNord Danmark Rundt - Tour of Denmark Stage 3.gpx,https://www.komoot.com/tour/2972111456,162.0,0.0,0.812,8.24,185.0,1.45,20.2,0.0,11.5,0.293,0.557,0.44,0.0,0.0,0.0,0.0,0.0
2019 PostNord Danmark Rundt - Tour of Denmark Stage 4.gpx,https://www.komoot.com/tour/2972112343,149.0,0.0,0.674,1.98,170.0,0.825,19.9,0.0,3.92,0.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 PostNord Danmark Rundt - Tour of Denmark Stage 5.gpx,https://www.komoot.com/tour/2972113730,56.1,0.0,0.377,4.55,94.0,0.71,88.8,0.0,70.9,0.0,0.223,0.0,0.0,0.0,0.0,0.0,0.0
2019 Presidential Cycling Tour of Turkey Stage 1.gpx,https://www.komoot.com/tour/2972115294,4.85,147.0,3.47,0.706,152.0,3.85,0.459,0.0,0.951,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0
2019 Presidential Cycling Tour of Turkey Stage 2.gpx,https://www.komoot.com/tour/2972115937,11.8,170.0,0.698,1.3,182.0,0.936,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Presidential Cycling Tour of Turkey Stage 3.gpx,https://www.komoot.com/tour/2972116661,11.9,108.0,0.409,0.688,120.0,0.233,0.0,0.0,0.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Presidential Cycling Tour of Turkey Stage 4.gpx,https://www.komoot.com/tour/2972117554,0.106,166.0,27.1,1.77,166.0,0.0,0.0,0.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Presidential Cycling Tour of Turkey Stage 5.gpx,https://www.komoot.com/tour/2972118669,2.27,157.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Presidential Cycling Tour of Turkey Stage 6.gpx,https://www.komoot.com/tour/2972120009,11.7,62.6,83.3,9.41,73.1,91.8,2.2,0.138,8.41,1.13,5.02,0.0,0.174,0.0,0.0,0.0,0.0
2019 Primus Classic.gpx,https://www.komoot.com/tour/2972120795,116.0,5.41,0.0,17.9,149.0,0.0,52.2,0.0,46.4,2.24,0.0,0.264,0.228,0.0,0.0,0.0,0.0
2019 Prudential RideLondon-Surrey Classic.gpx,https://www.komoot.com/tour/2972121904,82.8,61.6,0.0,0.396,165.0,0.0,22.8,0.0,1.93,1.13,0.811,0.829,0.766,0.0,0.0,0.0,0.0
2019 Prueba Villafranca-Ordiziako Klasika.gpx,https://www.komoot.com/tour/2972122784,156.0,0.0,0.0,4.87,165.0,0.0,2.9,0.0,0.376,1.29,2.75,0.0,0.0,0.0,0.0,0.0,0.0
2019 Puchar Mon.gpx,https://www.komoot.com/tour/2972123863,146.0,18.5,0.0,10.8,176.0,0.0,1.7,0.0,0.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Puchar Uzdrowisk Karpackich.gpx,https://www.komoot.com/tour/2972124570,103.0,9.05,0.0,32.5,145.0,0.0,0.0,0.0,0.479,0.0,1.38,0.938,0.0,0.0,0.0,0.0,0.0
2019 Rhodes Grand Prix.gpx,https://www.komoot.com/tour/2972125277,148.0,35.9,0.0,0.651,185.0,0.542,1.21,0.0,0.53,0.0,0.515,0.448,0.448,0.0,0.0,0.0,0.0
2019 Rhone-Alpes Isere Tour Stage 1.gpx,https://www.komoot.com/tour/2972125923,134.0,0.711,0.989,5.13,132.0,1.0,6.72,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Rhone-Alpes Isere Tour Stage 2.gpx,https://www.komoot.com/tour/2972126533,144.0,1.58,0.0,1.84,122.0,0.0,3.65,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Rhone-Alpes Isere Tour Stage 3.gpx,https://www.komoot.com/tour/2972129197,156.0,5.02,0.0,3.12,159.0,0.0,5.61,0.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Rhone-Alpes Isere Tour Stage 4.gpx,https://www.komoot.com/tour/2972129878,159.0,11.3,0.0,0.0,161.0,0.0,1.93,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Ringerike GP.gpx,https://www.komoot.com/tour/2972130550,93.3,54.2,0.401,7.12,149.0,0.639,6.03,0.0,11.2,1.67,2.02,0.353,0.0,0.0,0.0,0.0,0.0
2019 Romanian Road National Championships - ITT.gpx,https://www.komoot.com/tour/2972131262,34.9,0.0,0.0,0.0,34.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Romanian Road National Championships.gpx,https://www.komoot.com/tour/2972131812,104.0,0.0,0.299,0.307,104.0,0.299,0.0,0.0,0.639,0.0,2.09,1.51,0.0,0.0,0.0,0.0,0.0
2019 Ronda Philipinas Stage 1.gpx,https://www.komoot.com/tour/2972132454,28.8,168.0,0.183,0.101,53.3,0.183,0.311,0.0,144.0,0.311,0.614,0.0,0.0,0.0,0.0,0.0,0.0
2019 Ronda Philipinas Stage 2.gpx,https://www.komoot.com/tour/2972133060,0.0,101.0,0.415,0.312,0.309,0.415,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Ronda Philipinas Stage 3.gpx,https://www.komoot.com/tour/2972133801,10.9,168.0,0.835,0.0,90.4,0.835,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Ronda Philipinas Stage 4.gpx,https://www.komoot.com/tour/2972134389,13.0,134.0,0.0,0.0,41.0,0.0,0.0,0.0,106.0,0.0,0.0,0.163,0.0,0.0,0.0,0.0,0.0
2019 Ronda Philipinas Stage 5.gpx,https://www.komoot.com/tour/2972134997,31.0,117.0,0.0,0.0,62.4,0.0,1.19,0.0,86.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Ronde Van Vlaanderen.gpx,https://www.komoot.com/tour/2972135909,95.2,13.6,2.31,37.1,134.0,2.9,106.0,0.186,114.0,19.4,0.695,0.391,0.773,0.0,0.0,0.0,0.0
2019 Ronde de l'Oise Stage 1.gpx,https://www.komoot.com/tour/2972136623,122.0,0.0,0.0,3.98,123.0,0.0,0.691,0.0,4.89,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0
2019 Ronde de l'Oise Stage 2.gpx,https://www.komoot.com/tour/2972137280,184.0,0.0,0.0,2.23,188.0,0.0,2.03,0.0,0.261,0.214,0.167,0.0,0.0,0.0,0.0,0.0,0.0
2019 Ronde de l'Oise Stage 3.gpx,https://www.komoot.com/tour/2972137810,174.0,1.1,0.0,0.751,173.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Ronde de l'Oise Stage 4.gpx,https://www.komoot.com/tour/2972138420,146.0,4.49,0.0,7.64,166.0,0.0,17.9,0.0,9.25,0.609,0.497,0.0,0.0,0.0,0.0,0.0,0.0
2019 Ronde van Drenthe.gpx,https://www.komoot.com/tour/2972139164,116.0,0.0,0.48,13.0,119.0,4.19,44.6,0.0,53.0,37.2,23.5,3.28,0.605,0.21,0.0,0.0,0.0
2019 Ronde van Limburg.gpx,https://www.komoot.com/tour/2972139716,92.4,11.8,2.12,14.8,110.0,2.22,69.9,0.0,78.0,10.9,3.31,0.25,0.0,0.0,0.0,0.0,0.0
2019 Ronde van Overijssel.gpx,https://www.komoot.com/tour/2972140356,142.0,0.707,2.11,2.28,169.0,2.78,46.5,0.0,11.3,21.0,0.633,0.648,0.356,0.0,0.0,0.0,0.0
2019 Route Adelie de Vitre.gpx,https://www.komoot.com/tour/2972141116,166.0,15.3,0.0,7.28,168.0,0.0,9.0,0.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Royal Bernard Drome Classic.gpx,https://www.komoot.com/tour/2972141939,167.0,18.4,2.93,12.7,176.0,3.13,1.95,0.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Rund um Koln.gpx,https://www.komoot.com/tour/2972143113,143.0,4.76,8.3,5.73,172.0,8.33,41.1,0.0,26.0,2.88,0.43,0.177,0.272,0.151,0.0,0.0,0.0
2019 Rutland-Melton Cicle Classic.gpx,https://www.komoot.com/tour/2972144108,167.0,19.2,1.45,8.91,114.0,4.47,0.108,0.0,78.2,0.0,4.7,4.7,0.0,0.0,0.0,0.0,0.0
2019 SKODA Tour de Luxembourg Prologue.gpx,https://www.komoot.com/tour/2972144758,0.171,0.0,0.228,1.3,1.24,0.303,0.0,0.0,0.102,0.4,0.0,0.0,0.252,0.0,0.0,0.0,0.0
2019 SKODA Tour de Luxembourg Stage 1.gpx,https://www.komoot.com/tour/2972145576,118.0,62.8,0.0,2.12,187.0,0.0,4.31,0.0,1.32,0.761,3.07,0.204,0.0,0.509,0.0,0.0,0.0
2019 SKODA Tour de Luxembourg Stage 2.gpx,https://www.komoot.com/tour/2972146345,118.0,45.4,1.1,0.559,166.0,1.18,1.2,0.0,0.45,0.223,1.14,0.0,0.0,0.0,0.0,0.0,0.0
2019 SKODA Tour de Luxembourg Stage 3.gpx,https://www.komoot.com/tour/2972147181,121.0,41.4,6.81,1.42,165.0,6.97,0.413,0.0,0.101,1.38,3.24,1.59,0.0,0.0,0.0,0.0,0.0
2019 SKODA Tour de Luxembourg Stage 4.gpx,https://www.komoot.com/tour/2972148080,90.4,76.9,0.0,5.44,173.0,0.12,0.186,0.0,0.947,0.112,1.18,0.0,0.0,0.0,0.0,0.0,0.0
2019 Santos Tour Down Under Stage 1.gpx,https://www.komoot.com/tour/2972148558,56.5,54.7,0.0,0.421,96.1,0.0,0.963,0.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Santos Tour Down Under Stage 2.gpx,https://www.komoot.com/tour/2972149147,77.4,27.6,0.0,6.34,107.0,0.0,5.47,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Santos Tour Down Under Stage 3.gpx,https://www.komoot.com/tour/2972149759,64.9,32.5,0.0,5.4,76.7,0.0,1.76,0.0,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Santos Tour Down Under Stage 4.gpx,https://www.komoot.com/tour/2972150721,9.75,5.67,0.0,0.593,38.0,0.567,25.4,0.0,3.2,0.0,0.431,0.0,0.0,0.0,0.0,0.0,0.0
2019 Santos Tour Down Under Stage 5.gpx,https://www.komoot.com/tour/2972151730,36.4,89.8,9.47,0.851,107.0,9.55,13.2,0.0,33.2,0.0,0.424,0.346,0.0,0.0,0.0,0.0,0.0
2019 Santos Tour Down Under Stage 6.gpx,https://www.komoot.com/tour/2972152349,112.0,23.7,1.8,8.0,141.0,1.8,5.98,0.0,8.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Scandinavian Race.gpx,https://www.komoot.com/tour/2972153825,68.0,0.0,0.0,45.3,162.0,5.83,75.4,0.0,18.3,2.52,0.335,1.01,0.907,0.0,0.0,0.0,0.0
2019 Schaal Sels Merksem - Johan Museeuw Classic.gpx,https://www.komoot.com/tour/2972155285,10.2,0.0,0.0,36.4,64.4,1.28,120.0,0.0,124.0,9.52,1.54,0.0,0.0,0.0,0.0,0.0,0.0
2019 Scheldeprijs.gpx,https://www.komoot.com/tour/2972156490,91.8,4.03,12.5,7.52,107.0,13.9,55.8,0.113,77.4,5.19,0.868,0.413,1.81,0.197,0.0,0.0,0.0
2019 Serbian Road National Championships - ITT.gpx,https://www.komoot.com/tour/2972157339,76.4,96.7,0.827,1.14,172.0,0.923,0.0,0.0,1.92,0.0,0.115,0.0,0.0,0.0,0.0,0.0,0.0
2019 Serbian Road National Championships.gpx,https://www.komoot.com/tour/2972157992,68.6,144.0,0.296,1.89,214.0,0.0,2.48,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Sibiu Cycling Tour Prologue.gpx,https://www.komoot.com/tour/2972158665,0.502,0.0,0.0,1.16,1.17,0.0,0.0,0.0,0.192,1.23,0.884,0.0,0.0,0.0,0.0,0.0,0.0
2019 Sibiu Cycling Tour Stage 1.gpx,https://www.komoot.com/tour/2972159483,149.0,36.3,0.0,1.66,191.0,0.0,4.14,0.0,0.0,0.0,0.398,0.582,0.0,0.0,0.0,0.0,0.0
2019 Sibiu Cycling Tour Stage 2.gpx,https://www.komoot.com/tour/2972160068,117.0,45.3,0.0,0.0,162.0,0.0,0.0,0.0,0.295,0.0,0.295,0.0,0.0,0.0,0.0,0.0,0.0
2019 Sibiu Cycling Tour Stage 3.gpx,https://www.komoot.com/tour/2972160712,120.0,36.8,0.0,0.432,158.0,0.0,0.836,0.0,0.0,0.0,0.255,0.255,0.0,0.0,0.0,0.0,0.0
2019 Sibiu Cycling Tour Stage 4.gpx,https://www.komoot.com/tour/2972161252,99.5,65.8,0.0,0.44,168.0,0.0,2.69,0.0,0.472,0.134,0.342,0.0,0.0,0.0,0.0,0.0,0.0
2019 Skive-Lobet.gpx,https://www.komoot.com/tour/2972161963,138.0,2.98,0.373,0.222,157.0,0.214,32.9,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Slovakian Road National Championship - ITT.gpx,https://www.komoot.com/tour/2972162441,35.4,0.0,0.0,5.32,34.1,5.32,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Slovakian Road National Championship.gpx,https://www.komoot.com/tour/2972163200,121.0,0.0,0.0,3.38,124.0,0.389,0.0,0.0,0.0,0.241,0.736,0.0,0.0,0.0,0.0,0.0,0.0
2019 Slovenian Road National Championships - ITT.gpx,https://www.komoot.com/tour/2972163901,34.9,0.0,0.0,0.224,40.3,0.0,3.87,0.0,0.87,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0
