fichier_gpx,route_url,road_km,state_road_km,street_km,cycleway_km,access_road_km,path_km,singletrack_km,asphalt_km,paved_km,cobblestones_km,unknown_km,unpaved_km,off-grid_(unknown)_km,compacted_gravel_km,alpine_km
2021 Tirreno-Adriatico Stage 1.gpx,https://www.komoot.com/tour/2973802488,127.0,28.8,0.0,0.0,0.0,0.342,0.0,156.0,0.0,0.0,0.182,0.0,0.0,0.0,0.0
2021 Tirreno-Adriatico Stage 2.gpx,https://www.komoot.com/tour/2973803541,122.0,80.5,0.353,0.0,0.0,0.0,0.0,199.0,3.31,0.0,0.244,0.0,0.244,0.0,0.0
2021 Tirreno-Adriatico Stage 3.gpx,https://www.komoot.com/tour/2973804391,192.0,26.4,1.04,0.0,0.117,0.0,0.0,218.0,1.08,0.0,0.0,0.0,0.0,0.117,0.0
2021 Tirreno-Adriatico Stage 4.gpx,https://www.komoot.com/tour/2973805265,38.9,106.0,0.389,1.41,0.103,0.217,0.0,146.0,1.45,0.0,1.0,0.0,0.785,0.0,0.0
2021 Tirreno-Adriatico Stage 5.gpx,https://www.komoot.com/tour/2973806478,97.6,92.2,8.85,1.04,0.0,1.34,0.524,194.0,5.33,0.109,4.66,0.351,4.37,0.373,0.0
2021 Tirreno-Adriatico Stage 6.gpx,https://www.komoot.com/tour/2973807506,126.0,33.4,2.73,4.03,0.0,2.49,0.0,166.0,1.73,0.524,1.3,0.0,0.994,0.0,0.0
2021 Tirreno-Adriatico Stage 7.gpx,https://www.komoot.com/tour/2973808557,3.3,0.0,0.24,4.12,0.0,0.86,0.0,3.7,4.52,0.0,2.11,0.0,1.77,0.0,0.0
2021 Tokyo 2020 Olympic Road Race.gpx,https://www.komoot.com/tour/2973809958,95.0,109.0,8.73,0.0,0.284,1.36,0.0,114.0,92.1,0.0,26.7,0.0,17.8,0.0,0.0
2021 Tokyo 2020 Olympics - ITT.gpx,https://www.komoot.com/tour/2973810884,24.6,0.0,6.78,0.0,0.0,0.0,0.0,23.7,1.42,0.0,18.8,0.0,12.5,0.0,0.0
2021 Tour Cycliste International de la Guadeloupe Prologue.gpx,https://www.komoot.com/tour/2973811644,3.3,1.3,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 61th Craft Ster van Zwolle.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 Adriatica Ionica Race / Sulle Rotte della Serenissima Stage 1.gpx,https://www.komoot.com/tour/2987023967,131.0,46.3,0.948,0.0,0.0,0.0,0.0,169.0,8.82,0.0,0.0,0.0,0.0,0.0,0.0
2021 Adriatica Ionica Race / Sulle Rotte della Serenissima Stage 2.gpx,https://www.komoot.com/tour/2987024817,137.0,2.69,1.24,2.3,0.0,0.0,0.0,133.0,9.9,0.545,1.25,0.0,1.16,0.0,0.0
2021 Adriatica Ionica Race / Sulle Rotte della Serenissima Stage 3.gpx,https://www.komoot.com/tour/2987025519,136.0,12.0,2.12,0.0,0.0,0.0,0.0,117.0,15.3,0.0,0.0,16.7,0.0,0.517,0.0
2021 Antwerp Port Epic / Sels Trophy.gpx,https://www.komoot.com/tour/2987026359,63.4,3.39,11.3,32.5,0.241,23.9,4.13,77.1,36.6,26.0,15.0,27.3,14.6,0.697,0.0
2021 Binche - Chimay - Binche / Memorial Frank Vandenbroucke.gpx,https://www.komoot.com/tour/2987027115,89.4,93.6,7.09,11.4,0.0,0.0,0.0,183.0,13.2,4.93,0.643,0.0,0.0,0.0,0.0
2021 Elite Road Central American Championships.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 Five Rings of Moscow Stage 4.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 GP de Fourmies / La Voix du Nord.gpx,https://www.komoot.com/tour/2987030602,187.0,0.0,5.48,4.68,0.0,0.0,0.0,183.0,13.4,0.0,0.964,0.0,0.0,0.0,0.0
2021 Grote Prijs Jef Scherens - Rondom Leuven.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 Okolo Slovenska / Tour de Slovaquie Prologue.gpx,https://www.komoot.com/tour/2987032608,0.0,0.0,0.0,0.843,0.0,0.0,0.0,0.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 Okolo Slovenska / Tour de Slovaquie Stage 1.gpx,https://www.komoot.com/tour/2987033504,155.0,0.589,0.571,0.0,0.0,0.211,0.0,156.0,0.173,0.0,2.71,0.0,2.56,0.0,0.0
2021 Okolo Slovenska / Tour de Slovaquie Stage 2.gpx,https://www.komoot.com/tour/2987034361,155.0,18.0,3.29,2.93,0.0,0.131,0.0,177.0,1.81,0.0,0.265,0.101,0.0,0.0,0.0
2021 Okolo Slovenska / Tour de Slovaquie Stage 3.gpx,https://www.komoot.com/tour/2987035182,159.0,27.8,5.65,0.817,0.0,0.695,0.0,191.0,2.68,0.431,0.0,0.0,0.0,0.0,0.0
2021 Okolo Slovenska / Tour de Slovaquie Stage 4.gpx,https://www.komoot.com/tour/2987035839,150.0,4.12,2.61,1.75,0.0,0.773,0.0,158.0,0.421,0.419,0.0,0.0,0.0,0.0,0.0
2021 Okolo jiznich Cech / Tour of South Bohemia Stage 1.gpx,https://www.komoot.com/tour/2987036718,0.0,0.0,1.55,0.0,0.0,0.561,0.0,1.28,0.0,0.851,0.0,0.0,0.0,0.0,0.0
2021 Okolo jiznich Cech / Tour of South Bohemia Stage 2.gpx,https://www.komoot.com/tour/2987037484,136.0,0.0,7.47,0.0,0.0,0.0,0.0,127.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0
2021 Okolo jiznich Cech / Tour of South Bohemia Stage 3.gpx,https://www.komoot.com/tour/2987038288,158.0,0.167,4.08,0.183,0.0,0.0,0.0,151.0,10.8,0.377,0.0,0.0,0.0,0.0,0.0
2021 Okolo jiznich Cech / Tour of South Bohemia Stage 4.gpx,https://www.komoot.com/tour/2987039070,169.0,0.368,13.1,0.474,0.0,1.32,0.0,173.0,9.41,2.25,0.53,0.0,0.53,0.0,0.0
2021 Ronde van Limburg.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour Cycliste International de la Guadeloupe Stage 1.gpx,https://www.komoot.com/tour/2987039914,71.0,69.1,1.48,2.31,0.0,0.0,0.192,143.0,0.0,0.0,4.83,0.192,4.8,0.0,0.0
2021 Tour Cycliste International de la Guadeloupe Stage 2.gpx,https://www.komoot.com/tour/2987040795,43.0,79.9,4.03,1.7,0.0,2.32,0.406,122.0,6.22,0.0,16.1,2.0,15.6,0.0,0.0
2021 Tour Cycliste International de la Guadeloupe Stage 3.gpx,https://www.komoot.com/tour/2987041695,44.7,67.6,3.78,6.86,0.288,4.52,1.05,117.0,4.63,0.0,27.9,4.78,25.6,0.0,0.0
2021 Tour Cycliste International de la Guadeloupe Stage 4.gpx,https://www.komoot.com/tour/2987043095,23.4,105.0,1.43,8.17,0.0,1.99,0.0,133.0,3.7,0.0,7.25,1.83,6.32,0.0,0.0
2021 Tour Cycliste International de la Guadeloupe Stage 5.gpx,https://www.komoot.com/tour/2987044582,99.7,49.9,0.563,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour Cycliste International de la Guadeloupe Stage 6.gpx,https://www.komoot.com/tour/2987045477,11.4,116.0,3.7,10.3,0.0,3.44,1.14,135.0,5.49,0.0,23.6,3.61,22.7,0.0,0.0
2021 Tour Cycliste International de la Guadeloupe Stage 7.gpx,https://www.komoot.com/tour/2987046384,107.0,27.9,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour Cycliste International de la Guadeloupe Stage 8.gpx,https://www.komoot.com/tour/2987046937,2.08,7.94,0.0,0.0,0.0,0.0,0.0,8.68,1.35,0.0,0.248,0.0,0.23,0.0,0.0
2021 Tour Cycliste International de la Guadeloupe Stage 9.gpx,https://www.komoot.com/tour/2987048119,55.9,81.3,0.0,0.452,0.0,0.517,0.0,138.0,0.0,0.0,4.65,0.47,4.84,0.0,0.0
2021 Tour Poitou - Charentes en Nouvelle Aquitaine Stage 1.gpx,https://www.komoot.com/tour/2987048733,189.0,4.9,3.86,0.0,0.0,0.0,0.0,190.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour Poitou - Charentes en Nouvelle Aquitaine Stage 2.gpx,https://www.komoot.com/tour/2987049475,191.0,0.0,0.963,0.129,0.0,0.0,0.0,192.0,0.963,0.0,0.756,0.0,0.717,0.0,0.0
2021 Tour Poitou - Charentes en Nouvelle Aquitaine Stage 3-1.gpx,https://www.komoot.com/tour/2987050198,100.0,3.2,4.68,1.33,0.0,0.0,0.0,100.0,8.87,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour Poitou - Charentes en Nouvelle Aquitaine Stage 3-2.gpx,https://www.komoot.com/tour/2987050807,22.3,0.0,1.42,0.0,0.0,0.0,0.0,21.5,2.07,0.0,0.324,0.0,0.21,0.0,0.0
2021 Tour Poitou - Charentes en Nouvelle Aquitaine Stage 4.gpx,https://www.komoot.com/tour/2987051540,155.0,0.334,9.28,2.32,0.0,0.0,0.0,155.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour d'Eure-et-Loir Stage 1.gpx,https://www.komoot.com/tour/2987052347,110.0,6.53,0.0,1.92,0.0,0.0,0.0,116.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour d'Eure-et-Loir Stage 2.gpx,https://www.komoot.com/tour/2987053167,169.0,9.7,3.72,1.99,0.0,0.0,0.0,179.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour d'Eure-et-Loir Stage 3.gpx,https://www.komoot.com/tour/2987053927,168.0,18.1,1.32,3.61,0.0,0.0,1.06,188.0,2.94,0.0,0.427,1.06,0.415,0.0,0.0
2021 Tour de France Stage 1.gpx,https://www.komoot.com/tour/2987054893,143.0,45.1,3.72,5.87,0.0,0.108,0.0,193.0,3.96,0.328,0.1,0.0,0.0,0.0,0.0
2021 Tour de France Stage 10.gpx,https://www.komoot.com/tour/2987056050,64.8,85.3,0.188,38.7,0.0,0.0,0.0,188.0,0.615,0.0,1.63,0.0,1.63,0.0,0.0
2021 Tour de France Stage 11.gpx,https://www.komoot.com/tour/2987057177,146.0,5.52,0.574,46.9,0.0,0.426,0.0,197.0,1.53,0.0,0.426,0.0,0.0,0.0,0.0
2021 Tour de France Stage 12.gpx,https://www.komoot.com/tour/2987058199,118.0,38.9,0.819,1.36,0.0,0.0,0.0,159.0,0.508,0.0,0.492,0.0,0.439,0.0,0.0
2021 Tour de France Stage 13.gpx,https://www.komoot.com/tour/2987059337,212.0,1.58,0.487,4.16,0.0,0.19,0.0,207.0,11.4,0.0,1.62,0.0,1.43,0.0,0.0
2021 Tour de France Stage 14.gpx,https://www.komoot.com/tour/2987060274,149.0,33.1,0.191,1.85,0.0,0.101,0.0,176.0,0.0,0.0,0.143,7.95,0.0,0.0,0.0
2021 Tour de France Stage 15.gpx,https://www.komoot.com/tour/2987061420,54.3,129.0,0.742,5.1,0.0,1.72,0.0,189.0,1.57,0.308,0.993,0.0,0.551,0.0,0.0
2021 Tour de France Stage 16.gpx,https://www.komoot.com/tour/2987062438,126.0,40.1,0.666,3.02,0.0,0.0,0.0,162.0,7.07,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour de France Stage 17.gpx,https://www.komoot.com/tour/2987063315,156.0,6.2,1.22,14.8,0.0,0.0,0.0,174.0,3.93,0.114,0.294,0.0,0.294,0.0,0.0
2021 Tour de France Stage 18.gpx,https://www.komoot.com/tour/2987064355,124.0,5.67,0.0,0.0,0.0,0.138,0.0,129.0,0.0,0.0,0.0,0.178,0.0,0.0,0.0
2021 Tour de France Stage 19.gpx,https://www.komoot.com/tour/2987065339,161.0,35.8,1.75,3.48,0.0,1.34,0.0,197.0,4.97,0.0,3.79,1.18,3.48,0.0,0.0
2021 Tour de France Stage 2.gpx,https://www.komoot.com/tour/2987066344,157.0,19.9,2.26,4.31,0.0,0.0,0.0,181.0,2.3,0.279,0.291,0.0,0.278,0.0,0.0
2021 Tour de France Stage 20.gpx,https://www.komoot.com/tour/2987066949,24.8,4.63,0.177,0.649,0.0,0.664,0.0,28.9,2.03,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour de France Stage 21.gpx,https://www.komoot.com/tour/2987069240,17.0,47.1,0.7,38.7,0.0,1.07,2.03,66.9,2.71,38.4,0.794,0.241,0.781,0.0,0.0
2021 Tour de France Stage 3.gpx,https://www.komoot.com/tour/2987070140,132.0,44.2,0.869,4.69,0.0,0.608,0.0,178.0,3.63,0.416,0.0,0.0,0.0,0.268,0.0
2021 Tour de France Stage 4.gpx,https://www.komoot.com/tour/2987070985,76.2,71.5,1.1,1.09,0.0,0.0,0.0,150.0,0.329,0.0,0.196,0.0,0.196,0.0,0.0
2021 Tour de France Stage 5.gpx,https://www.komoot.com/tour/2987071834,23.1,2.08,1.34,0.256,0.0,0.0,0.0,25.4,1.36,0.0,0.263,0.0,0.245,0.0,0.0
2021 Tour de France Stage 6.gpx,https://www.komoot.com/tour/2987072512,81.2,71.8,1.13,5.13,0.0,0.0,0.0,160.0,0.515,0.0,1.28,0.0,0.0,0.0,0.0
2021 Tour de France Stage 7.gpx,https://www.komoot.com/tour/2987073386,149.0,89.3,1.16,8.49,0.253,0.0,0.0,248.0,0.7,0.0,0.518,0.0,0.265,0.0,0.0
2021 Tour de France Stage 8.gpx,https://www.komoot.com/tour/2987074176,97.2,47.5,1.81,1.88,0.0,0.185,0.0,148.0,0.0,0.0,2.66,0.0,2.54,0.0,0.0
2021 Tour de France Stage 9.gpx,https://www.komoot.com/tour/2987075240,89.4,51.4,0.286,3.13,0.0,0.139,0.0,144.0,0.366,0.0,0.249,0.0,0.189,0.0,0.0
2021 Tour de Hongrie Stage 1.gpx,https://www.komoot.com/tour/2987076510,138.0,18.4,5.5,6.3,0.0,1.23,0.0,167.0,1.65,0.0,0.677,0.586,3.29,0.0,0.0
2021 Tour de Hongrie Stage 2.gpx,https://www.komoot.com/tour/2987077606,138.0,39.8,1.14,3.96,0.0,0.165,0.0,180.0,1.84,0.331,0.314,0.0,0.236,0.0,0.0
2021 Tour de Hongrie Stage 3.gpx,https://www.komoot.com/tour/2987078579,97.9,39.2,1.68,0.545,0.0,0.344,0.0,138.0,0.808,0.0,2.51,0.344,2.51,0.0,0.0
2021 Tour de Hongrie Stage 4.gpx,https://www.komoot.com/tour/2987079649,99.4,92.6,1.74,5.21,0.0,0.0,0.0,199.0,0.0,0.0,3.54,0.0,3.32,0.0,0.0
2021 Tour de Hongrie Stage 5.gpx,https://www.komoot.com/tour/2987081082,37.0,0.0,15.0,40.9,0.0,0.0,0.0,92.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour de Pologne Stage 1.gpx,https://www.komoot.com/tour/2987082184,202.0,0.888,11.8,1.09,0.0,0.887,0.232,207.0,5.62,2.68,3.42,0.736,2.33,0.0,0.0
2021 Tour de Pologne Stage 2.gpx,https://www.komoot.com/tour/2987083388,189.0,7.05,0.616,3.7,0.0,0.406,0.0,196.0,0.604,4.2,0.0,0.26,0.0,0.0,0.0
2021 Tour de Pologne Stage 3.gpx,https://www.komoot.com/tour/2987084397,184.0,28.1,7.23,2.11,0.0,3.68,0.0,220.0,3.66,1.9,0.511,0.539,0.0,0.0,0.0
2021 Tour de Pologne Stage 4.gpx,https://www.komoot.com/tour/2987085046,140.0,7.26,6.82,4.02,0.0,2.66,0.0,142.0,17.0,1.64,0.245,0.241,0.0,0.0,0.0
2021 Tour de Pologne Stage 5.gpx,https://www.komoot.com/tour/2987086003,165.0,1.96,4.36,0.0,0.0,0.0,0.0,167.0,5.21,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour de Pologne Stage 6.gpx,https://www.komoot.com/tour/2987086640,11.4,1.14,1.29,4.19,0.0,0.297,0.0,17.4,0.0,0.857,0.417,0.0,0.375,0.0,0.0
2021 Tour de Pologne Stage 7.gpx,https://www.komoot.com/tour/2987088252,131.0,3.86,1.49,6.64,0.0,0.0,0.0,144.0,0.0,0.0,0.373,0.0,0.0,0.0,0.0
2021 Tour de Romandie Prologue.gpx,https://www.komoot.com/tour/2987089000,1.83,0.0,0.0,2.17,0.0,0.0,0.0,3.51,0.484,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour de Romandie Stage 1.gpx,https://www.komoot.com/tour/2987090037,104.0,8.36,2.6,52.3,0.0,1.02,0.0,161.0,7.38,0.0,0.366,0.0,0.0,0.0,0.0
2021 Tour de Romandie Stage 2.gpx,https://www.komoot.com/tour/2987090944,121.0,24.2,2.31,17.3,0.0,0.408,0.0,147.0,17.9,0.314,0.0,0.0,0.0,0.0,0.0
2021 Tour de Romandie Stage 3.gpx,https://www.komoot.com/tour/2987091817,163.0,0.0,1.99,3.19,0.0,0.76,0.0,162.0,6.68,0.0,0.26,0.0,0.0,0.0,0.0
2021 Tour de Romandie Stage 4.gpx,https://www.komoot.com/tour/2987092958,140.0,2.23,2.62,15.4,0.205,0.825,0.0,157.0,3.45,0.0,0.796,0.151,0.0,0.0,0.0
2021 Tour de Romandie Stage 5.gpx,https://www.komoot.com/tour/2987093620,10.2,0.0,1.03,4.17,0.0,0.707,0.0,13.7,1.3,1.08,0.0,0.0,0.0,0.0,0.0
2021 Tour de Serbie Stage 1.gpx,https://www.komoot.com/tour/2987094453,73.4,67.2,0.325,0.0,0.0,1.4,0.0,138.0,3.12,0.0,4.98,1.74,5.32,0.0,0.0
2021 Tour de Serbie Stage 2.gpx,https://www.komoot.com/tour/2987095100,51.7,91.3,0.265,0.0,0.0,0.198,0.0,142.0,0.618,0.0,0.522,0.438,0.508,0.0,0.0
2021 Tour de Serbie Stage 3.gpx,https://www.komoot.com/tour/2987095659,79.8,69.5,3.97,0.0,0.0,0.0,0.0,153.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour de Serbie Stage 4.gpx,https://www.komoot.com/tour/2987096272,80.2,72.3,4.04,0.0,0.0,0.188,0.0,156.0,0.809,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour de Suisse Stage 1.gpx,https://www.komoot.com/tour/2987096722,3.67,0.142,0.551,4.81,0.0,1.44,0.0,10.3,0.657,0.0,0.355,0.0,0.0,0.0,0.0
2021 Tour de Suisse Stage 2.gpx,https://www.komoot.com/tour/2987097750,97.1,41.0,5.23,28.0,0.0,1.56,0.0,173.0,4.41,0.0,0.177,0.528,0.0,0.0,0.0
2021 Tour de Suisse Stage 3.gpx,https://www.komoot.com/tour/2987099081,118.0,25.4,1.58,36.3,0.0,0.648,0.0,163.0,17.9,0.0,0.232,0.0,0.0,0.0,0.0
2021 Tour de Suisse Stage 4.gpx,https://www.komoot.com/tour/2987100190,51.7,80.1,0.799,29.5,0.0,1.31,0.0,164.0,4.08,0.0,3.2,0.0,1.37,0.0,0.0
2021 Tour de Suisse Stage 5.gpx,https://www.komoot.com/tour/2987101422,102.0,43.2,1.87,27.7,0.0,0.342,0.129,171.0,1.04,0.0,1.15,2.69,0.193,0.0,0.0
2021 Tour de Suisse Stage 6.gpx,https://www.komoot.com/tour/2987102401,61.9,57.7,0.394,10.3,0.0,0.0,0.0,123.0,5.96,0.957,0.0,0.0,0.0,0.0,0.0
2021 Tour de Suisse Stage 7.gpx,https://www.komoot.com/tour/2987102919,0.624,20.8,0.11,1.64,0.0,0.0,0.0,22.7,0.0,0.385,0.0,0.0,0.0,0.0,0.0
2021 Tour de Suisse Stage 8.gpx,https://www.komoot.com/tour/2987103644,69.3,73.2,0.596,12.0,0.0,0.626,0.397,141.0,7.19,6.86,1.04,0.873,0.837,0.0,0.0
2021 Tour de Vendee.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour de l'Ain Stage 1.gpx,https://www.komoot.com/tour/2987107060,132.0,2.67,2.22,1.54,0.0,0.0,0.0,133.0,5.69,0.0,0.24,0.0,0.214,0.0,0.0
2021 Tour de l'Ain Stage 2.gpx,https://www.komoot.com/tour/2987107893,125.0,5.38,0.691,0.0,0.0,0.716,0.0,129.0,1.78,0.0,0.0,0.716,0.0,0.0,0.0
2021 Tour de l'Ain Stage 3.gpx,https://www.komoot.com/tour/2987108380,117.0,0.117,0.149,0.0,0.0,0.137,0.256,110.0,6.52,0.0,0.177,0.256,0.0,0.0,0.0
2021 Tour de la Mirabelle Prologue.gpx,https://www.komoot.com/tour/2987108933,2.16,0.0,0.384,0.271,0.0,0.0,0.0,2.83,0.0,0.0,0.197,0.0,0.172,0.0,0.0
2021 Tour de la Mirabelle Stage 1.gpx,https://www.komoot.com/tour/2987109474,113.0,42.8,3.45,0.0,0.0,0.0,0.0,150.0,8.82,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour de la Mirabelle Stage 2.gpx,https://www.komoot.com/tour/2987110212,124.0,51.6,0.285,1.96,0.0,0.0,0.0,176.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour de la Mirabelle Stage 3.gpx,https://www.komoot.com/tour/2987110788,167.0,16.3,1.7,4.7,0.0,0.0,0.0,186.0,3.86,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour de la Provence Stage 1.gpx,https://www.komoot.com/tour/2987111638,140.0,35.1,0.0,7.23,0.0,0.165,0.0,182.0,0.0,0.0,0.0,0.165,0.0,0.0,0.0
2021 Tour de la Provence Stage 2.gpx,https://www.komoot.com/tour/2987112701,138.0,35.5,0.276,1.4,0.0,0.242,0.0,174.0,0.333,0.0,0.0,0.23,0.0,0.0,0.0
2021 Tour de la Provence Stage 3.gpx,https://www.komoot.com/tour/2987113585,139.0,11.2,0.0,3.94,0.0,0.0,0.0,150.0,4.21,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour de la Provence Stage 4.gpx,https://www.komoot.com/tour/2987114706,133.0,24.8,2.14,2.72,0.0,0.0,0.0,162.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour des Alpes Maritimes et du Var Stage 1.gpx,https://www.komoot.com/tour/2987115676,153.0,17.2,0.286,15.7,0.217,0.0,0.182,186.0,0.0,0.0,0.771,0.182,1.02,0.0,0.0
2021 Tour des Alpes Maritimes et du Var Stage 2.gpx,https://www.komoot.com/tour/2987116477,160.0,5.79,2.12,0.0,0.0,0.0,0.0,163.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour des Alpes Maritimes et du Var Stage 3.gpx,https://www.komoot.com/tour/2987117117,120.0,6.82,2.13,1.65,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0
2021 Tour du Doubs.gpx,https://www.komoot.com/tour/2987117808,180.0,17.3,2.36,0.797,0.0,0.0,0.0,193.0,7.03,0.0,0.749,0.0,0.324,0.0,0.0
2021 Tour du Faso Stage 1.gpx,https://www.komoot.com/tour/2987118526,9.93,114.0,0.0,0.0,0.0,0.0,0.0,116.0,8.71,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour du Faso Stage 10.gpx,https://www.komoot.com/tour/2987119314,16.3,79.7,1.5,10.6,0.0,0.0,0.0,93.8,14.1,0.0,1.41,0.357,1.37,0.0,0.0
2021 Tour du Faso Stage 2.gpx,https://www.komoot.com/tour/2987119889,1.01,176.0,0.574,0.0,0.0,0.0,0.0,177.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour du Faso Stage 3.gpx,https://www.komoot.com/tour/2987120487,0.878,134.0,0.0,0.0,0.0,0.0,0.0,108.0,17.0,0.0,0.0,7.79,0.0,1.87,0.0
2021 Tour du Faso Stage 4.gpx,https://www.komoot.com/tour/2987121059,0.137,149.0,0.455,0.0,0.0,0.0,0.0,95.0,50.0,0.0,0.484,3.22,0.484,1.0,0.0
2021 Tour du Faso Stage 5.gpx,https://www.komoot.com/tour/2987121575,7.65,85.2,1.87,0.0,0.0,0.0,0.0,87.4,0.363,0.0,0.0,6.98,0.0,0.0,0.0
2021 Tour du Faso Stage 6.gpx,https://www.komoot.com/tour/2987122109,0.0,148.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour du Faso Stage 7.gpx,https://www.komoot.com/tour/2987122631,0.0,31.4,0.0,0.0,0.0,0.0,0.0,31.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour du Faso Stage 8.gpx,https://www.komoot.com/tour/2987123379,2.88,125.0,0.368,0.0,0.0,0.0,0.247,125.0,3.25,0.0,0.709,0.247,0.709,0.0,0.0
2021 Tour du Faso Stage 9.gpx,https://www.komoot.com/tour/2987124302,2.86,121.0,0.577,7.56,0.0,0.0,0.214,121.0,11.0,0.0,0.715,0.214,0.715,0.0,0.0
2021 Tour du Finistere.gpx,https://www.komoot.com/tour/2987125217,171.0,6.92,3.84,11.8,0.0,0.238,0.0,167.0,26.5,0.127,0.0,0.0,0.0,0.0,0.0
2021 Tour du Jura Cycliste.gpx,https://www.komoot.com/tour/2987126102,157.0,4.27,8.23,10.0,0.0,0.606,0.0,174.0,6.72,0.0,0.0,0.0,0.0,0.125,0.0
2021 Tour du Limousin - Nouvelle Aquitaine Stage 1.gpx,https://www.komoot.com/tour/2987126696,181.0,1.54,1.81,0.0,0.0,0.0,0.0,163.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour du Limousin - Nouvelle Aquitaine Stage 2.gpx,https://www.komoot.com/tour/2987127193,170.0,0.892,0.71,0.0,0.0,0.0,0.0,131.0,40.4,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour du Limousin - Nouvelle Aquitaine Stage 3.gpx,https://www.komoot.com/tour/2987127859,168.0,16.1,0.462,0.0,0.166,0.0,0.0,162.0,22.2,0.0,0.166,0.0,0.0,0.0,0.0
2021 Tour du Limousin - Nouvelle Aquitaine Stage 4.gpx,https://www.komoot.com/tour/2987128490,151.0,7.24,10.5,1.23,0.0,0.0,0.0,142.0,27.9,0.0,0.308,0.0,0.308,0.0,0.0
2021 Tour du Rwanda Stage 1.gpx,https://www.komoot.com/tour/2987128978,6.45,110.0,0.0,0.0,0.0,0.0,0.0,116.0,0.323,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour du Rwanda Stage 2.gpx,https://www.komoot.com/tour/2987129596,0.0,119.0,1.88,0.0,0.0,0.0,0.101,17.0,104.0,0.0,0.25,0.101,0.25,0.0,0.0
2021 Tour du Rwanda Stage 3.gpx,https://www.komoot.com/tour/2987130153,0.0,168.0,1.47,0.0,0.0,0.0,0.0,39.7,129.0,0.0,0.753,0.0,0.694,0.0,0.0
2021 Tour du Rwanda Stage 4.gpx,https://www.komoot.com/tour/2987130847,23.5,100.0,0.0,0.0,0.0,0.0,0.0,27.2,96.4,0.0,0.395,0.0,0.395,0.0,0.0
2021 Tour du Rwanda Stage 5.gpx,https://www.komoot.com/tour/2987131409,1.67,150.0,0.0,0.0,0.0,0.0,0.0,75.5,75.8,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour du Rwanda Stage 6.gpx,https://www.komoot.com/tour/2987131993,5.24,141.0,3.25,0.0,0.0,0.0,0.0,99.1,50.3,0.0,0.317,0.0,0.317,0.0,0.0
