fichier_gpx,route_url,road_km,state_road_km,street_km,cycleway_km,off-grid_(unknown)_km,access_road_km,asphalt_km,paved_km,cobblestones_km,unknown_km,path_km,unpaved_km,singletrack_km,compacted_gravel_km,ferry_km
2018 Oberoesterreichrundfahrt Stage 3.gpx,https://www.komoot.com/tour/2970599383,116.0,20.7,7.23,0.207,0.0,0.0,127.0,15.7,0.0,0.0,0.243,0.0,0.0,1.38,0.0
2018 Oberoesterreichrundfahrt Stage 4.gpx,https://www.komoot.com/tour/2970600405,117.0,8.59,9.38,2.26,1.2,0.0,110.0,27.0,0.626,1.29,0.0,0.0,0.0,0.0,0.0
2018 Oita Urban Classic.gpx,https://www.komoot.com/tour/2970601772,142.0,0.0,11.3,0.0,3.07,0.0,143.0,0.0,0.0,17.0,3.39,1.37,1.37,0.0,0.0
2018 Olympia's Tour Stage 1.gpx,https://www.komoot.com/tour/2970602707,76.6,4.43,0.979,24.2,1.07,0.0,74.4,20.3,28.9,1.3,0.756,0.765,0.198,0.0,0.0
2018 Olympia's Tour Stage 2.gpx,https://www.komoot.com/tour/2970603641,64.0,0.0,1.44,24.8,4.31,0.0,96.6,48.1,10.3,5.27,0.128,0.839,0.853,0.0,0.0
2018 Olympia's Tour Stage 3.gpx,https://www.komoot.com/tour/2970604720,105.0,0.333,2.26,58.8,2.6,0.213,133.0,24.2,20.7,4.2,2.52,1.91,0.0,0.0,0.0
2018 Olympia's Tour Stage 4.gpx,https://www.komoot.com/tour/2970605705,85.0,1.14,2.79,47.3,3.55,0.0,135.0,13.8,3.27,3.97,0.541,0.0,0.0,0.541,0.0
2018 Omloop Het Nieuwsblad.gpx,https://www.komoot.com/tour/2970606688,72.0,6.1,37.1,71.5,0.209,0.186,119.0,62.9,15.3,0.421,0.174,0.282,0.278,0.0,0.0
2018 Omloop Mandel-Leie-Schelde Meulebeke.gpx,https://www.komoot.com/tour/2970607781,58.6,0.0,17.9,87.3,0.0,0.0,113.0,75.2,0.0,24.1,0.0,0.566,0.566,0.0,0.0
2018 Omloop van het Houtland Lichtervelde.gpx,https://www.komoot.com/tour/2970609637,104.0,0.876,22.6,48.1,0.0,0.0,75.7,108.0,5.48,0.806,0.0,0.0,0.0,0.0,0.0
2018 PWZ Zuidenveldtour.gpx,https://www.komoot.com/tour/2970610641,105.0,0.0,2.65,41.3,3.33,0.0,104.0,57.8,22.7,3.98,9.25,4.26,1.69,1.49,0.0
2018 Paris - Bourges.gpx,https://www.komoot.com/tour/2970611749,169.0,15.8,0.0,4.62,0.826,0.0,188.0,2.11,0.0,0.304,0.0,0.0,0.0,0.0,0.0
2018 Paris - Mantes-en-Yvelines.gpx,https://www.komoot.com/tour/2970612778,143.0,17.0,11.0,1.93,0.217,0.0,141.0,31.6,0.0,0.217,0.0,0.0,0.0,0.0,0.0
2018 Paris - Roubaix.gpx,https://www.komoot.com/tour/2970614065,172.0,45.5,9.98,17.5,0.879,0.21,202.0,1.61,49.9,1.26,10.8,2.31,1.68,1.46,0.0
2018 Paris - Tours.gpx,https://www.komoot.com/tour/2970615233,180.0,5.87,10.5,3.91,0.672,0.0,184.0,14.8,0.0,0.672,10.6,9.22,0.0,2.33,0.0
2018 Paris - Troyes.gpx,https://www.komoot.com/tour/2970616032,169.0,7.83,0.673,2.42,0.0,0.0,180.0,0.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Paris-Camembert.gpx,https://www.komoot.com/tour/2970616919,141.0,51.4,2.79,0.529,1.69,0.0,170.0,25.6,0.439,1.71,2.0,2.0,0.0,0.0,0.0
2018 Paris-Chauny (classique).gpx,https://www.komoot.com/tour/2970617840,172.0,11.6,6.99,3.76,0.498,0.0,186.0,8.8,0.0,0.628,0.0,0.0,0.0,0.0,0.0
2018 Paris-Nice Stage 1.gpx,https://www.komoot.com/tour/2970618915,79.7,38.8,0.955,12.1,0.0,0.119,127.0,5.34,0.951,0.31,0.658,1.3,1.3,0.0,0.0
2018 Paris-Nice Stage 2.gpx,https://www.komoot.com/tour/2970619821,175.0,6.75,2.07,2.59,0.0,0.0,183.0,3.33,0.0,0.126,0.0,0.0,0.0,0.0,0.0
2018 Paris-Nice Stage 3.gpx,https://www.komoot.com/tour/2970620741,176.0,28.0,0.213,4.12,0.0,0.129,204.0,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Paris-Nice Stage 4.gpx,https://www.komoot.com/tour/2970621518,16.4,0.0,1.47,0.325,0.167,0.0,17.6,0.581,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Paris-Nice Stage 5.gpx,https://www.komoot.com/tour/2970622554,155.0,8.97,0.621,0.0,0.362,0.0,161.0,4.05,0.0,0.362,0.712,0.447,0.0,0.0,0.0
2018 Paris-Nice Stage 6.gpx,https://www.komoot.com/tour/2970623723,122.0,61.2,7.0,7.71,0.19,0.0,198.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0
2018 Paris-Nice Stage 7.gpx,https://www.komoot.com/tour/2970625140,158.0,14.3,0.531,1.91,0.0,0.0,174.0,0.949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Paris-Nice Stage 8.gpx,https://www.komoot.com/tour/2970626242,79.6,22.0,0.88,7.24,0.28,0.0,109.0,0.77,0.0,0.617,0.0,0.0,0.0,0.0,0.0
2018 PostNord Danmark Rundt - Tour of Denmark Stage 1.gpx,https://www.komoot.com/tour/2970627491,129.0,5.36,8.97,56.1,0.0,0.0,182.0,34.5,0.171,1.52,0.239,0.247,0.0,0.328,0.0
2018 PostNord Danmark Rundt - Tour of Denmark Stage 2.gpx,https://www.komoot.com/tour/2970628549,118.0,1.28,4.61,39.8,1.07,0.0,148.0,22.7,0.176,1.14,0.0,0.107,0.107,0.0,0.0
2018 PostNord Danmark Rundt - Tour of Denmark Stage 3.gpx,https://www.komoot.com/tour/2970629630,121.0,5.35,2.35,35.6,0.0,0.163,155.0,18.3,1.3,0.534,0.866,1.93,0.0,1.61,0.0
2018 PostNord Danmark Rundt - Tour of Denmark Stage 4.gpx,https://www.komoot.com/tour/2970630340,9.41,0.0,3.04,2.7,0.0,0.0,17.3,1.63,0.0,3.94,0.0,0.0,0.0,0.0,0.0
2018 PostNord Danmark Rundt - Tour of Denmark Stage 5.gpx,https://www.komoot.com/tour/2970631691,84.0,0.213,6.46,87.6,1.91,0.0,123.0,72.6,0.23,2.85,0.179,0.0,0.474,0.0,0.0
2018 Presidential Cycling Tour of Turkey Stage 1.gpx,https://www.komoot.com/tour/2970633017,55.2,82.3,2.2,1.77,9.78,0.0,136.0,3.89,0.0,10.8,0.0,0.0,0.0,0.0,0.0
2018 Presidential Cycling Tour of Turkey Stage 2.gpx,https://www.komoot.com/tour/2970634346,50.4,98.5,0.377,0.0,0.301,0.0,149.0,0.465,0.229,0.0,0.293,0.0,0.0,0.0,0.0
2018 Presidential Cycling Tour of Turkey Stage 3.gpx,https://www.komoot.com/tour/2970635262,13.1,118.0,0.151,0.0,1.16,0.0,130.0,0.0,1.29,0.948,0.0,0.0,0.0,0.0,0.0
2018 Presidential Cycling Tour of Turkey Stage 4.gpx,https://www.komoot.com/tour/2970636288,10.3,204.0,0.405,0.0,0.597,0.0,212.0,1.7,0.535,1.0,0.0,0.0,0.0,0.0,0.0
2018 Presidential Cycling Tour of Turkey Stage 5.gpx,https://www.komoot.com/tour/2970637211,9.16,124.0,1.15,0.0,0.569,0.0,133.0,0.301,0.0,1.48,0.0,0.0,0.0,0.0,0.0
2018 Presidential Cycling Tour of Turkey Stage 6.gpx,https://www.komoot.com/tour/2970639326,4.56,28.6,8.42,0.291,120.0,0.384,34.7,3.83,0.662,126.0,3.89,0.149,0.123,0.0,0.0
2018 Primus Classic.gpx,https://www.komoot.com/tour/2970640177,121.0,5.97,8.36,49.7,0.0,0.0,151.0,38.6,1.42,5.21,0.0,0.264,0.228,0.0,0.0
2018 Prudential RideLondon-Surrey Classic.gpx,https://www.komoot.com/tour/2970641547,74.8,89.7,1.17,17.8,0.305,0.122,175.0,9.33,0.525,0.448,1.39,2.16,1.82,0.0,0.0
2018 Prueba Villafranca-Ordiziako Klasika.gpx,https://www.komoot.com/tour/2970642609,156.0,0.0,4.87,2.9,0.0,0.0,165.0,0.376,1.29,0.0,2.75,0.0,0.0,0.0,0.0
2018 Puchar Uzdrowisk Karpackich.gpx,https://www.komoot.com/tour/2970643566,157.0,0.881,22.1,0.0,0.0,0.0,178.0,1.16,0.0,0.756,0.639,0.662,0.0,0.0,0.0
2018 Rabobank Dorpenomloop Rucphen.gpx,https://www.komoot.com/tour/2970644385,78.6,0.0,1.35,73.3,0.0,0.0,108.0,77.9,2.25,0.108,0.0,0.0,0.0,0.0,0.0
2018 Ras Tailteann Stage 1.gpx,https://www.komoot.com/tour/2970645207,111.0,22.1,0.0,2.04,0.224,0.0,126.0,9.18,0.0,0.224,0.0,0.0,0.0,0.0,0.0
2018 Ras Tailteann Stage 2.gpx,https://www.komoot.com/tour/2970645983,95.0,54.2,0.0,1.14,0.189,0.0,150.0,0.7,0.0,0.189,0.0,0.0,0.0,0.0,0.0
2018 Ras Tailteann Stage 3.gpx,https://www.komoot.com/tour/2970646679,70.7,68.5,0.214,0.824,0.0,0.0,134.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Ras Tailteann Stage 4.gpx,https://www.komoot.com/tour/2970647517,79.4,68.4,0.0,0.95,0.0,0.0,147.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Ras Tailteann Stage 5.gpx,https://www.komoot.com/tour/2970648636,91.0,57.4,0.384,0.0,0.683,0.0,148.0,0.952,0.0,0.707,0.305,0.0,0.0,0.0,0.0
2018 Ras Tailteann Stage 6.gpx,https://www.komoot.com/tour/2970649353,133.0,16.5,0.315,2.53,0.315,0.0,144.0,8.51,0.0,0.315,0.0,0.0,0.0,0.0,0.0
2018 Ras Tailteann Stage 7.gpx,https://www.komoot.com/tour/2970650094,141.0,1.25,0.0,0.185,0.0,0.0,136.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Ras Tailteann Stage 8.gpx,https://www.komoot.com/tour/2970651099,139.0,0.574,0.268,1.19,0.274,0.0,129.0,12.4,0.0,0.587,0.596,0.0,0.0,0.0,0.0
2018 Record Bank E3 Harelbeke.gpx,https://www.komoot.com/tour/2970651875,73.7,6.31,29.2,78.6,1.66,0.0,121.0,70.3,13.0,1.97,0.401,0.0,0.105,0.381,0.0
2018 Rhone-Alpes Isere Tour Stage 1.gpx,https://www.komoot.com/tour/2970652805,140.0,2.81,0.672,0.409,0.0,0.0,131.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Rhone-Alpes Isere Tour Stage 2.gpx,https://www.komoot.com/tour/2970653531,135.0,0.392,1.91,2.7,0.27,0.0,99.0,41.2,0.0,0.27,0.249,0.366,0.117,0.0,0.0
2018 Rhone-Alpes Isere Tour Stage 3.gpx,https://www.komoot.com/tour/2970654632,166.0,0.539,2.78,0.595,0.0,0.0,139.0,30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Rhone-Alpes Isere Tour Stage 4.gpx,https://www.komoot.com/tour/2970655740,150.0,5.88,11.9,3.83,0.0,0.0,158.0,12.8,0.0,0.0,0.55,1.91,0.108,0.0,0.0
2018 Ringerike GP.gpx,https://www.komoot.com/tour/2970656716,93.3,54.2,7.12,6.03,0.401,0.0,149.0,11.2,1.67,0.639,2.02,0.353,0.0,0.0,0.0
2018 Ronde Van Vlaanderen.gpx,https://www.komoot.com/tour/2970657715,101.0,12.3,31.4,105.0,2.05,0.24,131.0,113.0,18.9,2.63,0.725,0.516,0.644,0.0,0.0
2018 Ronde de l'Isard Stage 1.gpx,https://www.komoot.com/tour/2970658652,123.0,7.45,0.891,1.35,0.179,0.0,111.0,20.9,0.0,0.373,0.0,0.0,0.0,0.0,0.0
2018 Ronde de l'Isard Stage 2.gpx,https://www.komoot.com/tour/2970659432,99.5,48.0,0.159,6.47,0.24,0.0,154.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0
2018 Ronde de l'Isard Stage 3.gpx,https://www.komoot.com/tour/2970660255,151.0,2.66,0.0,0.0,0.0,0.0,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Ronde de l'Isard Stage 4.gpx,https://www.komoot.com/tour/2970661074,150.0,0.101,0.899,0.0,0.472,0.0,151.0,0.639,0.0,0.501,0.231,0.218,0.0,0.0,0.0
2018 Ronde de l'Oise Stage 1.gpx,https://www.komoot.com/tour/2970661920,119.0,9.44,1.93,1.69,0.0,0.0,131.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0
2018 Ronde de l'Oise Stage 2.gpx,https://www.komoot.com/tour/2970662672,199.0,0.0,5.64,4.02,0.357,0.0,202.0,6.94,0.0,0.357,0.0,0.0,0.0,0.0,0.0
2018 Ronde de l'Oise Stage 3.gpx,https://www.komoot.com/tour/2970663467,175.0,0.322,0.0,0.0,0.0,0.0,172.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Ronde de l'Oise Stage 4.gpx,https://www.komoot.com/tour/2970664354,168.0,2.22,7.29,6.03,0.501,0.0,179.0,4.46,0.0,0.249,0.0,0.0,0.0,0.0,0.0
2018 Ronde van Drenthe.gpx,https://www.komoot.com/tour/2970665250,88.3,0.0,7.45,49.7,4.13,0.0,97.0,52.9,33.2,6.89,22.7,4.12,0.731,0.784,0.0
2018 Ronde van Limburg.gpx,https://www.komoot.com/tour/2970666234,87.1,11.1,12.9,74.3,1.96,0.0,112.0,75.5,10.9,2.16,2.9,0.637,0.0,0.0,0.0
2018 Ronde van Midden Nederland.gpx,https://www.komoot.com/tour/2970667158,77.4,7.8,2.23,79.1,7.57,0.148,152.0,21.9,8.77,8.25,1.1,0.232,0.229,0.0,0.0
2018 Ronde van Overijssel.gpx,https://www.komoot.com/tour/2970668281,139.0,0.707,2.62,41.3,2.11,0.0,163.0,13.6,21.3,3.06,1.18,1.19,0.356,0.0,0.0
2018 Route Adelie de Vitre.gpx,https://www.komoot.com/tour/2970669661,166.0,15.3,7.28,9.0,0.0,0.0,168.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Route d'Occitaine Stage 1.gpx,https://www.komoot.com/tour/2970670649,147.0,16.5,2.03,0.0,0.431,0.0,159.0,7.12,0.0,0.744,0.666,0.666,0.0,0.0,0.0
2018 Route d'Occitaine Stage 2.gpx,https://www.komoot.com/tour/2970671554,152.0,20.7,0.0,0.0,0.214,0.0,173.0,0.0,0.0,0.214,0.0,0.0,0.0,0.0,0.0
2018 Route d'Occitaine Stage 3.gpx,https://www.komoot.com/tour/2970672866,185.0,10.2,0.383,1.57,0.0,0.0,197.0,0.47,0.0,0.0,0.626,0.0,0.0,0.528,0.0
2018 Route d'Occitaine Stage 4.gpx,https://www.komoot.com/tour/2970673664,143.0,47.7,0.83,0.0,0.431,0.0,174.0,17.4,0.0,0.315,0.124,0.0,0.0,0.0,0.0
2018 Royal Bernard Drome Classic.gpx,https://www.komoot.com/tour/2970675011,171.0,19.4,16.6,3.56,0.0,0.0,183.0,23.9,0.149,4.04,2.36,2.35,1.05,0.0,0.0
2018 Rund um Koln.gpx,https://www.komoot.com/tour/2970677461,137.0,4.89,5.66,46.6,8.08,0.33,167.0,29.9,2.99,8.47,0.814,0.667,0.428,0.151,0.0
2018 Ruota d'Oro - GP Festa del Perdono.gpx,https://www.komoot.com/tour/2970678258,156.0,3.19,0.877,0.0,3.94,0.0,155.0,4.94,0.0,3.94,0.0,0.0,0.0,0.0,0.0
2018 Rutland - Melton Cicle Classic.gpx,https://www.komoot.com/tour/2970679091,138.0,39.8,8.42,0.19,1.05,0.0,124.0,58.9,0.0,4.13,4.57,4.57,0.0,0.0,0.0
2018 Santos Tour Down Under Stage 1.gpx,https://www.komoot.com/tour/2970679930,53.1,62.6,0.0,0.0,0.0,0.0,109.0,6.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Santos Tour Down Under Stage 2.gpx,https://www.komoot.com/tour/2970680579,64.0,29.0,5.1,3.87,0.0,0.0,98.4,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Santos Tour Down Under Stage 3.gpx,https://www.komoot.com/tour/2970681214,91.4,20.1,8.37,1.72,0.299,0.0,110.0,11.9,0.0,0.0,0.527,0.118,0.0,0.0,0.0
2018 Santos Tour Down Under Stage 4.gpx,https://www.komoot.com/tour/2970682136,2.22,0.0,1.39,36.8,3.24,0.0,40.4,2.85,0.0,5.42,5.22,0.0,0.0,0.0,0.0
2018 Santos Tour Down Under Stage 5.gpx,https://www.komoot.com/tour/2970682997,115.0,23.5,8.0,3.89,1.09,0.0,141.0,9.29,0.0,1.09,0.0,0.0,0.0,0.0,0.0
2018 Santos Tour Down Under Stage 6.gpx,https://www.komoot.com/tour/2970684559,65.4,0.0,10.6,11.0,0.0,0.0,86.2,1.34,0.499,0.0,1.02,0.294,0.294,0.0,0.0
2018 Scandinavian Race.gpx,https://www.komoot.com/tour/2970686943,78.5,0.0,60.0,47.4,2.93,0.0,154.0,16.7,4.93,11.9,2.27,2.24,1.94,3.43,0.0
2018 Scheldeprijs.gpx,https://www.komoot.com/tour/2970692549,71.2,6.4,7.44,66.6,12.9,0.0,113.0,67.6,7.34,14.0,0.962,0.487,2.65,0.197,0.0
2018 Sharjah International Cycling Tour Stage 1.gpx,https://www.komoot.com/tour/2970693351,9.95,0.0,0.0,0.0,0.0,0.0,9.73,0.226,0.0,0.0,0.117,0.0,0.0,0.0,0.0
2018 Sharjah International Cycling Tour Stage 2.gpx,https://www.komoot.com/tour/2970694500,20.3,25.4,3.14,0.0,102.0,0.0,39.8,8.05,0.0,103.0,2.36,2.13,0.0,0.0,0.0
2018 Sharjah International Cycling Tour Stage 3.gpx,https://www.komoot.com/tour/2970695742,27.9,25.3,8.42,0.0,56.2,0.0,33.1,23.7,0.0,61.3,1.14,0.0,0.0,0.0,0.0
2018 Sharjah International Cycling Tour Stage 4.gpx,https://www.komoot.com/tour/2970697736,84.8,12.2,0.0,0.0,2.03,0.0,97.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0
2018 Sibiu Cycling Tour Prologue.gpx,https://www.komoot.com/tour/2970698329,0.0,0.0,1.29,0.0,0.31,0.0,0.289,0.0,1.56,0.42,0.667,0.0,0.0,0.0,0.0
2018 Sibiu Cycling Tour Stage 1.gpx,https://www.komoot.com/tour/2970698903,25.9,63.4,0.711,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Skive-Lobet.gpx,https://www.komoot.com/tour/2970699825,138.0,2.98,0.222,32.9,0.373,0.0,157.0,20.5,0.0,0.214,0.0,0.0,0.0,0.0,0.0
2018 Slovakian Road National Championship - ITT.gpx,https://www.komoot.com/tour/2970700536,36.1,0.0,3.49,0.0,0.0,0.0,40.0,0.0,0.306,0.0,0.868,0.0,0.0,0.0,0.0
2018 Slovakian Road National Championship.gpx,https://www.komoot.com/tour/2970701223,81.5,0.0,0.0,0.0,0.0,0.0,81.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Slovenian Road National Championships - ITT.gpx,https://www.komoot.com/tour/2970702135,20.6,4.31,0.957,10.2,4.83,0.161,37.1,0.391,0.0,5.27,5.97,0.964,0.0,4.12,0.0
2018 Slovenian Road National Championships.gpx,https://www.komoot.com/tour/2970702874,163.0,0.0,16.8,0.0,0.0,0.0,114.0,65.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 South African Road National Championships - ITT.gpx,https://www.komoot.com/tour/2970703608,32.1,11.7,0.0,0.0,0.0,0.0,43.8,0.0,0.0,0.122,0.184,0.0,0.0,0.0,0.0
2018 South African Road National Championships.gpx,https://www.komoot.com/tour/2970704243,145.0,8.25,0.0,0.0,2.32,0.0,129.0,24.1,0.0,1.8,0.0,0.0,0.0,0.0,0.0
2018 Spanish Road National Championships - ITT.gpx,https://www.komoot.com/tour/2970704974,31.9,4.19,1.32,0.0,0.0,0.0,36.4,0.948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Spanish Road National Championships.gpx,https://www.komoot.com/tour/2970705854,77.7,36.9,0.0,1.45,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Sparkassen Muensterland Giro.gpx,https://www.komoot.com/tour/2970707076,109.0,1.46,16.5,46.1,0.217,0.0,185.0,11.4,12.5,0.612,4.12,1.92,1.25,0.0,0.0
2018 Sri Lanka T-Cup Stage 1.gpx,https://www.komoot.com/tour/2970707819,7.08,122.0,1.46,0.0,0.0,0.0,128.0,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Sri Lanka T-Cup Stage 2.gpx,https://www.komoot.com/tour/2970708485,7.71,64.5,4.81,0.0,2.35,0.0,72.2,3.97,0.0,3.03,0.0,0.0,0.0,0.0,0.0
2018 Sri Lanka T-Cup Stage 3.gpx,https://www.komoot.com/tour/2970709262,0.736,121.0,0.0,0.0,0.442,0.0,121.0,0.563,0.0,0.491,0.614,0.0,0.0,0.0,0.0
2018 Strade Bianche.gpx,https://www.komoot.com/tour/2970710051,111.0,26.2,45.8,0.0,0.426,0.0,120.0,2.89,0.989,0.456,0.372,12.1,0.0,47.2,0.0
2018 Sundvolden GP.gpx,https://www.komoot.com/tour/2970711089,68.0,88.6,4.57,2.15,2.71,0.0,159.0,3.65,0.0,3.14,0.127,0.0,0.0,0.0,0.0
2018 Szlakiem Walk Majora Hubala Stage 1.gpx,https://www.komoot.com/tour/2970712027,165.0,12.5,15.5,0.0,0.0,0.0,188.0,5.54,0.76,0.833,2.49,0.731,0.0,0.0,0.0
2018 Szlakiem Walk Majora Hubala Stage 2-1.gpx,https://www.komoot.com/tour/2970713156,119.0,0.743,4.47,0.0,0.225,0.0,119.0,5.12,0.0,1.12,1.91,0.664,0.0,0.126,0.0
2018 Tacx Pro Classic.gpx,https://www.komoot.com/tour/2970714286,113.0,0.102,5.42,48.9,4.01,0.212,142.0,51.6,8.46,4.69,2.62,0.224,0.49,1.74,0.0
2018 The Larry H.Miller Tour of Utah Prologue.gpx,https://www.komoot.com/tour/2970715051,0.0,5.25,0.0,0.0,0.0,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 The Larry H.Miller Tour of Utah Stage 1.gpx,https://www.komoot.com/tour/2970715911,99.2,53.9,1.68,12.0,0.0,0.0,166.0,0.235,0.0,0.133,0.0,0.0,0.0,0.0,0.0
2018 The Larry H.Miller Tour of Utah Stage 2.gpx,https://www.komoot.com/tour/2970716619,127.0,13.9,2.36,1.03,0.827,0.0,144.0,0.392,0.0,1.35,0.482,0.0,0.0,0.0,0.0
2018 The Larry H.Miller Tour of Utah Stage 3.gpx,https://www.komoot.com/tour/2970718200,88.6,24.5,3.01,53.2,17.2,0.0,167.0,2.85,0.0,17.6,0.529,0.0,0.0,0.0,0.0
2018 The Larry H.Miller Tour of Utah Stage 4.gpx,https://www.komoot.com/tour/2970719952,13.2,4.78,0.0,95.1,0.0,0.0,84.1,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 The Larry H.Miller Tour of Utah Stage 5.gpx,https://www.komoot.com/tour/2970720832,109.0,17.4,4.62,23.9,0.0,0.0,152.0,0.113,0.0,0.0,0.0,2.7,0.0,0.0,0.0
2018 The Larry H.Miller Tour of Utah Stage 6.gpx,https://www.komoot.com/tour/2970721783,80.2,4.68,5.04,4.27,31.2,0.0,92.7,1.39,0.0,31.2,0.0,0.0,0.0,0.0,0.0
2018 Tirreno-Adriatico Stage 1.gpx,https://www.komoot.com/tour/2970722500,19.7,0.0,1.03,0.532,0.0,0.0,21.3,0.0,0.0,0.146,0.153,0.0,0.0,0.0,0.0
2018 Tirreno-Adriatico Stage 2.gpx,https://www.komoot.com/tour/2970723736,98.4,56.2,8.36,7.03,1.21,0.0,164.0,6.24,0.0,1.24,0.0,0.0,0.0,0.0,0.0
2018 Tirreno-Adriatico Stage 3.gpx,https://www.komoot.com/tour/2970724583,167.0,68.9,0.769,0.0,0.0,0.0,231.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tirreno-Adriatico Stage 4.gpx,https://www.komoot.com/tour/2970725558,173.0,45.6,2.1,0.0,0.0,0.0,217.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tirreno-Adriatico Stage 5.gpx,https://www.komoot.com/tour/2970726353,101.0,72.3,1.6,3.33,0.494,0.0,164.0,13.4,0.916,0.77,0.0,0.0,0.222,0.0,0.0
2018 Tirreno-Adriatico Stage 6.gpx,https://www.komoot.com/tour/2970727294,132.0,13.8,3.07,3.52,0.775,0.0,149.0,2.38,0.31,0.979,0.469,0.0,0.0,0.0,0.0
2018 Tirreno-Adriatico Stage 7.gpx,https://www.komoot.com/tour/2970728080,2.95,0.0,0.24,4.47,1.76,0.0,3.34,4.85,0.0,2.1,0.842,0.0,0.0,0.0,0.0
2018 Toscana Terra di Ciclismo Eroica Stage 1.gpx,https://www.komoot.com/tour/2970728916,115.0,28.1,1.8,0.0,0.163,0.0,143.0,1.86,0.148,0.163,0.2,0.0,0.0,0.0,0.0
2018 Toscana Terra di Ciclismo Eroica Stage 2.gpx,https://www.komoot.com/tour/2970729767,82.2,61.3,12.2,0.0,0.0,0.158,151.0,0.879,0.363,0.0,0.0,4.0,0.316,0.0,0.0
2018 Toscana Terra di Ciclismo Eroica Stage 3.gpx,https://www.komoot.com/tour/2970730540,119.0,25.2,12.0,0.0,2.96,0.0,114.0,14.6,0.0,4.26,2.6,9.97,0.0,18.4,0.0
2018 Tour Cycliste International La Provence Prologue.gpx,https://www.komoot.com/tour/2970731274,0.0,0.0,0.0,0.0,4.13,0.0,0.0,0.156,0.0,4.45,1.76,1.32,0.0,0.0,0.0
2018 Tour Cycliste International La Provence Stage 1.gpx,https://www.komoot.com/tour/2970732385,156.0,5.99,0.44,2.94,0.277,0.0,162.0,4.05,0.0,0.372,0.0,0.0,0.0,0.0,0.0
2018 Tour Cycliste International La Provence Stage 2.gpx,https://www.komoot.com/tour/2970733246,98.0,38.4,7.2,0.0,0.0,0.0,134.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour Cycliste International La Provence Stage 3.gpx,https://www.komoot.com/tour/2970735241,134.0,35.4,0.58,0.469,0.0,0.0,171.0,0.216,0.0,0.451,0.0,0.0,0.0,0.0,0.0
2018 Tour Cycliste International de la Guadeloupe Prologue.gpx,https://www.komoot.com/tour/2970735969,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour Cycliste International de la Guadeloupe Stage 1.gpx,https://www.komoot.com/tour/2970736815,87.6,74.2,1.24,0.786,4.0,0.194,164.0,0.0,0.0,1.91,0.121,0.192,0.192,0.0,0.0
2018 Tour Cycliste International de la Pharmacie Centrale de Tunisie Stage 1.gpx,https://www.komoot.com/tour/2970737897,22.8,127.0,1.62,0.0,7.97,0.0,142.0,9.19,0.0,8.59,0.0,0.0,0.0,0.0,0.0
2018 Tour Cycliste International de la Pharmacie Centrale de Tunisie Stage 2.gpx,https://www.komoot.com/tour/2970738587,0.0,165.0,0.348,0.0,1.39,0.0,165.0,0.444,0.0,1.39,0.0,0.0,0.0,0.0,0.0
2018 Tour De Lombok Mandalika Stage 1.gpx,https://www.komoot.com/tour/2970739250,8.59,76.1,0.164,0.0,0.469,0.0,83.8,0.838,0.0,0.469,0.21,0.0,0.0,0.0,0.0
