fichier_gpx,route_url,state_road_km,road_km,path_km,street_km,cycleway_km,singletrack_km,asphalt_km,cobblestones_km,unpaved_km,paved_km,unknown_km,off-grid_(unknown)_km,access_road_km,compacted_gravel_km,alpine_km,alpine_path_km
2020 Volta ao Algarve Cofidis Stage 5.gpx,https://www.komoot.com/tour/2973265308,0.0,19.1,0.0,0.379,0.0,0.0,17.4,0.278,0.0,1.85,0.599,0.599,0.0,0.0,0.0,0.0
2020 Vuelta Ciclista a la Provincia de San Juan Stage 1.gpx,https://www.komoot.com/tour/2973266274,64.1,91.8,0.0,0.0,7.8,0.0,159.0,0.0,0.0,4.85,0.0,0.0,0.0,0.0,0.0,0.0
2020 Vuelta Ciclista a la Provincia de San Juan Stage 2.gpx,https://www.komoot.com/tour/2973267082,71.8,77.1,0.777,0.964,0.0,0.0,135.0,0.0,2.81,12.2,15.7,16.0,0.0,0.0,0.0,0.0
2020 Vuelta Ciclista a la Provincia de San Juan Stage 3.gpx,https://www.komoot.com/tour/2973268051,0.762,13.3,0.0,0.0,1.07,0.0,14.6,0.0,0.0,0.508,0.0,0.0,0.0,0.0,0.0,0.0
2020 Vuelta Ciclista a la Provincia de San Juan Stage 4.gpx,https://www.komoot.com/tour/2973269168,135.0,56.5,0.0,0.676,0.0,0.0,190.0,0.0,0.0,1.85,1.33,1.51,0.0,0.0,0.0,0.0
2020 Vuelta Ciclista a la Provincia de San Juan Stage 5.gpx,https://www.komoot.com/tour/2973270123,44.4,125.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,45.3,0.0,0.0,0.0,0.0,0.0,0.0
2020 Vuelta Ciclista a la Provincia de San Juan Stage 6.gpx,https://www.komoot.com/tour/2973271042,90.4,77.8,0.0,0.917,0.0,0.0,118.0,0.0,0.0,50.1,4.47,3.71,0.0,0.0,0.0,0.0
2020 Vuelta Ciclista a la Provincia de San Juan Stage 7.gpx,https://www.komoot.com/tour/2973272302,0.0,22.3,6.76,0.0,0.0,0.0,22.4,0.0,0.0,2.04,127.0,123.0,0.0,0.0,0.0,0.0
2020 Vuelta Ciclista a la Region de Murcia Costa Calida Stage 1.gpx,https://www.komoot.com/tour/2973273497,73.3,105.0,0.0,1.35,0.0,0.0,176.0,0.47,0.0,2.83,0.486,0.201,0.0,0.0,0.0,0.0
2020 Vuelta Ciclista a la Region de Murcia Costa Calida Stage 2.gpx,https://www.komoot.com/tour/2973274600,78.8,98.3,0.0,1.77,1.43,0.0,178.0,0.466,0.0,1.5,0.314,0.206,0.0,0.0,0.0,0.0
2020 Vuelta Ciclista al Ecuador Stage 1.gpx,https://www.komoot.com/tour/2973275371,176.0,0.0,0.0,0.0,0.0,0.0,88.4,0.0,0.0,87.7,0.402,0.0,0.402,0.0,0.0,0.0
2020 Vuelta Ciclista al Ecuador Stage 2.gpx,https://www.komoot.com/tour/2973276108,130.0,1.27,0.0,0.0,0.0,0.0,42.4,0.0,0.0,88.8,0.727,0.727,0.0,0.0,0.0,0.0
2020 Vuelta Ciclista al Ecuador Stage 3.gpx,https://www.komoot.com/tour/2973277069,116.0,1.11,1.51,1.82,0.0,0.0,116.0,2.73,0.0,1.67,4.35,4.35,0.0,0.0,0.0,0.0
2020 Vuelta Ciclista al Ecuador Stage 4.gpx,https://www.komoot.com/tour/2973277951,97.1,15.6,0.0,3.56,0.0,0.0,109.0,0.0,3.84,3.43,4.64,4.52,0.0,0.0,0.0,0.0
2020 Vuelta Ciclista al Ecuador Stage 5.gpx,https://www.komoot.com/tour/2973278770,89.1,28.5,1.26,7.38,0.0,0.0,105.0,0.0,11.7,9.47,4.74,4.56,0.0,0.0,0.0,0.0
2020 Vuelta Ciclista al Ecuador Stage 6.gpx,https://www.komoot.com/tour/2973279858,97.7,0.0,0.0,3.93,0.0,0.0,97.8,0.0,0.0,2.08,3.61,2.08,0.0,0.0,0.0,0.0
2020 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 1.gpx,https://www.komoot.com/tour/2973280891,5.53,164.0,0.242,2.51,0.0,0.0,170.0,0.447,0.0,1.89,0.791,0.734,0.0,0.0,0.0,0.0
2020 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 2.gpx,https://www.komoot.com/tour/2973281765,15.0,174.0,3.61,1.2,0.0,0.0,188.0,0.433,2.29,3.23,6.84,6.84,0.0,0.0,0.0,0.0
2020 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 3.gpx,https://www.komoot.com/tour/2973282744,34.3,136.0,4.95,2.14,0.0,0.0,172.0,1.93,0.0,3.19,0.665,0.665,0.0,0.0,0.0,0.0
2020 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 4.gpx,https://www.komoot.com/tour/2973284081,5.52,118.0,0.366,0.0,1.18,0.0,120.0,0.488,0.0,4.52,1.56,1.48,0.0,0.0,0.0,0.0
2020 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 5.gpx,https://www.komoot.com/tour/2973285128,0.0,0.0,0.616,12.1,0.0,0.0,8.81,0.337,0.208,3.11,0.615,0.352,0.0,0.0,0.0,0.0
2020 Vuelta a Burgos Stage 1.gpx,https://www.komoot.com/tour/2973286158,62.6,86.1,1.86,5.77,0.0,0.0,154.0,0.853,0.0,0.0,1.74,0.845,0.0,0.0,0.0,0.0
2020 Vuelta a Burgos Stage 2.gpx,https://www.komoot.com/tour/2973287326,24.9,143.0,0.0,0.247,0.0,0.0,168.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0
2020 Vuelta a Burgos Stage 3.gpx,https://www.komoot.com/tour/2973288598,21.1,127.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0
2020 Vuelta a Burgos Stage 4.gpx,https://www.komoot.com/tour/2973289649,5.82,157.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.239,0.0,0.0,0.0,0.0
2020 Vuelta a Burgos Stage 5.gpx,https://www.komoot.com/tour/2973290465,22.1,135.0,0.0,1.22,0.0,0.0,157.0,0.0,0.0,0.655,0.0,0.245,0.0,0.0,0.0,0.0
2020 Vuelta a Espana Stage 1.gpx,https://www.komoot.com/tour/2973291869,94.4,70.2,0.29,2.41,3.3,0.0,168.0,0.406,0.0,2.26,2.17,2.41,0.0,0.0,0.0,0.0
2020 Vuelta a Espana Stage 10.gpx,https://www.komoot.com/tour/2973293152,128.0,50.1,0.157,5.32,1.25,0.0,181.0,0.888,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0
2020 Vuelta a Espana Stage 11.gpx,https://www.komoot.com/tour/2973294198,16.6,142.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.62,11.2,11.3,0.0,0.0,0.0,0.0
2020 Vuelta a Espana Stage 12.gpx,https://www.komoot.com/tour/2973295248,16.3,87.5,0.347,1.02,0.867,0.416,106.0,0.0,0.538,0.0,2.24,2.46,0.0,0.0,0.0,0.0
2020 Vuelta a Espana Stage 13.gpx,https://www.komoot.com/tour/2973296004,30.8,2.5,0.0,0.207,0.0,0.0,32.8,0.0,0.0,0.732,0.0,0.0,0.0,0.0,0.0,0.0
2020 Vuelta a Espana Stage 14.gpx,https://www.komoot.com/tour/2973297022,177.0,25.5,0.0,1.44,0.0,0.0,202.0,0.0,0.0,1.72,0.832,0.818,0.0,0.0,0.0,0.0
2020 Vuelta a Espana Stage 15.gpx,https://www.komoot.com/tour/2973298066,143.0,86.4,0.0,0.793,0.0,0.0,230.0,0.0,0.0,0.219,0.564,0.512,0.0,0.0,0.0,0.0
2020 Vuelta a Espana Stage 16.gpx,https://www.komoot.com/tour/2973298908,22.9,139.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0
2020 Vuelta a Espana Stage 17.gpx,https://www.komoot.com/tour/2973299779,4.71,160.0,2.26,1.28,0.0,0.0,155.0,0.411,2.0,10.1,10.7,10.7,0.0,0.0,0.0,0.0
2020 Vuelta a Espana Stage 18.gpx,https://www.komoot.com/tour/2973301181,14.0,16.7,5.21,8.32,4.59,0.0,40.6,0.412,2.19,4.01,88.0,86.0,0.267,0.0,0.0,0.0
2020 Vuelta a Espana Stage 2.gpx,https://www.komoot.com/tour/2973302621,57.8,93.4,0.155,0.0,0.0,0.0,142.0,0.0,0.0,9.66,0.0,0.0,0.0,0.0,0.0,0.0
2020 Vuelta a Espana Stage 3.gpx,https://www.komoot.com/tour/2973303856,87.0,76.7,0.351,1.31,0.123,0.0,152.0,0.0,0.351,12.4,0.791,0.673,0.0,0.0,0.0,0.0
2020 Vuelta a Espana Stage 4.gpx,https://www.komoot.com/tour/2973304939,135.0,50.1,1.71,0.656,0.0,0.0,169.0,0.0,1.76,16.8,3.61,4.11,0.0,0.0,0.0,0.0
2020 Vuelta a Espana Stage 5.gpx,https://www.komoot.com/tour/2973305875,139.0,42.5,0.17,0.885,0.0,0.0,182.0,0.0,0.0,0.356,1.79,1.66,0.0,0.0,0.0,0.0
2020 Vuelta a Espana Stage 6.gpx,https://www.komoot.com/tour/2973306900,122.0,24.4,0.253,0.0,0.0,0.0,146.0,0.0,0.253,0.0,1.48,1.48,0.199,0.0,0.0,0.0
2020 Vuelta a Espana Stage 7.gpx,https://www.komoot.com/tour/2973307887,7.78,151.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.874,0.297,0.297,0.0,0.0,0.0,0.0
2020 Vuelta a Espana Stage 8.gpx,https://www.komoot.com/tour/2973308981,60.7,102.0,0.0,0.125,0.0,0.0,163.0,0.0,0.0,0.125,1.05,1.05,0.0,0.0,0.0,0.0
2020 Vuelta a Espana Stage 9.gpx,https://www.komoot.com/tour/2973309926,113.0,41.3,0.0,1.98,1.25,0.0,155.0,0.0,0.0,2.21,0.125,0.0,0.0,0.0,0.0,0.0
2020 Vuelta al Tachira Stage 1.gpx,https://www.komoot.com/tour/2973310841,0.0,91.4,0.0,6.15,0.0,0.0,92.7,0.0,0.0,4.89,24.6,24.6,0.0,0.0,0.0,0.0
2020 Vuelta al Tachira Stage 2.gpx,https://www.komoot.com/tour/2973311847,103.0,5.81,0.0,4.36,0.0,0.0,108.0,0.0,0.0,4.33,38.7,43.0,0.0,0.0,0.0,0.0
2020 Vuelta al Tachira Stage 3.gpx,https://www.komoot.com/tour/2973312751,3.29,82.7,0.0,0.0,0.0,0.0,85.7,0.0,0.0,0.232,49.8,49.8,0.0,0.0,0.0,0.0
2020 Vuelta al Tachira Stage 4.gpx,https://www.komoot.com/tour/2973313595,8.58,0.468,0.0,6.61,0.0,0.0,9.05,0.0,0.0,6.58,131.0,131.0,0.0,0.0,0.0,0.0
2020 Vuelta al Tachira Stage 5.gpx,https://www.komoot.com/tour/2973314385,0.544,5.29,0.0,6.43,0.0,0.0,3.84,0.0,0.0,8.42,95.2,95.2,0.0,0.0,0.0,0.0
2020 Vuelta al Tachira Stage 6.gpx,https://www.komoot.com/tour/2973315109,0.0,12.0,0.0,0.831,0.0,0.0,12.0,0.0,0.0,0.831,3.28,3.28,0.0,0.0,0.0,0.0
2020 Vuelta al Tachira Stage 7.gpx,https://www.komoot.com/tour/2973316154,76.5,3.95,0.0,9.11,0.0,0.0,79.1,0.0,0.0,10.5,26.1,26.1,0.0,0.0,0.0,0.0
2020 Vuelta al Tachira Stage 8.gpx,https://www.komoot.com/tour/2973317513,0.0,90.5,0.0,22.9,0.0,0.0,100.0,0.0,0.0,11.4,5.46,3.58,0.0,0.0,0.0,0.0
2020 Tirreno Adriatico Stage 5.gpx,https://www.komoot.com/tour/2973332019,51.0,151.0,0.0,0.232,0.0,0.0,201.0,0.0,0.0,1.05,0.0,1.42,0.0,0.0,0.0,0.0
2020 Tour de France Stage 1.gpx,https://www.komoot.com/tour/2973334371,43.4,95.0,2.49,0.614,9.11,0.0,148.0,0.0,0.0,3.11,6.72,6.95,0.0,0.0,0.0,0.0
2020 Antwerp Port Epic / Sels Trophy.gpx,https://www.komoot.com/tour/2987271192,3.42,69.4,24.0,11.2,31.8,3.26,77.2,26.0,26.6,40.7,18.7,18.3,0.241,0.697,0.0,0.0
2020 Chinese Road National Championships.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020 Elite Road Central American Championships - ITT.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020 Elite Road Central American Championships.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020 Ukrainian Road National Championships - ITT.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
