rider,equipe,ate_log,ate_orig,ci_low,ci_high,significant,r2_t,r2_y,mean_cate,std_cate,p25_cate,p75_cate,n_obs,n_selected
scully_tom,EF Education - EasyPost,0.094015,0.0986,-0.1438,0.452,0,0.5144,0.309,,,,,1326,318
shaw_james,EF Education - EasyPost,0.010889,0.0109,-0.2192,0.3548,0,0.4863,0.2181,,,,,1012,266
steinhauser_georg,EF Education - EasyPost,0.124376,0.1324,-0.2272,0.5113,0,0.4239,0.238,,,,,1035,181
sweeny_harry,EF Education - EasyPost,0.216732,0.242,-0.1111,0.9767,0,0.5311,0.0971,,,,,518,116
todome_yuhi,EF Education - EasyPost,0.046571,0.0477,-0.3236,0.9191,0,0.403,0.1805,,,,,776,79
urán_rigoberto,EF Education - EasyPost,0.028119,0.0285,-0.246,0.275,0,0.5986,0.2928,,,,,1614,365
valgren_michael,EF Education - EasyPost,0.028171,0.0286,-0.2463,0.3662,0,0.5381,0.2432,,,,,1240,257
van_asbroeck_tom,EF Education - EasyPost,0.206696,0.2296,-0.3848,1.2247,0,0.4819,0.1668,,,,,254,78
van_den_berg_julius,EF Education - EasyPost,-0.201666,-0.1826,-0.3683,0.0542,0,0.5104,0.2764,,,,,1341,319
van_den_berg_marijn,EF Education - EasyPost,0.020709,0.0209,-0.2254,0.2786,0,0.3251,0.236,,,,,1012,248
van_der_lee_jardi_christiaan,EF Education - EasyPost,0.058942,0.0607,-0.409,0.9729,0,0.5855,0.1697,,,,,764,121
van_garderen_tejay,EF Education - EasyPost,-0.471928,-0.3762,-0.655,-0.037,1,0.68,0.2265,,,,,574,150
vanmarcke_sep,EF Education - EasyPost,-0.042527,-0.0416,-0.4381,0.4814,0,0.576,0.2123,,,,,620,156
villalobos_luis,EF Education - EasyPost,-0.478587,-0.3803,-0.7347,0.77,0,0.3769,0.1863,,,,,378,20
walker_max,EF Education - EasyPost,0.302887,0.3538,-0.3064,1.8201,0,0.5534,0.064,,,,,244,62
whelan_james,EF Education - EasyPost,0.158048,0.1712,-0.3075,1.1035,0,0.6161,0.2174,,,,,574,116
woods_michael,EF Education - EasyPost,1.363516,2.9099,-0.6605,inf,0,0.9721,0.2155,,,,,629,176
armirail_bruno,Groupama - FDJ,-0.191939,-0.1746,-0.3327,0.0788,0,0.5228,0.301,,,,,1436,361
askey_lewis,Groupama - FDJ,0.113153,0.1198,-0.058,0.4771,0,0.4955,0.2593,,,,,1451,256
badilatti_matteo,Groupama - FDJ,-0.144678,-0.1347,-0.4784,0.8559,0,0.5613,0.2308,,,,,525,106
balmer_alexandre,Groupama - FDJ,0.267314,0.3065,-0.7055,2.8368,0,0.2819,0.2598,,,,,246,10
barthe_cyril,Groupama - FDJ,-0.431979,-0.3508,-0.585,0.0313,0,0.5479,0.0856,,,,,519,147
bonnet_william,Groupama - FDJ,-0.037723,-0.037,-0.2638,0.5362,0,0.504,0.3157,,,,,897,181
bower_lewis,Groupama - FDJ,-1.340029,-0.7382,-0.8473,-0.5454,1,0.415,0.0893,,,,,780,49
braz_afonso_clément,Groupama - FDJ,0.516728,0.6765,0.0585,2.2588,1,0.6454,0.1819,,,,,265,67
cimolai_davide,Groupama - FDJ,-0.300506,-0.2596,-0.5638,0.5451,0,0.4311,0.0889,,,,,286,50
davy_clément,Groupama - FDJ,-0.065577,-0.0635,-0.2609,0.1926,0,0.4375,0.2742,,,,,1676,310
decomble_maxime,Groupama - FDJ,0.140361,0.1507,-0.5212,1.2583,0,0.0357,0.1054,,,,,519,22
delage_mickaël,Groupama - FDJ,0.112919,0.1195,-0.1527,0.5655,0,0.363,0.3171,,,,,918,156
démare_arnaud,Groupama - FDJ,0.110956,0.1173,-0.1903,0.5636,0,0.6607,0.3174,,,,,1457,332
donnenwirth_tom,Groupama - FDJ,0.279106,0.3219,-0.2958,1.2699,0,0.3834,0.175,,,,,265,54
duchesne_antoine,Groupama - FDJ,-0.143604,-0.1338,-0.3257,0.2313,0,0.4409,0.2849,,,,,1173,259
fontaine_titouan,Groupama - FDJ,-0.495845,-0.3909,-0.7722,0.3438,0,-0.2913,0.0881,,,,,519,17
frankiny_kilian,Groupama - FDJ,0.8373,1.3101,0.2415,2.9043,1,0.6554,0.1641,,,,,406,116
gaudu_david,Groupama - FDJ,0.380022,0.4623,0.1464,0.9448,1,0.6009,0.2777,,,,,1944,496
geniets_kevin,Groupama - FDJ,-0.112771,-0.1066,-0.299,0.1709,0,0.4687,0.2944,,,,,1715,405
germani_lorenzo,Groupama - FDJ,-0.140188,-0.1308,-0.4035,0.2145,0,0.5166,0.2544,,,,,1261,230
grégoire_romain,Groupama - FDJ,0.936597,1.5513,0.636,2.7736,1,0.6565,0.208,,,,,1034,204
gruel_thibaud,Groupama - FDJ,0.21624,0.2414,-0.2031,0.6514,0,0.3788,0.1034,,,,,768,120
guarnieri_jacopo,Groupama - FDJ,0.107187,0.1131,-0.1867,0.4673,0,0.619,0.2984,,,,,1215,264
guglielmi_simon,Groupama - FDJ,0.069567,0.072,-0.4082,1.0034,0,0.6035,0.2641,,,,,416,102
hobbs_noah,Groupama - FDJ,0.849596,1.3387,-0.1929,4.0042,0,-0.077,0.068,,,,,517,19
hoelgaard_daniel,Groupama - FDJ,-0.432154,-0.3509,-0.5691,0.0644,0,0.4163,0.2374,,,,,484,93
jacobs_johan,Groupama - FDJ,0.096754,0.1016,-0.4278,1.0154,0,0.4147,0.1517,,,,,265,55
jerman_žiga,Groupama - FDJ,-1.214564,-0.7032,-0.9025,-0.1602,1,0.2412,0.1294,,,,,425,15
konovalovas_ignatas,Groupama - FDJ,-0.170866,-0.1571,-0.3816,0.1289,0,0.5367,0.3335,,,,,1415,271
küng_stefan,Groupama - FDJ,0.545067,0.7247,0.2938,1.3996,1,0.6554,0.2822,,,,,1801,440
ladagnous_matthieu,Groupama - FDJ,-0.010353,-0.0103,-0.1769,0.2925,0,0.3488,0.3091,,,,,1393,332
le_gac_olivier,Groupama - FDJ,-0.054087,-0.0527,-0.2688,0.1697,0,0.4892,0.2775,,,,,1945,521
le_huitouze_eddy,Groupama - FDJ,-0.049021,-0.0478,-0.4146,0.3845,0,0.4007,0.1988,,,,,1036,139
lienhard_fabian,Groupama - FDJ,0.002723,0.0027,-0.2679,0.3149,0,0.5198,0.2897,,,,,1266,293
ludvigsson_tobias,Groupama - FDJ,0.00965,0.0097,-0.2028,0.2865,0,0.4723,0.3208,,,,,1194,287
madouas_valentin,Groupama - FDJ,0.367987,0.4448,0.137,0.8996,1,0.551,0.2886,,,,,1970,503
martin_guillaume,Groupama - FDJ,0.758896,1.1359,-0.0595,4.0688,0,0.5925,0.0847,,,,,265,59
martinez_lenny,Groupama - FDJ,0.640545,0.8975,0.1675,2.4602,1,0.5113,0.2092,,,,,750,126
molard_rudy,Groupama - FDJ,0.207587,0.2307,-0.0203,0.5136,0,0.5352,0.2837,,,,,1934,494
morabito_steve,Groupama - FDJ,-0.571556,-0.4354,-0.659,-0.0556,1,0.5354,0.2713,,,,,504,105
nilsson-julien_oscar,Groupama - FDJ,1.056866,1.8773,0.1483,6.785,1,-0.4019,0.1238,,,,,265,13
pacher_quentin,Groupama - FDJ,-0.076182,-0.0734,-0.4226,0.4378,0,0.7036,0.2188,,,,,1025,287
paleni_enzo,Groupama - FDJ,-0.432892,-0.3514,-0.5947,-0.0751,1,0.5739,0.2492,,,,,1271,218
penhoët_paul,Groupama - FDJ,0.008207,0.0082,-0.3244,0.5541,0,0.4908,0.2412,,,,,1468,209
pinot_thibaut,Groupama - FDJ,-0.067244,-0.065,-0.323,0.1662,0,0.5794,0.3068,,,,,1431,363
preidler_georg,Groupama - FDJ,-0.909975,-0.5975,-0.7402,-0.3479,1,0.5364,0.2124,,,,,486,69
reichenbach_sébastien,Groupama - FDJ,0.043865,0.0448,-0.2699,0.4089,0,0.5057,0.3161,,,,,1199,266
rochas_rémy,Groupama - FDJ,0.118879,0.1262,-0.3535,0.8033,0,0.5126,0.1627,,,,,519,141
rolland_brieuc,Groupama - FDJ,0.28074,0.3241,-0.3525,1.1329,0,0.5176,0.1324,,,,,762,85
roux_anthony,Groupama - FDJ,-0.014738,-0.0146,-0.2685,0.2999,0,0.4059,0.2697,,,,,1198,252
roy_jérémy,Groupama - FDJ,0.878166,1.4065,0.2012,3.7574,1,0.4646,0.071,,,,,245,65
russo_clément,Groupama - FDJ,0.000342,0.0003,-0.4229,0.6884,0,0.6356,0.0942,,,,,519,141
sarreau_marc,Groupama - FDJ,-0.169987,-0.1563,-0.4214,0.25,0,0.4535,0.2307,,,,,926,200
scotson_miles,Groupama - FDJ,-0.177603,-0.1627,-0.3717,0.1313,0,0.5068,0.3001,,,,,1157,275
seigle_romain,Groupama - FDJ,-0.359084,-0.3017,-0.5007,-0.0784,1,0.4632,0.277,,,,,897,198
sinkeldam_ramon,Groupama - FDJ,0.122202,0.13,-0.1585,0.5906,0,0.6314,0.317,,,,,1155,281
stewart_jake,Groupama - FDJ,-0.258419,-0.2277,-0.4609,0.0183,0,0.4263,0.2771,,,,,970,173
storer_michael,Groupama - FDJ,-0.004467,-0.0045,-0.4068,0.6112,0,0.5727,0.1825,,,,,496,124
thomas_benjamin,Groupama - FDJ,-0.208624,-0.1883,-0.4317,0.1472,0,0.3911,0.2315,,,,,962,178
thompson_reuben,Groupama - FDJ,0.145815,0.157,-0.1843,0.6419,0,0.4546,0.2662,,,,,1013,153
van_den_berg_lars,Groupama - FDJ,-0.354814,-0.2987,-0.5075,0.0354,0,0.3934,0.2383,,,,,1176,164
vaugrenard_benoît,Groupama - FDJ,0.109142,0.1153,-0.3151,0.718,0,0.5091,0.1642,,,,,481,111
vichot_arthur,Groupama - FDJ,-0.0073,-0.0073,-0.6651,1.7898,0,0.7101,0.0568,,,,,245,49
vincent_léo,Groupama - FDJ,0.368405,0.4454,-0.0653,1.1378,0,0.3988,0.2147,,,,,651,135
welten_bram,Groupama - FDJ,0.311725,0.3658,-0.1895,1.2209,0,0.6064,0.2106,,,,,506,101
adamietz_johannes,Lotto Dstny,-0.325401,-0.2778,-0.541,0.0384,0,0.2508,0.178,,,,,533,115
aerts_toon,Lotto Dstny,-0.939997,-0.6094,-0.8342,-0.147,1,0.1973,0.0873,,,,,228,32
armée_sander,Lotto Dstny,-0.294636,-0.2552,-0.5247,0.1523,0,0.5765,0.2044,,,,,667,217
bak_lars_ytting,Lotto Dstny,-0.404793,-0.3329,-0.6528,0.3642,0,0.4556,0.2067,,,,,242,64
barbero_carlos,Lotto Dstny,-1.026116,-0.6416,-0.8787,-0.1924,1,0.4241,0.3395,,,,,276,43
berckmoes_jenno,Lotto Dstny,0.263655,0.3017,-0.1638,1.1399,0,0.4555,0.1585,,,,,484,111
beullens_cedric,Lotto Dstny,0.076658,0.0797,-0.2964,0.4182,0,0.4879,0.3301,,,,,1014,238
blythe_adam,Lotto Dstny,-0.097935,-0.0933,-0.5835,1.1772,0,0.0492,0.1787,,,,,287,29
conca_filippo,Lotto Dstny,-0.401671,-0.3308,-0.5235,-0.0387,1,0.3015,0.2499,,,,,539,104
craps_lars,Lotto Dstny,-0.328841,-0.2802,-0.6887,0.5308,0,0.4688,-0.0488,,,,,228,50
cras_steff,Lotto Dstny,0.116146,0.1232,-0.2533,0.7094,0,0.4515,0.2385,,,,,651,125
currie_logan,Lotto Dstny,-0.045013,-0.044,-0.465,0.6058,0,0.3825,0.1251,,,,,488,123
de_buyst_jasper,Lotto Dstny,0.151099,0.1631,-0.0734,0.4214,0,0.4533,0.3525,,,,,1899,479
de_gendt_thomas,Lotto Dstny,0.012354,0.0124,-0.1899,0.2699,0,0.6147,0.3567,,,,,1667,557
de_lie_arnaud,Lotto Dstny,-0.023475,-0.0232,-0.395,0.6622,0,0.7962,0.3371,,,,,1018,242
de_lie_axel,Lotto Dstny,-0.708187,-0.5075,-0.7275,-0.1027,1,0.3024,0.2302,,,,,510,36
de_schuyteneer_steffen,Lotto Dstny,-0.342244,-0.2898,-0.6299,0.205,0,0.2848,0.1642,,,,,480,67
debusschere_jens,Lotto Dstny,0.229826,0.2584,-0.2457,1.2116,0,0.2989,0.1837,,,,,242,75
dewulf_stan,Lotto Dstny,0.311339,0.3653,-0.2122,1.2061,0,0.5506,0.2515,,,,,667,98
donie_milan,Lotto Dstny,0.598715,0.8198,-0.4069,4.4972,0,0.1688,0.1449,,,,,480,15
driesen_niels,Lotto Dstny,-0.154584,-0.1432,-0.62,1.141,0,-0.1395,0.1106,,,,,228,11
drizners_jarrad,Lotto Dstny,-0.07734,-0.0744,-0.3566,0.2381,0,0.4575,0.3369,,,,,1014,218
ewan_caleb,Lotto Dstny,0.449352,0.5673,-0.0109,1.3393,0,0.7529,0.3265,,,,,1176,268
fox_matthew,Lotto Dstny,-0.442442,-0.3575,-0.7147,0.4875,0,-0.0916,-0.0064,,,,,238,12
frison_frederik,Lotto Dstny,0.139455,0.1496,-0.0945,0.4617,0,0.5012,0.372,,,,,1419,350
giddings_joshua,Lotto Dstny,-0.13759,-0.1285,-0.4407,0.2869,0,0.316,0.2515,,,,,758,90
goossens_kobe,Lotto Dstny,-0.097048,-0.0925,-0.5173,0.4888,0,0.438,0.0611,,,,,375,92
gregaard_jonas,Lotto Dstny,0.059819,0.0616,-0.3908,0.9592,0,0.5261,0.1675,,,,,480,133
greipel_andré,Lotto Dstny,-0.140018,-0.1307,-0.5878,0.4051,0,0.4633,0.1447,,,,,242,74
grignard_sébastien,Lotto Dstny,-0.053181,-0.0518,-0.2544,0.1631,0,0.4089,0.3576,,,,,1228,312
grisel_matys,Lotto Dstny,-0.557995,-0.4276,-0.7845,0.4909,0,-0.5044,0.1466,,,,,480,16
hagen_carl_fredrik,Lotto Dstny,-0.386711,-0.3207,-0.6156,0.2129,0,0.6154,0.1235,,,,,431,122
hansen_adam,Lotto Dstny,-0.146715,-0.1365,-0.5625,0.3619,0,0.715,0.2437,,,,,667,169
holmes_matthew,Lotto Dstny,0.362695,0.4372,-0.0308,1.0123,0,0.4291,0.2895,,,,,656,178
iversen_rasmus_byriel,Lotto Dstny,0.084512,0.0882,-0.4987,1.072,0,0.5167,0.1256,,,,,438,61
janse_van_rensburg_reinardt,Lotto Dstny,0.222089,0.2487,-0.4245,1.3971,0,0.4688,0.3441,,,,,286,57
kluge_roger,Lotto Dstny,0.175489,0.1918,-0.1788,0.6583,0,0.6119,0.2992,,,,,962,258
kockelmann_mathieu,Lotto Dstny,-0.095186,-0.0908,-0.5915,2.0699,0,0.2021,0.1376,,,,,235,17
kron_andreas,Lotto Dstny,0.262928,0.3007,-0.0407,0.8332,0,0.5022,0.3533,,,,,1021,232
lambrecht_bjorg,Lotto Dstny,0.52656,0.6931,-0.003,2.4098,0,0.6128,0.2351,,,,,506,105
livyns_arjen,Lotto Dstny,0.247762,0.2812,-0.0029,0.8153,0,0.3086,0.2532,,,,,738,176
maes_nikolas,Lotto Dstny,0.229472,0.2579,-0.1869,0.8268,0,0.5189,0.2072,,,,,667,154
marczyński_tomasz,Lotto Dstny,0.116991,0.1241,-0.1792,0.5669,0,0.5252,0.284,,,,,881,191
małecki_kamil,Lotto Dstny,-0.803209,-0.5521,-0.776,-0.1392,1,0.3465,0.3001,,,,,490,70
menten_milan,Lotto Dstny,0.139141,0.1493,-0.1681,0.6933,0,0.4769,0.2518,,,,,738,189
mertz_rémy,Lotto Dstny,0.011214,0.0113,-0.3632,0.5462,0,0.3914,0.2634,,,,,667,166
monfort_maxime,Lotto Dstny,0.353517,0.4241,-0.0847,1.2947,0,0.5997,0.2291,,,,,506,149
moniquet_sylvain,Lotto Dstny,0.323232,0.3816,-0.0746,0.8787,0,0.5643,0.3646,,,,,1000,287
naesen_lawrence,Lotto Dstny,0.571905,0.7716,-0.1542,1.7531,0,0.4421,0.2561,,,,,518,85
oldani_stefano,Lotto Dstny,-0.220968,-0.1983,-0.5262,0.4737,0,0.5444,0.105,,,,,400,112
orins_robin,Lotto Dstny,-0.220126,-0.1976,-0.6469,0.4494,0,0.283,0.2271,,,,,738,25
paasschens_mathijs,Lotto Dstny,-0.323039,-0.2761,-0.4637,-0.0494,1,0.1322,0.1938,,,,,510,128
paulus_milan,Lotto Dstny,-0.67883,-0.4928,-0.9249,1.5015,0,0.5,0.1555,,,,,258,15
poelvoorde_tars,Lotto Dstny,-0.026525,-0.0262,-0.4885,1.0317,0,-0.0126,0.1418,,,,,480,19
segaert_alec,Lotto Dstny,-0.184396,-0.1684,-0.3989,0.1221,0,0.2808,0.2518,,,,,742,123
sepúlveda_eduardo,Lotto Dstny,0.068901,0.0713,-0.2336,0.5654,0,0.5367,0.2683,,,,,762,229
sieberg_marcel,Lotto Dstny,0.08901,0.0931,-0.4433,0.9318,0,0.4776,0.2231,,,,,242,69
slock_liam,Lotto Dstny,-0.177282,-0.1625,-0.4363,0.3027,0,0.4323,0.2431,,,,,738,153
taminiaux_lionel,Lotto Dstny,-0.416848,-0.3409,-0.5888,-0.0061,1,0.3279,0.0886,,,,,480,124
thijssen_gerben,Lotto Dstny,-0.023548,-0.0233,-0.5239,0.7631,0,0.5148,0.2426,,,,,897,83
van_de_paar_jarne,Lotto Dstny,0.631605,0.8806,0.2224,1.8812,1,0.0838,0.2409,,,,,738,43
van_de_wynkele_lorenz,Lotto Dstny,0.264482,0.3028,-0.1537,0.928,0,0.2046,0.255,,,,,738,61
van_eetvelt_lennert,Lotto Dstny,0.43815,0.5498,0.0008,1.5268,1,0.5643,0.2308,,,,,738,132
van_goethem_brian,Lotto Dstny,0.104174,0.1098,-0.2763,0.7212,0,0.3281,0.1458,,,,,425,87
van_moer_brent,Lotto Dstny,-0.006392,-0.0064,-0.2206,0.311,0,0.4759,0.348,,,,,1653,392
vandenabeele_henri,Lotto Dstny,-0.186364,-0.17,-0.5181,0.3774,0,0.2625,0.1815,,,,,480,71
vaneeckhoutte_victor,Lotto Dstny,0.087544,0.0915,-0.6034,1.7402,0,0.153,0.115,,,,,228,10
vanendert_jelle,Lotto Dstny,0.245176,0.2778,-0.1865,0.7874,0,0.462,0.2168,,,,,506,135
vanhoucke_harm,Lotto Dstny,-0.039198,-0.0384,-0.2313,0.1962,0,0.464,0.351,,,,,1673,343
veistroffer_baptiste,Lotto Dstny,0.474424,0.6071,-0.3638,2.3064,0,0.4696,0.1305,,,,,228,60
verschaeve_viktor,Lotto Dstny,0.152888,0.1652,-0.3504,1.0023,0,0.2667,0.3478,,,,,748,66
vervloesem_xandres,Lotto Dstny,-0.075934,-0.0731,-0.4171,0.6844,0,0.1309,0.3013,,,,,490,47
wallays_jelle,Lotto Dstny,0.314325,0.3693,-0.0757,1.0244,0,0.4425,0.197,,,,,683,131
widar_jarno,Lotto Dstny,-0.873189,-0.5824,-0.8228,0.0797,0,0.1676,0.1601,,,,,480,10
wouters_enzo,Lotto Dstny,-0.27712,-0.242,-0.5833,0.3755,0,0.4906,0.2133,,,,,506,102
bagdonas_gediminas,Decathlon AG2R,0.04239,0.0433,-0.2115,0.546,0,0.4282,0.428,,,,,552,119
bakelants_jan,Decathlon AG2R,-0.218869,-0.1966,-0.6205,0.5402,0,-0.0416,0.3227,,,,,263,31
barbier_rudy,Decathlon AG2R,-0.122767,-0.1155,-0.558,0.7244,0,0.3813,0.3173,,,,,263,51
bardet_romain,Decathlon AG2R,0.800514,1.2267,0.3765,2.0679,1,0.5649,0.3429,,,,,715,154
berthet_clément,Decathlon AG2R,0.452952,0.5729,0.155,1.3,1,0.5369,0.3051,,,,,1294,253
bidard_françois,Decathlon AG2R,-0.413066,-0.3384,-0.5256,-0.0819,1,0.5736,0.4131,,,,,958,230
bisiaux_léo,Decathlon AG2R,0.475948,0.6095,-0.0671,2.1629,0,0.4904,0.1009,,,,,515,53
blaise_arthur,Decathlon AG2R,0.068416,0.0708,-0.5811,1.8677,0,-0.61,0.0753,,,,,515,17
boasson_hagen_edvald,Decathlon AG2R,-0.470401,-0.3752,-0.7413,0.4134,0,0.3801,-0.0372,,,,,259,44
bonnamour_franck,Decathlon AG2R,-0.759711,-0.5322,-0.7975,-0.1092,1,0.4839,0.0845,,,,,514,43
bouchard_geoffrey,Decathlon AG2R,-0.279261,-0.2437,-0.3668,-0.0594,1,0.4449,0.3846,,,,,1998,385
calmejane_lilian,Decathlon AG2R,0.334219,0.3968,-0.1715,1.3288,0,0.5474,0.4099,,,,,524,119
chamberlain_oscar,Decathlon AG2R,0.147082,0.1584,-0.4247,1.1603,0,0.3621,0.0517,,,,,515,53
champoussin_clément,Decathlon AG2R,0.287665,0.3333,0.0179,0.8466,1,0.4859,0.4701,,,,,1249,171
cherel_mikaël,Decathlon AG2R,0.335287,0.3983,0.0616,0.8539,1,0.5759,0.4413,,,,,1483,368
chevrier_clément,Decathlon AG2R,0.295835,0.3442,-0.0831,1.1085,0,0.4172,0.3737,,,,,725,134
cosnefroy_benoît,Decathlon AG2R,0.215465,0.2404,-0.0989,0.7363,0,0.6698,0.3631,,,,,2068,451
de_bondt_dries,Decathlon AG2R,-0.93422,-0.6071,-0.7758,-0.3882,1,0.6286,0.1033,,,,,515,130
de_pestel_sander,Decathlon AG2R,-0.247071,-0.2189,-0.5422,0.1773,0,0.5193,0.0794,,,,,515,117
delphis_thomas,Decathlon AG2R,-1.061497,-0.6541,-0.8645,0.0069,0,0.1974,0.3564,,,,,551,13
dillier_silvan,Decathlon AG2R,-0.295193,-0.2556,-0.5531,0.1743,0,0.5985,0.3207,,,,,768,174
domont_axel,Decathlon AG2R,-0.226159,-0.2024,-0.4302,0.2996,0,0.3135,0.3622,,,,,704,110
dumoulin_samuel,Decathlon AG2R,0.421937,0.5249,-0.0904,1.3254,0,0.4773,0.4028,,,,,540,85
dupont_hubert,Decathlon AG2R,0.431099,0.5389,-0.1416,1.758,0,0.6969,0.3829,,,,,529,138
duval_julien,Decathlon AG2R,0.03293,0.0335,-0.1802,0.4068,0,0.4429,0.4478,,,,,979,234
frank_mathias,Decathlon AG2R,-0.12393,-0.1166,-0.4264,0.3582,0,0.6188,0.4331,,,,,981,199
gall_felix,Decathlon AG2R,-0.201039,-0.1821,-0.4713,0.2223,0,0.6204,0.2295,,,,,1056,269
gastauer_ben,Decathlon AG2R,-0.032132,-0.0316,-0.2998,0.4063,0,0.4782,0.4383,,,,,974,208
gautherat_pierre,Decathlon AG2R,0.038141,0.0389,-0.3207,0.4439,0,0.4165,0.2474,,,,,1040,148
gautier_cyril,Decathlon AG2R,0.397165,0.4876,-0.4343,2.3022,0,0.4096,0.2336,,,,,263,51
geniez_alexandre,Decathlon AG2R,-0.127554,-0.1198,-0.4009,0.2413,0,0.4056,0.326,,,,,715,120
godon_dorian,Decathlon AG2R,0.252866,0.2877,-0.029,0.7225,0,0.5578,0.3492,,,,,1745,437
gougeard_alexis,Decathlon AG2R,-0.195863,-0.1779,-0.4097,0.0616,0,0.4272,0.4315,,,,,969,235
gudmestad_tord,Decathlon AG2R,-1.183814,-0.6939,-0.831,-0.4218,1,0.5661,-0.1313,,,,,266,60
haugland_kasper,Decathlon AG2R,1.242737,2.4651,-0.1754,12.4282,0,0.4141,-0.1364,,,,,266,19
hänninen_jaakko,Decathlon AG2R,0.204116,0.2264,-0.0705,0.5493,0,0.4131,0.3916,,,,,1479,257
isidore_noa,Decathlon AG2R,0.782633,1.1872,0.1315,3.3996,1,0.5065,0.1229,,,,,515,57
jauregui_quentin,Decathlon AG2R,0.138723,0.1488,-0.1524,0.5349,0,0.4523,0.3619,,,,,704,175
jullien_anthony,Decathlon AG2R,0.880491,1.4121,0.472,3.0143,1,0.3694,0.466,,,,,965,69
l'hote_antoine,Decathlon AG2R,0.475892,0.6094,-0.3826,4.553,0,0.0043,0.06,,,,,515,11
labrosse_jordan,Decathlon AG2R,0.436357,0.5471,0.0775,1.5013,1,0.3554,0.0882,,,,,770,128
lafay_victor,Decathlon AG2R,-0.565907,-0.4322,-0.6774,0.1229,0,0.5513,0.0971,,,,,515,71
lapeira_paul,Decathlon AG2R,0.356089,0.4277,0.1074,0.9728,1,0.3778,0.2584,,,,,1321,232
latour_pierre,Decathlon AG2R,0.137248,0.1471,-0.2902,0.8762,0,0.5909,0.3869,,,,,725,147
montaguti_matteo,Decathlon AG2R,0.561905,0.754,-0.1298,2.2429,0,0.3578,0.1891,,,,,304,56
naesen_oliver,Decathlon AG2R,-0.062229,-0.0603,-0.2362,0.1858,0,0.6783,0.3855,,,,,2014,553
o'connor_ben,Decathlon AG2R,-0.445017,-0.3592,-0.6147,0.0339,0,0.7387,0.2815,,,,,1040,256
paret-peintre_aurélien,Decathlon AG2R,0.177785,0.1946,-0.0578,0.4742,0,0.4472,0.3685,,,,,2034,467
pedersen_rasmus_søjberg,Decathlon AG2R,0.334379,0.3971,-0.283,1.5293,0,0.3463,0.0441,,,,,537,46
peters_nans,Decathlon AG2R,0.079489,0.0827,-0.0916,0.3048,0,0.4344,0.3657,,,,,2025,538
pollefliet_gianluca,Decathlon AG2R,-1.12398,-0.675,-0.823,-0.4747,1,0.4739,0.0692,,,,,515,69
prodhomme_nicolas,Decathlon AG2R,0.032359,0.0329,-0.1816,0.3159,0,0.5152,0.3364,,,,,1561,353
raugel_antoine,Decathlon AG2R,0.106516,0.1124,-0.289,0.8463,0,0.4964,0.2893,,,,,700,107
retailleau_valentin,Decathlon AG2R,0.006015,0.006,-0.3158,0.403,0,0.2323,0.3233,,,,,1075,131
schär_michael,Decathlon AG2R,-0.166978,-0.1538,-0.4143,0.2368,0,0.5099,0.3159,,,,,857,170
scotson_callum,Decathlon AG2R,0.11038,0.1167,-0.6737,1.4939,0,0.7829,-0.0599,,,,,266,77
tanfield_harry,Decathlon AG2R,-0.791976,-0.5471,-0.8835,0.3952,0,0.4482,0.0482,,,,,175,25
touzé_damien,Decathlon AG2R,0.087315,0.0912,-0.2364,0.3868,0,0.5262,0.3336,,,,,1038,220
tronchon_bastien,Decathlon AG2R,-0.258823,-0.228,-0.4707,0.1517,0,0.4795,0.2313,,,,,1050,195
van_avermaet_greg,Decathlon AG2R,-0.252784,-0.2234,-0.4884,0.0684,0,0.5079,0.3198,,,,,785,210
vandenbergh_stijn,Decathlon AG2R,-0.337345,-0.2863,-0.5332,0.0637,0,0.5642,0.3809,,,,,704,171
vendrame_andrea,Decathlon AG2R,0.222089,0.2487,0.0058,0.5706,1,0.4472,0.3259,,,,,1493,400
venturini_clément,Decathlon AG2R,-0.048521,-0.0474,-0.2063,0.2152,0,0.4217,0.4304,,,,,1483,356
verschuren_killian,Decathlon AG2R,0.281199,0.3247,-0.3649,1.8982,0,0.3982,0.1107,,,,,520,29
vuillermoz_alexis,Decathlon AG2R,0.232704,0.262,-0.2097,1.1283,0,0.618,0.3949,,,,,704,142
warbasse_larry,Decathlon AG2R,0.07525,0.0782,-0.1382,0.3791,0,0.5685,0.3686,,,,,1507,383
aranburu_alex,Astana Qazaqstan,1.204203,2.3341,0.7265,5.1832,1,0.581,0.0726,,,,,398,115
basset_pierre-henry,Astana Qazaqstan,-0.611504,-0.4575,-0.8302,0.2886,0,0.397,0.1524,,,,,317,18
bilbao_pello,Astana Qazaqstan,-0.239371,-0.2129,-0.5916,0.3927,0,0.7431,0.1377,,,,,529,157
bizhigitov_zhandos,Astana Qazaqstan,-0.163548,-0.1509,-0.4371,0.2644,0,0.4768,0.1376,,,,,707,144
boaro_manuele,Astana Qazaqstan,-0.141895,-0.1323,-0.3083,0.1525,0,0.4076,0.2133,,,,,1195,268
bohórquez_hernando,Astana Qazaqstan,-0.593984,-0.4479,-0.7076,0.0502,0,0.4456,0.0719,,,,,429,49
bol_cees,Astana Qazaqstan,0.132333,0.1415,-0.2477,0.8181,0,0.5487,0.1425,,,,,884,208
brussenskiy_gleb,Astana Qazaqstan,-0.036846,-0.0362,-0.333,0.4395,0,0.4275,0.1859,,,,,1045,134
