nom_pcs,annee,stage,classification,max_pts
tour-du-poitou-charentes-et-de-la-vienne,2021,stage_2,2.1,20.0
nc-mongolia-itt,2021,result,NC,15.0
grand-prix-alanya,2021,result,1.2,15.0
rhone-alpes-isere-tour,2021,stage_1,2.2,5.0
vuelta-a-espana,2021,stage_20,2.UWT,80.0
tour-auvergne-rhone-alpes,2021,stage_5,2.UWT,50.0
tour-of-britain,2021,stage_6,2.Pro,30.0
kuurne-brussel-kuurne,2021,result,1.Pro,125.0
nc-south-africa,2021,result,NC,15.0
danish-championships,2021,result,NC,15.0
classic-grand-besancon-doubs,2021,result,1.1,75.0
nc-libanon-itt,2021,result,NC,15.0
nc-france,2021,result,NC,15.0
deutschland-tour,2021,stage_4,2.Pro,30.0
national-championships-saint-vincent4,2021,result,NC,15.0
volta-ao-alentejo,2021,stage_2,2.2,5.0
la-route-d-occitanie,2021,stage_3,2.1,20.0
tour-de-france,2021,stage_14,2.UWT,100.0
nc-switzerland-itt,2021,result,NC,15.0
tour-de-pologne,2021,stage_5,2.UWT,50.0
visegrad-4-bicycle-race-gp-slovakia,2021,result,1.2,15.0
course-cycliste-de-solidarnosc,2021,stage_3,2.2,5.0
vuelta-a-espana,2021,stage_12,2.UWT,80.0
tirreno-adriatico,2021,stage_1,2.UWT,50.0
tour-of-thailand,2021,stage_6,2.1,20.0
boucles-de-la-mayenne,2021,stage_2,2.Pro,30.0
vuelta-asturias,2021,stage_3,2.1,20.0
vuelta-al-tachira,2021,stage_7,2.2,5.0
bredene-koksijde-classic,2021,result,1.Pro,125.0
nc-italy-itt,2021,result,NC,15.0
elite-road-central-american-championships-road-rac,2021,result,1.2,15.0
vuelta-pilsen-a-colombia,2021,stage_4,2.2,5.0
tour-of-belgium,2021,stage_1,2.Pro,30.0
veneto-classic,2021,result,1.1,75.0
vuelta-a-la-comunidad-valenciana,2021,stage_1,2.Pro,30.0
giro-di-sicilia,2021,stage_3,2.1,20.0
vuelta-al-tachira,2021,stage_2,2.2,5.0
tour-de-suisse,2021,stage_4,2.UWT,50.0
dookola-mazowsza,2021,stage_3,2.2,5.0
tirreno-adriatico,2021,stage_3,2.UWT,50.0
trofeo-matteotti,2021,result,1.1,75.0
czech-tour,2021,stage_1,2.1,20.0
tour-of-turkey,2021,stage_2,2.Pro,30.0
tour-of-the-alps,2021,stage_5,2.Pro,30.0
tour-de-suisse,2021,stage_2,2.UWT,50.0
arctic-race-of-norway,2021,stage_4,2.Pro,30.0
nc-slovenia,2021,result,NC,15.0
volta-a-catalunya,2021,stage_1,2.UWT,50.0
tour-de-romandie,2021,stage_2,2.UWT,50.0
tour-cycliste-international-de-la-guadeloupe,2021,stage_9,2.2,5.0
five-rings-of-moscow,2021,stage_3,2.2,5.0
classic-loire-atlantique,2021,result,1.1,75.0
nc-georgia,2021,result,NC,15.0
zodc-zuidenveld-tour,2021,result,1.2,15.0
visegrad-4-bicycle-race-gp-polski-via-odra,2021,result,1.2,15.0
tirreno-adriatico,2021,stage_7,2.UWT,50.0
vuelta-pilsen-a-colombia,2021,stage_6,2.2,5.0
vuelta-ciclista-a-venezuela,2021,stage_8,2.2,5.0
giro-d-italia,2021,stage_14,2.UWT,80.0
ruta-del-sol,2021,stage_2,2.Pro,30.0
deutschland-tour,2021,stage_1,2.Pro,30.0
paris-arras-tour,2021,stage_1,2.2,5.0
tour-cycliste-international-la-provence,2021,stage_3,2.Pro,30.0
dookola-mazowsza,2021,stage_1,2.2,5.0
nc-kazakhstan,2021,result,NC,15.0
nc-sweden-itt,2021,result,NC,15.0
tour-du-limousin,2021,stage_2,2.1,20.0
vuelta-a-espana,2021,stage_3,2.UWT,80.0
nc-puerto-rico,2021,result,NC,15.0
volta-a-catalunya,2021,stage_5,2.UWT,50.0
nc-usa-itt,2021,result,NC,15.0
tour-of-rwanda,2021,stage_3,2.1,20.0
world-championship-itt,2021,result,WC,250.0
tour-de-la-mirabelle,2021,stage_1,2.2,5.0
nc-ireland,2021,result,NC,15.0
tour-of-magnificent-qinghai,2021,stage_5,2.2,5.0
tour-de-france,2021,stage_5,2.UWT,100.0
grand-prix-mediterrennean,2021,result,1.2,15.0
tour-of-rhodes,2021,prologue,2.2,5.0
tour-of-magnificent-qinghai,2021,stage_7,2.2,5.0
tour-of-the-alps,2021,stage_1,2.Pro,30.0
nc-barbados-itt,2021,result,NC,15.0
tour-du-faso,2021,stage_1,2.2,5.0
renewi-tour,2021,stage_1,2.UWT,50.0
nc-libenon,2021,result,NC,15.0
vuelta-a-espana,2021,stage_14,2.UWT,80.0
nc-slovenia-itt,2021,result,NC,15.0
nc-norway-itt,2021,result,NC,15.0
nc-eritrea,2021,result,NC,15.0
tour-du-faso,2021,stage_5,2.2,5.0
tour-du-limousin,2021,stage_3,2.1,20.0
tour-de-wallonie,2021,stage_3,2.Pro,30.0
nc-paraguay,2021,result,NC,15.0
tour-de-france,2021,stage_10,2.UWT,100.0
tour-des-pays-de-savoie,2021,stage_4,2.2,5.0
brabantse-pijl,2021,result,1.Pro,125.0
tour-alsace,2021,stage_3,2.2,5.0
okolo-jiznich-cech,2021,stage_2,2.2,5.0
volta-ao-algarve,2021,stage_5,2.Pro,30.0
amstel-gold-race,2021,result,1.UWT,225.0
uae-tour,2021,stage_3,2.UWT,50.0
kreiz-breizh-elites,2021,stage_3,2.2,5.0
giro-d-italia,2021,stage_6,2.UWT,80.0
nc-austria-itt,2021,result,NC,15.0
vuelta-pilsen-a-colombia,2021,prologue,2.2,5.0
tour-of-croatia,2021,stage_1,2.1,20.0
nc-bermuda,2021,result,NC,15.0
tirreno-adriatico,2021,stage_5,2.UWT,50.0
volta-a-portugal,2021,stage_9,2.1,20.0
giro-d-italia,2021,stage_21,2.UWT,80.0
giro-del-medio-brenta,2021,result,1.2,15.0
paris-camembert,2021,result,1.1,75.0
tour-cycliste-international-la-provence,2021,stage_1,2.Pro,30.0
gp-impanis-van-petegem,2021,result,1.Pro,125.0
giro-d-italia,2021,stage_17,2.UWT,80.0
nc-colombia-itt,2021,result,NC,15.0
gp-czech-republic,2021,result,1.2,15.0
vuelta-a-ecuador,2021,stage_8,2.2,5.0
nc-albania,2021,result,NC,15.0
giro-della-regione-friuli-venezia-giulia,2021,stage_1,2.2,5.0
tour-of-rwanda,2021,stage_4,2.1,20.0
bretagne-classic,2021,result,1.UWT,225.0
nc-denmark-itt,2021,result,NC,15.0
nc-finland-itt,2021,result,NC,15.0
tour-de-hongrie,2021,stage_3,2.1,20.0
settimana-ciclistica-italiana,2021,stage_5,2.1,20.0
nc-kosovo,2021,result,NC,15.0
volta-a-portugal,2021,stage_1,2.1,20.0
le-tour-de-bretagne,2021,stage_7,2.2,5.0
nc-kazakhstan-itt,2021,result,NC,15.0
dwars-door-het-hageland,2021,result,1.Pro,125.0
tour-de-france,2021,stage_1,2.UWT,100.0
gp-d-isbergues,2021,result,1.1,75.0
la-route-d-occitanie,2021,stage_1,2.1,20.0
nc-cyprus-itt,2021,result,NC,15.0
gp-de-la-somme,2021,result,1.2,15.0
turul-romaniei,2021,stage_5,2.1,20.0
nc-el-salvador,2021,result,NC,15.0
tour-de-romandie,2021,stage_5,2.UWT,50.0
rhodes-gp,2021,result,1.2,15.0
baltic-chain-tour,2021,stage_3,2.2,5.0
world-championship,2021,result,WC,350.0
tour-des-pays-de-savoie,2021,stage_2,2.2,5.0
vuelta-al-tachira,2021,stage_8,2.2,5.0
nc-south-africa-itt,2021,result,NC,15.0
giro-dell-emilia,2021,result,1.Pro,125.0
vuelta-a-espana,2021,stage_8,2.UWT,80.0
five-rings-of-moscow,2021,stage_1,2.2,5.0
giro-d-italia,2021,stage_12,2.UWT,80.0
nc-russia-itt,2021,result,NC,15.0
in-the-footsteps-of-the-romans,2021,stage_1,2.2,5.0
circuito-de-getxo,2021,result,1.1,75.0
nc-ukraine-itt,2021,result,NC,15.0
national-championships-oman-road-race,2021,result,NC,15.0
dookola-mazowsza,2021,stage_4,2.2,5.0
nc-luxembourg-itt,2021,result,NC,15.0
tour-de-suisse,2021,stage_3,2.UWT,50.0
national-championships-eswatini-road-race,2021,result,NC,15.0
deutschland-tour,2021,stage_2,2.Pro,30.0
cholet-pays-de-loire,2021,result,1.1,75.0
czech-tour,2021,stage_3,2.1,20.0
istrian-spring-tour,2021,stage_4,2.2,5.0
gp-citta-di-peccioli,2021,result,1.Pro,125.0
vuelta-a-espana,2021,stage_6,2.UWT,80.0
banja-luka-belgrade-i,2021,stage_1,2.1,20.0
volta-ao-algarve,2021,stage_2,2.Pro,30.0
eschborn-frankfurt,2021,result,1.UWT,225.0
volta-a-portugal,2021,stage_8,2.1,20.0
vuelta-asturias,2021,stage_1,2.1,20.0
vuelta-a-burgos,2021,stage_5,2.Pro,30.0
vuelta-ciclista-a-venezuela,2021,stage_2,2.2,5.0
tour-of-estonia,2021,stage_1,2.1,20.0
kampioenschap-van-vlaanderen1,2021,result,1.1,75.0
course-cycliste-de-solidarnosc,2021,stage_1,2.2,5.0
nc-ecuador,2021,result,NC,15.0
challenge-mallorca-trofeo-pollenca-alcudia,2021,result,1.1,75.0
uec-road-european-championships-me,2021,result,CC,150.0
giro-della-regione-friuli-venezia-giulia,2021,stage_2,2.2,5.0
tour-of-thailand,2021,stage_4,2.1,20.0
tour-of-rwanda,2021,stage_2,2.1,20.0
tour-de-wallonie,2021,stage_1,2.Pro,30.0
lillehammer-gp,2021,result,1.2,15.0
tour-of-rwanda,2021,stage_5,2.1,20.0
tour-de-serbie,2021,stage_3,2.2,5.0
nc-russia,2021,result,NC,15.0
nc-estonia,2021,result,NC,15.0
trofeo-laigueglia,2021,result,1.Pro,125.0
tour-de-france,2021,stage_19,2.UWT,100.0
joe-martin-stage-race-me,2021,stage_4,2.2,5.0
tirreno-adriatico,2021,stage_4,2.UWT,50.0
tour-of-britain,2021,stage_8,2.Pro,30.0
tour-of-bulgaria,2021,stage_5,2.2,5.0
la-poly-normande,2021,result,1.1,75.0
tour-de-france,2021,stage_12,2.UWT,100.0
sibiu-cycling-tour,2021,stage_2,2.1,20.0
per-sempre-alfredo,2021,result,1.1,75.0
istrian-spring-tour,2021,stage_1,2.2,5.0
tour-cycliste-international-de-la-guadeloupe,2021,stage_4,2.2,5.0
course-cycliste-de-solidarnosc,2021,stage_4,2.2,5.0
tour-of-belgium,2021,stage_2,2.Pro,30.0
trofeo-alcide-degasperi,2021,result,1.2,15.0
omloop-van-het-houtland-lichtervelde,2021,result,1.1,75.0
giro-d-italia,2021,stage_1,2.UWT,80.0
nc-japan,2021,result,NC,15.0
grand-prix-velo-erciyes-me,2021,result,1.2,15.0
vuelta-a-castilla-y-leon,2021,result,1.1,75.0
settimana-ciclistica-italiana,2021,stage_3,2.1,20.0
tour-de-luxembourg,2021,stage_1,2.Pro,30.0
nc-venezuela-itt,2021,result,NC,15.0
nc-austria2,2021,result,NC,15.0
la-drome-classic,2021,result,1.Pro,125.0
nc-turkey,2021,result,NC,15.0
tour-cycliste-international-de-la-guadeloupe,2021,stage_7,2.2,5.0
nc-ethiopia,2021,result,NC,15.0
gran-premio-miguel-indurain,2021,result,1.Pro,125.0
tour-de-luxembourg,2021,stage_4,2.Pro,30.0
new-zealand-cycle-classic,2021,stage_2,2.2,5.0
tour-of-kosovo,2021,stage_2,2.2,5.0
tour-de-suisse,2021,stage_6,2.UWT,50.0
turul-romaniei,2021,stage_3,2.1,20.0
istrian-spring-tour,2021,stage_2,2.2,5.0
la-roue-tourangelle,2021,result,1.1,75.0
renewi-tour,2021,stage_2,2.UWT,50.0
tour-of-szeklerland,2021,stage_3,2.2,5.0
gp-de-fourmies,2021,result,1.Pro,125.0
vuelta-a-la-comunidad-valenciana,2021,stage_3,2.Pro,30.0
nc-azerbaijan-itt,2021,result,NC,15.0
arctic-race-of-norway,2021,stage_2,2.Pro,30.0
nc-hungary-itt,2021,result,NC,15.0
nc-antigua-and-barbuda,2021,result,NC,15.0
adriatica-ionica-race,2021,stage_1,2.1,20.0
nc-finland,2021,result,NC,15.0
grand-prix-gundogmus-me,2021,result,1.2,15.0
tour-de-hongrie,2021,stage_5,2.1,20.0
kahramanmaras-grand-prix-road-race-me,2021,result,1.2,15.0
tour-of-slovenia,2021,stage_3,2.Pro,30.0
tour-of-croatia,2021,stage_4,2.1,20.0
le-tour-de-bretagne,2021,stage_1,2.2,5.0
nc-curacao,2021,result,NC,15.0
tour-of-denmark,2021,stage_3,2.Pro,30.0
tour-du-cameroun,2021,stage_8,2.2,5.0
tour-de-france,2021,stage_16,2.UWT,100.0
czech-tour,2021,stage_2,2.1,20.0
tour-of-kosovo,2021,stage_3,2.2,5.0
istrian-spring-tour,2021,stage_3,2.2,5.0
tour-de-pologne,2021,stage_1,2.UWT,50.0
course-cycliste-de-solidarnosc,2021,stage_2,2.2,5.0
national-championships-qatar-itt,2021,result,NC,15.0
tour-du-cameroun,2021,stage_5,2.2,5.0
tour-of-rwanda,2021,stage_8,2.1,20.0
la-route-d-occitanie,2021,stage_2,2.1,20.0
tour-of-japan,2021,stage_1,2.2,5.0
giro-d-italia,2021,stage_15,2.UWT,80.0
munsterland-giro,2021,result,1.Pro,125.0
vuelta-a-la-comunidad-valenciana,2021,stage_4,2.Pro,30.0
vuelta-a-ecuador,2021,stage_5,2.2,5.0
nc-bulgaria,2021,result,NC,15.0
vuelta-pilsen-a-colombia,2021,stage_7,2.2,5.0
course-cycliste-de-solidarnosc,2021,stage_5,2.2,5.0
trofeo-calvia,2021,result,1.1,75.0
gent-wevelgem,2021,result,1.UWT,225.0
nc-netherlands-itt,2021,result,NC,15.0
national-championships-sint-maarten-itt,2021,result,NC,15.0
nc-south-korea-itt,2021,result,NC,15.0
olympic-games-itt,2021,result,Olympics,300.0
renewi-tour,2021,stage_6,2.UWT,50.0
arctic-race-of-norway,2021,stage_1,2.Pro,30.0
nc-israel-itt,2021,result,NC,15.0
tour-de-l-ain,2021,stage_1,2.1,20.0
volta-a-catalunya,2021,stage_7,2.UWT,50.0
tour-of-slovenia,2021,stage_4,2.Pro,30.0
grand-prix-erciyes-mimar-sinan-me,2021,result,1.2,15.0
dorpenomloop-rucphen,2021,result,1.2,15.0
nc-montenegro,2021,result,NC,15.0
grand-prix-gazipasa,2021,result,1.2,15.0
vuelta-a-espana,2021,stage_2,2.UWT,80.0
giro-d-italia,2021,stage_5,2.UWT,80.0
nc-uzbekistan-itt,2021,result,NC,15.0
new-zealand-cycle-classic,2021,stage_3,2.2,5.0
uae-tour,2021,stage_1,2.UWT,50.0
circuit-franco-belge,2021,result,1.Pro,125.0
nc-antigua-and-barbuda-itt,2021,result,NC,15.0
nc-india-rr,2021,result,NC,15.0
five-rings-of-moscow,2021,stage_2,2.2,5.0
volta-ao-algarve,2021,stage_4,2.Pro,30.0
tour-of-the-alps,2021,stage_2,2.Pro,30.0
vuelta-a-ecuador,2021,stage_4,2.2,5.0
circuit-des-ardennes,2021,stage_4,2.2,5.0
coppa-bernocchi,2021,result,1.Pro,125.0
giro-d-italia,2021,stage_3,2.UWT,80.0
nc-mongolia,2021,result,NC,15.0
grand-prix-chantal-biya,2021,stage_2,2.2,5.0
tour-of-turkey,2021,stage_6,2.Pro,30.0
ruta-del-sol,2021,stage_4,2.Pro,30.0
uec-road-european-championships-itt,2021,result,CC,60.0
vuelta-pilsen-a-colombia,2021,stage_5,2.2,5.0
vuelta-ciclista-a-venezuela,2021,stage_4,2.2,5.0
vuelta-a-burgos,2021,stage_4,2.Pro,30.0
nc-mexico-itt,2021,result,NC,15.0
nokere-koerse,2021,result,1.Pro,125.0
memorial-marco-pantani,2021,result,1.1,75.0
tour-des-pays-de-savoie,2021,stage_1,2.2,5.0
tour-of-malopolska,2021,prologue,2.2,5.0
giro-del-veneto,2021,result,1.1,75.0
gravel-and-tar,2021,result,1.2,15.0
nc-burkina-faso,2021,result,NC,15.0
tour-of-malopolska,2021,stage_1,2.2,5.0
tour-of-kosovo,2021,stage_1,2.2,5.0
tour-cycliste-international-de-la-guadeloupe,2021,stage_3,2.2,5.0
heist-op-den-berg,2021,result,1.1,75.0
tour-alsace,2021,stage_2,2.2,5.0
volta-ao-alentejo,2021,stage_4,2.2,5.0
tour-d-eure-et-loir,2021,stage_3,2.2,5.0
vuelta-al-tachira,2021,stage_5,2.2,5.0
gran-premio-della-liberazione,2021,result,1.2U,15.0
tour-of-britain,2021,stage_4,2.Pro,30.0
ruta-del-sol,2021,stage_3,2.Pro,30.0
tour-de-luxembourg,2021,stage_2,2.Pro,30.0
gp-samyn,2021,result,1.1,75.0
milano-torino,2021,result,1.Pro,125.0
nc-canada-itt,2021,result,NC,15.0
okolo-slovenska,2021,stage_2,2.1,20.0
gp-de-valence,2021,result,1.2,15.0
vuelta-a-espana,2021,stage_10,2.UWT,80.0
national-championships-grenada-itt,2021,result,NC,15.0
tour-of-mevlana,2021,stage_3,2.2,5.0
nc-uruguay,2021,result,NC,15.0
grand-prix-chantal-biya,2021,stage_5,2.2,5.0
faun-ardeche-classic,2021,result,1.Pro,125.0
vuelta-a-ecuador,2021,stage_2,2.2,5.0
gp-herning,2021,result,1.2,15.0
ster-van-zwolle,2021,result,1.2,15.0
national-championships-iceland-itt,2021,result,NC,15.0
giro-della-regione-friuli-venezia-giulia,2021,stage_3,2.2,5.0
nc-belarus,2021,result,NC,15.0
nc-estonia-itt,2021,result,NC,15.0
nc-thailand,2021,result,NC,15.0
nc-mexico,2021,result,NC,15.0
nc-venezuela,2021,result,NC,15.0
vuelta-ciclista-a-venezuela,2021,stage_5,2.2,5.0
nc-romania-itt,2021,result,NC,15.0
grand-prix-manavgat-side,2021,result,1.2,15.0
panamerican-champ-itt,2021,result,CC,60.0
nc-india-itt,2021,result,NC,15.0
nc-bosnia-and-herzegovina,2021,result,NC,15.0
tour-du-faso,2021,stage_6,2.2,5.0
nc-hungary,2021,result,NC,15.0
tour-de-france,2021,stage_8,2.UWT,100.0
paris-chauny-classique,2021,result,1.1,75.0
dwars-door-vlaanderen,2021,result,1.UWT,225.0
nc-panama,2021,result,NC,15.0
vuelta-ciclista-a-venezuela,2021,stage_6,2.2,5.0
nc-latvia,2021,result,NC,15.0
tour-auvergne-rhone-alpes,2021,stage_2,2.UWT,50.0
giro-d-italia,2021,stage_2,2.UWT,80.0
la-fleche-wallonne,2021,result,1.UWT,225.0
giro-d-italia,2021,stage_11,2.UWT,80.0
volta-a-portugal,2021,stage_10,2.1,20.0
nc-guatemala-itt,2021,result,NC,15.0
giro-d-italia,2021,stage_16,2.UWT,80.0
nc-germany,2021,result,NC,15.0
tour-auvergne-rhone-alpes,2021,stage_8,2.UWT,50.0
tour-du-faso,2021,stage_4,2.2,5.0
vuelta-a-ecuador,2021,stage_6,2.2,5.0
olympic-games,2021,result,Olympics,375.0
tour-of-denmark,2021,stage_2,2.Pro,30.0
nc-el-salvador-itt,2021,result,NC,15.0
nc-poland-itt,2021,result,NC,15.0
okolo-slovenska,2021,prologue,2.1,20.0
vuelta-a-la-comunidad-valenciana,2021,stage_5,2.Pro,30.0
giro-d-italia,2021,stage_20,2.UWT,80.0
tour-de-france,2021,stage_7,2.UWT,100.0
tour-of-bulgaria,2021,stage_4,2.2,5.0
nc-france-itt,2021,result,NC,15.0
nc-puerto-rico-itt,2021,result,NC,15.0
uae-tour,2021,stage_2,2.UWT,50.0
national-championships-oman-itt,2021,result,NC,15.0
gp-de-la-ville-de-nogent-sur-oise,2021,result,1.2,15.0
volta-a-portugal,2021,stage_6,2.1,20.0
okolo-jiznich-cech,2021,stage_3,2.2,5.0
tour-du-poitou-charentes-et-de-la-vienne,2021,stage_4,2.1,20.0
adriatica-ionica-race,2021,stage_2,2.1,20.0
tour-auvergne-rhone-alpes,2021,stage_7,2.UWT,50.0
tour-du-poitou-charentes-et-de-la-vienne,2021,stage_1,2.1,20.0
giro-d-italia,2021,stage_10,2.UWT,80.0
tour-of-mevlana,2021,stage_1,2.2,5.0
circuit-de-wallonie,2021,result,1.1,75.0
skive-lobet,2021,result,1.2,15.0
national-championships-saudi-arabia-road-race,2021,result,NC,15.0
szlakiem-grodow-piastowskich,2021,stage_2,2.2,5.0
tour-du-cameroun,2021,stage_3,2.2,5.0
tour-of-britain,2021,stage_2,2.Pro,30.0
nc-lithuania,2021,result,NC,15.0
nc-kosovo-itt,2021,result,NC,15.0
nc-romania,2021,result,NC,15.0
tour-of-belgium,2021,stage_4,2.Pro,30.0
tour-de-france,2021,stage_18,2.UWT,100.0
tour-of-thailand,2021,stage_2,2.1,20.0
nc-united-states,2021,result,NC,15.0
nc-italy,2021,result,NC,15.0
baltic-chain-tour,2021,stage_2,2.2,5.0
volta-a-portugal,2021,stage_7,2.1,20.0
vuelta-a-espana,2021,stage_9,2.UWT,80.0
nc-albania-itt,2021,result,NC,15.0
gp-de-denain,2021,result,1.Pro,125.0
tour-of-rhodes,2021,stage_1,2.2,5.0
nc-luxembourg,2021,result,NC,15.0
chrono-des-nations,2021,result,1.1,75.0
le-tour-de-bretagne,2021,stage_6,2.2,5.0
volta-ao-alentejo,2021,stage_1,2.2,5.0
tour-du-faso,2021,stage_10,2.2,5.0
circuit-des-ardennes,2021,stage_3,2.2,5.0
nc-slovakia-itt,2021,result,NC,15.0
nc-netherlands,2021,result,NC,15.0
czech-tour,2021,stage_4,2.1,20.0
vuelta-a-espana,2021,stage_19,2.UWT,80.0
joe-martin-stage-race-me,2021,stage_1,2.2,5.0
giro-d-italia,2021,stage_9,2.UWT,80.0
vuelta-a-burgos,2021,stage_1,2.Pro,30.0
rhone-alpes-isere-tour,2021,stage_4,2.2,5.0
circuit-des-xi-villes,2021,result,1.1,75.0
national-championships-saudi-arabia-itt,2021,result,NC,15.0
renewi-tour,2021,stage_7,2.UWT,50.0
tour-of-magnificent-qinghai,2021,stage_2,2.2,5.0
volta-ao-algarve,2021,stage_3,2.Pro,30.0
mercan-tour-classic-alpes-maritimes,2021,result,1.1,75.0
tour-of-estonia,2021,stage_2,2.1,20.0
tour-of-mevlana,2021,stage_4,2.2,5.0
tour-de-pologne,2021,stage_4,2.UWT,50.0
gp-adria-mobil,2021,result,1.2,15.0
tour-of-rwanda,2021,stage_7,2.1,20.0
tour-de-wallonie,2021,stage_4,2.Pro,30.0
giro-d-italia,2021,stage_13,2.UWT,80.0
vuelta-a-ecuador,2021,stage_1,2.2,5.0
rhone-alpes-isere-tour,2021,stage_2,2.2,5.0
ruta-del-sol,2021,stage_5,2.Pro,30.0
giro-di-sicilia,2021,stage_2,2.1,20.0
circuito-del-porto-trofeo-arvedi,2021,result,1.2,15.0
tour-de-la-mirabelle,2021,prologue,2.2,5.0
grote-prijs-jean-pierre-monsere,2021,result,1.1,75.0
nc-chile,2021,result,NC,15.0
ronde-van-vlaanderen,2021,result,1.UWT,275.0
tour-des-alpes-maritimes,2021,stage_3,2.1,20.0
tour-de-l-ain,2021,stage_2,2.1,20.0
tour-of-turkey,2021,stage_4,2.Pro,30.0
tour-of-malopolska,2021,stage_3,2.2,5.0
giro-della-regione-friuli-venezia-giulia,2022,stage_2,2.2,5.0
route-adelie-de-vitre,2022,result,1.1,75.0
national-championships-virgin-islands-itt,2022,result,NC,15.0
nc-tunisia-itt,2022,result,NC,15.0
tour-de-pologne,2022,stage_7,2.UWT,50.0
world-championship-itt,2022,result,WC,250.0
nc-rwanda-itt,2022,result,NC,15.0
tour-de-serbie,2022,stage_2,2.2,5.0
tour-de-hongrie,2022,stage_1,2.1,20.0
tour-d-eure-et-loir,2022,stage_1,2.2,5.0
tour-of-szeklerland,2022,stage_1,2.2,5.0
nc-south-korea-itt,2022,result,NC,15.0
2-districtenpijl-ekeren-deurne-me,2022,result,1.2,15.0
nc-cuba-road-race,2022,result,NC,15.0
east-midlands-international-cicle-classic,2022,result,1.2,15.0
tour-de-la-mirabelle,2022,stage_3,2.2,5.0
ronde-de-l-oise,2022,stage_3,2.2,5.0
tour-de-la-mirabelle,2022,stage_4,2.2,5.0
oberosterreichrundfahrt,2022,stage_3,2.2,5.0
commonwealth-games-itt2,2022,result,JR,20.0
clasica-de-almeria,2022,result,1.Pro,125.0
banja-luka-belgrade-i,2022,stage_5,2.1,20.0
paris-nice,2022,stage_3,2.UWT,50.0
tour-of-konya,2022,stage_2,2.2,5.0
world-championship,2022,result,WC,350.0
tour-of-oman,2022,stage_5,2.Pro,30.0
challenge-mallorca-trofeo-pollenca-alcudia,2022,result,1.1,75.0
turul-romaniei,2022,stage_3,2.1,20.0
nc-indonesia,2022,result,NC,15.0
oceania-continental-championships-itt,2022,result,CC,60.0
nc-cyprus-itt,2022,result,NC,15.0
okolo-slovenska,2022,prologue,2.1,20.0
popolarissima,2022,result,1.2,15.0
tour-de-kumano,2022,stage_2,2.2,5.0
gp-int-torres-vedras,2022,stage_1,2.2,5.0
rhone-alpes-isere-tour,2022,stage_5,2.2,5.0
gran-premio-miguel-indurain,2022,result,1.Pro,125.0
vuelta-a-guatemala,2022,stage_4,2.2,5.0
itzulia-basque-country,2022,stage_5,2.UWT,50.0
volta-nxt-classic,2022,result,1.1,75.0
tour-d-eure-et-loir,2022,stage_2,2.2,5.0
turul-romaniei,2022,stage_5,2.1,20.0
vuelta-a-guatemala,2022,stage_8,2.2,5.0
tour-de-hokkaido,2022,stage_2,2.2,5.0
alula-tour,2022,stage_5,2.1,20.0
vuelta-a-ecuador,2022,stage_5,2.2,5.0
ruta-del-sol,2022,stage_2,2.Pro,30.0
tour-auvergne-rhone-alpes,2022,stage_5,2.UWT,50.0
tour-of-magnificent-qinghai,2022,stage_3,2.2,5.0
tour-de-normadie,2022,stage_6,2.2,5.0
nc-hungary,2022,result,NC,15.0
south-east-asian-games,2022,result,JR,25.0
gp-sakia-el-hamra,2022,result,1.2,15.0
tour-of-thailand,2022,stage_3,2.1,20.0
tour-de-wallonie,2022,stage_5,2.Pro,30.0
nc-sweden-itt,2022,result,NC,15.0
tour-de-l-ain,2022,stage_3,2.1,20.0
tour-du-cameroun,2022,stage_4,2.2,5.0
nc-guatemala,2022,result,NC,15.0
tour-of-the-alps,2022,stage_3,2.Pro,30.0
paris-chauny-classique,2022,result,1.1,75.0
tour-du-poitou-charentes-et-de-la-vienne,2022,stage_3,2.1,20.0
vuelta-ciclista-a-venezuela,2022,stage_4,2.2,5.0
paris-nice,2022,stage_6,2.UWT,50.0
giro-dell-emilia,2022,result,1.Pro,125.0
national-championships-oman-itt,2022,result,NC,15.0
tour-of-slovenia,2022,stage_4,2.Pro,30.0
nc-spain-itt,2022,result,NC,15.0
tour-de-france,2022,stage_12,2.UWT,100.0
vuelta-al-tachira,2022,stage_3,2.2,5.0
circuito-de-getxo,2022,result,1.1,75.0
vuelta-a-burgos,2022,stage_5,2.Pro,30.0
nc-georgia-itt,2022,result,NC,15.0
faun-ardeche-classic,2022,result,1.Pro,125.0
uec-road-european-championships-me,2022,result,CC,150.0
baltic-chain-tour,2022,stage_4,2.2,5.0
nc-croatia-itt,2022,result,NC,15.0
nc-macedonia,2022,result,NC,15.0
arab-road-cycling-championships-road-race,2022,result,JR,15.0
nc-antigua-and-barbuda-itt,2022,result,NC,15.0
tour-of-norway,2022,stage_4,2.Pro,30.0
south-east-asian-games-itt,2022,result,JR,20.0
czech-tour,2022,stage_1,2.1,20.0
nc-belize,2022,result,NC,15.0
nc-romania-itt,2022,result,NC,15.0
nc-norway,2022,result,NC,15.0
nc-canada-itt,2022,result,NC,15.0
nc-estonia-itt,2022,result,NC,15.0
tour-des-alpes-maritimes,2022,stage_3,2.1,20.0
tour-of-bulgaria,2022,stage_2,2.2,5.0
tour-of-konya,2022,stage_1,2.2,5.0
tour-of-slovenia,2022,stage_3,2.Pro,30.0
nc-uzbekistan,2022,result,NC,15.0
tour-cycliste-international-de-la-guadeloupe,2022,stage_3,2.2,5.0
