fichier_gpx,cobblestones_last_50km,compacted_gravel_last_50km,cobblestones_last_20km,compacted_gravel_last_20km,cobblestones_last_10km,compacted_gravel_last_10km
2024 Okolo jiznich Cech / Tour of South Bohemia Stage 3.gpx,0.023,0.0,0.023,0.0,0.0,0.0
2025 4 Jours de Dunkerque / Grand Prix des Hauts de France Stage 2.gpx,0.0,2.217,0.0,0.0,0.0,0.0
2025 4 Jours de Dunkerque / Grand Prix des Hauts de France Stage 3.gpx,7.308,0.0,2.5,0.0,2.5,0.0
2025 4 Jours de Dunkerque / Grand Prix des Hauts de France Stage 4.gpx,4.486,0.0,1.721,0.0,0.051,0.0
2025 4 Jours de Dunkerque / Grand Prix des Hauts de France Stage 5.gpx,10.778,0.0,4.311,0.0,2.156,0.0
2025 Antwerp Port Epic / Sels Trophy.gpx,8.277,3.368,0.571,0.834,0.068,0.0
2025 Binche - Chimay - Binche / Memorial Frank Vandenbroucke.gpx,3.472,0.0,1.585,0.0,0.642,0.0
2025 Okolo Slovenska / Tour de Slovaquie Stage 1.gpx,0.657,0.0,0.186,0.0,0.186,0.0
2025 Okolo jiznich Cech / Tour of South Bohemia Stage 1.gpx,0.361,0.0,0.149,0.0,0.149,0.0
2025 Okolo jiznich Cech / Tour of South Bohemia Stage 4.gpx,1.482,0.0,0.839,0.0,0.519,0.0
2025 Tour of Norway Stage 4.gpx,1.072,0.0,0.282,0.0,0.282,0.0
2025 Tour of Szeklerland Stage 1.gpx,0.161,0.0,0.161,0.0,0.161,0.0
2025 Tre Valli Varesine.gpx,0.04,0.0,0.0,0.0,0.0,0.0
2025 Tro Bro Leon.gpx,0.0,2.641,0.0,0.915,0.0,0.0
2025 Trofeo Alcide Degasperi.gpx,0.513,0.0,0.257,0.0,0.0,0.0
2025 Trofeo Citta di Brescia - Mem. Rino Fiori.gpx,2.151,0.0,0.847,0.0,0.325,0.0
2025 Trofeo Palma.gpx,3.414,0.0,2.276,0.0,1.138,0.0
2025 Trofeo Tessile & Moda - Valdengo Oropa.gpx,0.855,0.58,0.298,0.0,0.222,0.0
2025 UCI Road World Championships - ITT.gpx,1.288,0.0,1.288,0.0,1.288,0.0
2025 UCI Road World Championships.gpx,5.642,0.0,2.739,0.0,1.288,0.0
2025 VDL Groep Omloop der Kempen.gpx,1.707,0.0,0.052,0.0,0.026,0.0
2025 Veneto Classic.gpx,0.751,0.0,0.169,0.0,0.0,0.0
2025 Visegrad 4 Kerekparverseny.gpx,0.665,0.0,0.665,0.0,0.665,0.0
2025 Volta Ciclistica de Santa Catarina Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2025 Volta Ciclistica de Santa Catarina Stage 3.gpx,0.617,0.0,0.617,0.0,0.617,0.0
2025 Volta Ciclistica de Santa Catarina Stage 4.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2025 Volta NXT Classic.gpx,1.183,0.0,0.778,0.0,0.775,0.0
2025 Volta a Portugal em Bicicleta Continente Stage 1.gpx,0.415,0.0,0.0,0.0,0.0,0.0
2025 Volta a Portugal em Bicicleta Continente Stage 2.gpx,0.78,0.0,0.108,0.0,0.108,0.0
2025 Volta a Portugal em Bicicleta Continente Stage 3.gpx,0.817,0.0,0.817,0.0,0.0,0.0
2025 Volta a Portugal em Bicicleta Continente Stage 5.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2025 Volta a Portugal em Bicicleta Continente Stage 6.gpx,0.051,0.0,0.0,0.0,0.0,0.0
2025 Volta a Portugal em Bicicleta Continente Stage 7.gpx,0.072,0.0,0.0,0.0,0.0,0.0
2025 Volta a Portugal em Bicicleta Continente Stage 9.gpx,0.633,0.0,0.275,0.0,0.275,0.0
2025 Volta a la Comunitat Valenciana Stage 4.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2025 Volta ao Alentejo Stage 3.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2025 Volta ao Alentejo Stage 4.gpx,0.148,0.0,0.0,0.0,0.0,0.0
2025 Volta ao Alentejo Stage 5.gpx,1.902,0.0,1.902,0.0,1.902,0.0
2025 Volta ao Algarve em Bicicleta Stage 3.gpx,1.294,0.0,0.0,0.0,0.0,0.0
2025 Vuelta Ciclistica Internacional a Guatemala Stage 9.gpx,0.747,0.0,0.747,0.0,0.747,0.0
2025 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 2.gpx,0.092,2.271,0.092,2.271,0.0,0.994
2025 Vuelta a la Region de Murcia Costa Calida.gpx,0.99,0.0,0.44,0.0,0.44,0.0
2018 Colombian Road National Championships.gpx,1.391,0.0,0.556,0.0,0.278,0.0
2018 Vuelta Ciclista a la Comunidad de Madrid Stage 3.gpx,0.241,0.0,0.107,0.0,0.054,0.0
2018 Tour of Estonia Stage 2.gpx,0.55,0.0,0.258,0.0,0.161,0.0
2018 Giro d'Italia Stage 21.gpx,16.584,0.0,5.937,0.0,2.772,0.0
2018 Trofeo Citta di Brescia.gpx,1.625,0.0,0.649,0.0,0.259,0.0
2018 Grand Prix Minsk.gpx,26.179,0.0,10.937,0.0,5.367,0.0
2018 Grand Prix Cycliste de Quebec.gpx,1.087,0.0,0.578,0.0,0.323,0.0
2018 Grand Prix Cycliste de Montreal.gpx,0.208,0.0,0.052,0.0,0.052,0.0
2019 Grand Prix Minsk.gpx,15.65,0.0,7.042,0.0,2.757,0.0
2019 Vuelta Ciclista a la Comunidad de Madrid Stage 3.gpx,0.241,0.0,0.107,0.0,0.054,0.0
2019 Tour of Estonia Stage 2.gpx,0.55,0.0,0.258,0.0,0.161,0.0
2019 Minsk 2019 European Games Road Race.gpx,15.685,0.0,6.99,0.0,2.743,0.0
2019 Trofeo Citta di Brescia.gpx,1.625,0.0,0.649,0.0,0.259,0.0
2019 Grand Prix Cycliste de Quebec.gpx,1.087,0.0,0.578,0.0,0.323,0.0
2019 Grand Prix Cycliste de Montreal.gpx,0.208,0.0,0.104,0.0,0.052,0.0
2021 Tro-Bro Leon.gpx,0.0,2.883,0.0,0.915,0.0,0.0
2021 Grote Prijs Jef Scherens - Rondom Leuven.gpx,2.288,0.0,0.841,0.0,0.282,0.0
2022 Trofeo Citta di Brescia.gpx,1.625,0.0,0.649,0.0,0.259,0.0
2022 Grand Prix Cycliste de Quebec.gpx,1.087,0.0,0.578,0.0,0.323,0.0
2023 Tour of Estonia Stage 2.gpx,2.49,0.017,1.105,0.007,0.553,0.003
2023 Giro d'Italia Stage 21.gpx,8.344,0.0,3.244,0.0,1.694,0.0
2023 Trofeo Citta di Brescia - Mem. Rino Fiori.gpx,1.625,0.0,0.649,0.0,0.259,0.0
2023 Grand Prix Cycliste de Quebec.gpx,1.087,0.0,0.578,0.0,0.323,0.0
2023 Presidential Cycling Tour of Turkiye Stage 8.gpx,0.739,0.0,0.739,0.0,0.739,0.0
2024 Tour of Estonia Stage 2.gpx,2.49,0.017,1.105,0.007,0.553,0.003
2024 Giro d'Italia Stage 21.gpx,12.088,0.0,5.012,0.0,2.556,0.0
2025 Tour of Estonia Stage 2.gpx,2.49,0.017,1.105,0.007,0.553,0.003
2025 Giro d'Italia Stage 21.gpx,10.876,0.0,4.305,0.0,2.266,0.0
2025 Maryland Cycling Classic.gpx,0.384,0.0,0.0,0.0,0.0,0.0
2025 Renewi Tour Stage 1.gpx,4.114,0.0,0.64,0.0,0.0,0.0
